N	2gram	Propp_Russ_2	EvropaiC
1	таким образом	6	32
2	в том	22	31
3	и в	29	24
4	том что	22	20
5	все эти	3	19
6	не может	5	18
7	то что	5	17
8	может быть	13	15
9	народа в	1	15
10	все же	2	15
11	в своем	1	12
12	в этом	11	12
13	с этим	2	11
14	между тем	3	11
15	все это	10	11
16	во всех	3	10
17	так и	1	10
18	из себя	1	10
19	как бы	18	10
20	все что	1	10
21	на то	1	9
22	при этом	6	9
23	как и	11	9
24	что в	22	9
25	а и	2	8
26	в самом	1	8
27	не в	4	8
28	идет речь	1	8
29	если бы	1	8
30	так же	4	8
31	и все	4	8
32	а между	1	7
33	на самом	2	7
34	из этих	2	7
35	или менее	1	7
36	не менее	2	7
37	по существу	4	7
38	того чтобы	6	7
39	по своей	1	7
40	для этого	5	7
41	о том	9	7
42	и что	5	7
43	что он	1	7
44	для того	6	7
45	но и	8	7
46	и не	1	7
47	более или	1	7
48	из этого	2	7
49	еще не	6	6
50	и на	6	6
51	тогда как	2	6
52	что касается	1	6
53	в этой	3	6
54	несмотря на	1	6
55	и при	2	6
56	с ним	1	6
57	что и	2	6
58	того что	3	6
59	только в	1	6
60	так что	4	6
61	так как	13	6
62	с другой	2	6
63	вместе с	6	6
64	в европе	2	6
65	у них	2	6
66	как на	1	6
67	но в	5	5
68	в которой	2	5
69	что это	3	5
70	тому же	1	5
71	не только	10	5
72	и если	1	5
73	но все	1	5
74	не будет	1	5
75	что все	1	5
76	и с	10	5
77	на все	1	5
78	его в	8	5
79	что с	2	5
80	в то	2	5
81	народа к	1	5
82	как будто	1	5
83	что при	2	5
84	в его	1	5
85	потому что	5	5
86	именно в	4	5
87	далеко не	4	5
88	другой стороны	1	5
89	по своему	1	5
90	быть и	1	5
91	и для	2	5
92	и от	3	5
93	к этому	5	5
94	одним из	2	4
95	в такой	1	4
96	и то	2	4
97	то же	4	4
98	мы уже	1	4
99	та же	2	4
100	из того	1	4
101	между собой	2	4
102	что его	1	4
103	отношение к	1	4
104	хотя и	1	4
105	чем больше	1	4
106	всех этих	1	4
107	мало того	1	4
108	в одну	1	4
109	из них	4	4
110	должно быть	2	4
111	в их	2	4
112	выше мы	3	4
113	тем не	2	4
114	том же	4	4
115	из которых	2	4
116	что эта	1	4
117	связи с	2	4
118	никогда не	2	4
119	в народе	3	4
120	представление об	1	4
121	сильнее чем	1	4
122	в виде	4	4
123	не так	1	4
124	в конце	1	4
125	а с	2	4
126	в в	1	4
127	в течение	2	4
128	в состоянии	1	4
129	этом случае	6	4
130	мы должны	1	4
131	совершенно не	2	4
132	в таком	4	4
133	же как	4	3
134	другие народы	1	3
135	с в	8	3
136	вопрос о	4	3
137	самих себя	1	3
138	в данном	6	3
139	очевидно что	2	3
140	что по	4	3
141	и наконец	1	3
142	этого круга	1	3
143	в тех	1	3
144	это представление	4	3
145	в нем	1	3
146	на земле	5	3
147	и по	3	3
148	на этой	1	3
149	это не	5	3
150	с тем	6	3
151	чем в	2	3
152	в этих	3	3
153	что если	1	3
154	таким же	1	3
155	представление о	5	3
156	образом в	2	3
157	для нас	6	3
158	во всем	2	3
159	у нас	4	3
160	ничего общего	1	3
161	и это	1	3
162	данном случае	7	3
163	жизнь и	2	3
164	и вообще	1	3
165	с одной	2	3
166	то они	1	3
167	настоящее время	1	3
168	может не	1	3
169	тот же	1	3
170	очень много	1	3
171	в эти	1	3
172	рассматриваться как	2	3
173	при помощи	1	3
174	и других	3	3
175	каждый из	2	3
176	отличие от	3	3
177	как у	1	3
178	прежде всего	2	3
179	а наоборот	3	3
180	и потому	1	3
181	случаях когда	1	3
182	в настоящее	1	3
183	ее и	2	3
184	от него	1	3
185	тем более	1	3
186	только что	1	3
187	а в	9	3
188	ту же	1	2
189	в котором	3	2
190	и до	1	2
191	что эти	1	2
192	по его	1	2
193	и состоит	1	2
194	так чтобы	2	2
195	и ее	2	2
196	мы и	1	2
197	в ней	1	2
198	свою очередь	1	2
199	тем как	1	2
200	во всяком	1	2
201	только тогда	3	2
202	что они	1	2
203	есть в	2	2
204	и где	1	2
205	и там	3	2
206	если он	2	2
207	но на	1	2
208	что она	3	2
209	не следует	1	2
210	о которой	1	2
211	он должен	1	2
212	том чтобы	2	2
213	а это	1	2
214	а затем	4	2
215	представления об	2	2
216	только одно	1	2
217	в них	4	2
218	нет в	1	2
219	и особенно	1	2
220	мы видели	7	2
221	восстановить картину	1	2
222	общую картину	1	2
223	такой же	1	2
224	на первый	3	2
225	в эту	3	2
226	но если	3	2
227	в которых	4	2
228	совершенно иной	1	2
229	и более	1	2
230	она не	3	2
231	тогда когда	4	2
232	одна из	11	2
233	на него	1	2
234	в основе	1	2
235	что представление	1	2
236	говорить о	1	2
237	вся его	1	2
238	на этом	3	2
239	что на	2	2
240	к таким	2	2
241	это конечно	1	2
242	сходство с	1	2
243	от нее	1	2
244	имеет место	1	2
245	о них	2	2
246	должен быть	2	2
247	как мы	3	2
248	что у	1	2
249	на нее	6	2
250	из одного	1	2
251	в виду	2	2
252	а к	2	2
253	сводится к	1	2
254	в другом	1	2
255	и поэтому	1	2
256	можно встретить	2	2
257	все в	2	2
258	к нему	4	2
259	с момента	1	2
260	в ту	1	2
261	если это	1	2
262	было бы	3	2
263	показывают что	1	2
264	но так	1	2
265	но с	1	2
266	этот вопрос	2	2
267	и так	1	2
268	они могут	1	2
269	то и	4	2
270	тем сильнее	1	2
271	это обстоятельство	1	2
272	одно из	2	2
273	не будут	1	2
274	для него	1	2
275	всяком случае	1	2
276	к ним	1	2
277	из нее	2	2
278	на долю	1	2
279	как при	1	2
280	не было	2	2
281	только один	1	2
282	что для	3	2
283	одной стороны	2	2
284	отнюдь не	1	2
