1	и в	33	65
2	то есть	13	45
3	и др	1	24
4	как бы	25	22
5	и не	13	22
6	вовсе не	5	18
7	в том	21	16
8	в сущности	6	16
9	в этом	28	15
10	но в	2	14
11	в условиях	1	13
12	в нем	7	13
13	мы уже	5	12
14	и на	5	11
15	тела в	1	11
16	прежде всего	2	11
17	все эти	6	10
18	и его	5	10
19	и потому	2	10
20	но и	3	10
21	так и	3	10
22	не только	7	10
23	все это	13	9
24	во всех	2	9
25	в его	10	9
26	и другие	1	8
27	в дальнейшем	1	8
28	в основе	3	8
29	за пределы	1	8
30	и даже	1	8
31	всех этих	3	8
32	здесь в	3	8
33	в своем	7	8
34	его в	3	7
35	уже говорили	1	7
36	точки зрения	6	7
37	формы и	1	7
38	жизни и	4	7
39	только в	4	7
40	в отношении	1	6
41	одно из	2	6
42	при этом	2	6
43	сказать что	13	6
44	никогда не	5	6
45	и у	1	6
46	как мы	4	6
47	в ней	6	6
48	том что	22	6
49	еще не	1	6
50	на самом	6	6
51	все же	5	6
52	главным образом	1	6
53	может быть	22	6
54	времени и	2	6
55	так как	12	6
56	для него	1	5
57	в своих	3	5
58	на протяжении	1	5
59	в частности	4	5
60	превращается в	1	5
61	связана с	1	5
62	и все	12	5
63	литературы и	2	5
64	в одном	3	5
65	как и	5	5
66	рядом с	1	5
67	в своей	4	5
68	века в	1	5
69	есть в	1	5
70	в той	3	5
71	потому что	24	5
72	между тем	1	5
73	в них	2	5
74	как в	3	5
75	с его	2	5
76	связь с	5	5
77	жизни в	1	5
78	шекспира и	6	4
79	так сказать	1	4
80	и до	3	4
81	и искусства	1	4
82	из них	4	4
83	для нас	7	4
84	это в	4	4
85	это уже	1	4
86	во время	6	4
87	и к	2	4
88	в этой	9	4
89	не понимает	2	4
90	средние века	1	4
91	в самом	12	4
92	совершенно не	4	4
93	мысли и	1	4
94	это как	1	4
95	до сих	3	4
96	поэтому и	1	4
97	не в	2	4
98	в их	2	4
99	связи с	2	4
100	сих пор	3	4
101	в жизни	4	4
102	и еще	1	4
103	в средние	1	4
104	в общем	1	4
105	и эта	2	3
106	в ее	2	3
107	в обычном	1	3
108	в искусстве	2	3
109	к нему	1	3
110	и их	1	3
111	и вообще	1	3
112	в тех	2	3
113	и здесь	3	3
114	понимания и	1	3
115	по ходу	2	3
116	связаны с	1	3
117	вся эта	1	3
118	с ним	5	3
119	во всей	3	3
120	мы будем	5	3
121	в самой	6	3
122	что в	21	3
123	не может	10	3
124	она была	1	3
125	и во	1	3
126	у шекспира	2	3
127	с другой	2	3
128	что он	20	3
129	даже в	2	3
130	у стерна	1	3
131	ничего не	2	3
132	и других	4	3
133	менее всего	1	3
134	то что	44	3
135	с точки	4	3
136	нет ничего	1	3
137	как раз	9	3
138	но все	2	3
139	но это	1	3
140	далеко не	3	3
141	в себе	6	3
142	и новое	1	3
143	в виду	2	3
144	но как	1	3
145	самом деле	12	3
146	взглянуть на	2	3
147	и ни	1	3
148	не является	2	3
149	но для	1	3
150	о нем	4	3
151	мы и	1	3
152	и с	2	3
153	это не	6	3
154	не просто	4	3
155	несмотря на	1	2
156	на этот	3	2
157	от него	1	2
158	на его	1	2
159	которого мы	1	2
160	так называемые	1	2
161	же в	1	2
162	о шекспире	1	2
163	в заключение	1	2
164	некоторые из	2	2
165	да и	3	2
166	которое в	1	2
167	и глубоко	1	2
168	начиная с	1	2
169	одной стороны	3	2
170	на все	2	2
171	например в	3	2
172	он называет	1	2
173	и так	4	2
174	новое и	1	2
175	но с	1	2
176	и для	3	2
177	и наконец	2	2
178	истории и	1	2
179	есть только	2	2
180	и именно	2	2
181	бы быть	1	2
182	еще раз	3	2
183	он не	11	2
184	это его	1	2
185	в особенности	1	2
186	что мы	6	2
187	для своего	1	2
188	связанной с	1	2
189	к тому	12	2
190	их в	3	2
191	и он	3	2
192	это всегда	1	2
193	или в	1	2
194	и без	1	2
195	и это	5	2
196	в таком	4	2
197	нашла свое	1	2
198	только на	1	2
199	это было	4	2
200	дело в	1	2
201	в это	2	2
202	в некоторых	1	2
203	человеческих отношений	1	2
204	во всем	2	2
205	но не	3	2
206	не была	1	2
207	и от	2	2
208	а иногда	1	2
209	это целое	1	2
210	и очень	1	2
211	это время	2	2
212	его от	1	2
213	нам придется	3	2
214	из этих	2	2
215	не для	3	2
216	стремление к	1	2
217	так например	4	2
218	и самый	1	2
219	бы ни	1	2
220	но у	1	2
221	что не	4	2
222	ни на	2	2
223	до конца	7	2
224	именно эти	1	2
225	речи и	1	2
226	и вот	6	2
227	с одной	3	2
228	от всякого	1	2
229	совершенно иной	1	2
230	на него	4	2
231	понятно что	3	2
232	во второй	1	2
233	в целом	5	2
234	это можно	1	2
235	при таком	3	2
236	из тех	1	2
237	того что	4	2
238	лежащие в	1	2
239	в свой	1	2
240	в чем	1	2
241	с конца	2	2
242	значение и	1	2
243	всего на	1	2
244	мы видим	6	2
245	образом в	2	2
246	мы найдем	1	2
247	всего того	1	2
248	можно сказать	2	2
249	о том	20	2
250	здесь на	1	2
251	в этих	1	2
252	этот вопрос	4	2
253	дальнейшем нам	1	2
254	но вся	2	2
255	нам кажется	2	2
256	которых мы	1	1
257	почти не	1	1
258	чем мы	2	1
259	сводится к	2	1
260	этот характер	2	1
261	литературной традицией	1	1
262	нашего исследования	1	1
263	все они	2	1
264	он наконец	1	1
265	как с	1	1
266	с собой	1	1
267	и другая	1	1
268	и она	2	1
269	от могилы	1	1
270	они ни	1	1
271	все свои	1	1
272	свое завершение	1	1
273	эти четыре	1	1
274	на шекспира	3	1
275	которые не	1	1
276	совершается в	2	1
277	и формы	2	1
278	а не	6	1
279	еще можно	1	1
280	в уста	3	1
281	и вся	1	1
282	отступает от	2	1
283	и действительно	1	1
284	действия и	2	1
285	без всякого	2	1
286	показывает как	1	1
287	в основу	3	1
288	было бы	12	1
289	слова и	4	1
290	формы как	1	1
291	не могли	1	1
292	на деле	1	1
293	с этими	1	1
294	тем в	1	1
295	но от	1	1
296	на сцене	3	1
297	на язык	1	1
298	в которой	4	1
299	одном из	1	1
300	просто не	1	1
301	тому же	3	1
302	это конечно	1	1
303	части и	2	1
304	выходить за	1	1
305	по одной	1	1
306	и говорит	3	1
307	то же	9	1
308	что при	2	1
309	них не	1	1
310	того чтобы	22	1
311	признания и	2	1
312	некоторые особенности	1	1
313	а как	2	1
314	она дает	2	1
315	как ее	1	1
316	это делает	2	1
317	в жизнь	1	1
318	как это	14	1
319	характер и	1	1
320	других писателей	1	1
321	не столько	1	1
322	во всяком	3	1
323	и развития	1	1
324	мы вовсе	1	1
325	как они	1	1
326	ним в	2	1
327	сами по	3	1
328	переходим к	1	1
329	из самых	1	1
330	же время	2	1
331	что касается	2	1
332	что с	1	1
333	страшное и	1	1
334	один из	2	1
335	мы имеем	2	1
336	так в	1	1
337	полюс то	1	1
338	и если	9	1
339	мысли в	1	1
340	он всегда	1	1
341	из него	1	1
342	и та	2	1
343	на это	1	1
344	совершенно прав	1	1
345	человека и	1	1
346	уже в	2	1
347	нельзя вывести	1	1
348	в какой-то	1	1
349	у нас	4	1
