N	3gram	Bakhtin_Fr_3	KulturaY
1	с точки зрения	1	16
2	для того чтобы	3	11
3	можно было бы	2	10
4	до сих пор	4	8
5	в том что	1	8
6	той или иной	2	5
7	в этом случае	1	4
8	в данном случае	2	4
9	и в этом	1	4
10	в связи с	4	4
11	и в самом	1	4
12	на самом деле	3	3
13	сих пор еще	1	3
14	и в области	1	3
15	в том чтобы	1	3
16	с другой стороны	1	3
17	не может быть	2	3
18	о том что	2	3
19	смысле этого слова	1	2
20	в той или	2	2
21	одним и тем	1	2
22	и тем же	1	2
23	по отношению к	2	2
24	в том числе	3	2
25	один из собеседников	1	2
26	как раз и	1	2
27	в отличие от	3	2
28	только то что	1	2
29	было бы привести	1	2
30	слов и выражений	1	2
31	в своей статье	1	2
32	в нашем смысле	1	2
33	в первом случае	1	2
34	что и в	1	2
35	как мы видели	2	2
36	в свое время	1	2
37	прежде всего в	1	1
38	и той же	2	1
39	также и в	1	1
40	здесь прежде всего	1	1
41	имеются в виду	1	1
42	оно свидетельствует о	1	1
43	так в особенности	1	1
44	они не могут	1	1
45	и не может	1	1
46	в другом месте	1	1
47	в строгом смысле	1	1
48	для этой цели	1	1
49	бы то ни	1	1
50	но и в	2	1
51	в собственном смысле	1	1
52	имеет в виду	2	1
53	это вовсе не	2	1
54	или иной степени	1	1
55	следует прежде всего	1	1
56	может быть и	1	1
57	хотя бы и	1	1
58	войне и мире	1	1
59	заключается в том	1	1
60	с помощью которого	1	1
61	со всем тем	1	1
62	не только для	1	1
63	примеров можно было	1	1
64	то что он	1	1
65	или иной форме	1	1
66	по отношению же	1	1
67	в связи со	1	1
68	во всяком случае	1	1
69	но вернемся к	2	1
70	тому как в	1	1
71	то же время	6	1
72	вовсе не в	1	1
73	но также и	1	1
74	но для этого	1	1
75	и вместе с	1	1
76	в свою очередь	1	1
77	что в ней	1	1
78	само по себе	1	1
79	первом случае мы	1	1
80	в котором в	1	1
81	и прежде всего	3	1
82	больших и малых	1	1
83	здесь как мы	1	1
84	и др как	1	1
85	но все же	1	1
86	мы имеем в	1	1
87	как мы видим	1	1
88	в ее целом	1	1
89	отношению же к	1	1
90	в то же	6	1
91	в вопросе о	1	1
92	в одном из	1	1
93	одной и той	2	1
94	тех или иных	1	1
95	имеется в виду	1	1
96	какое же значение	1	1
