N	2gram	Vinokur_St_2	VLabPisa
1	таким образом	10	27
2	в этом	21	26
3	и в	29	25
4	и т	9	24
5	не только	19	22
6	может быть	2	21
7	хотя бы	3	20
8	и не	9	19
9	не может	2	17
10	т е	10	17
11	т д	6	15
12	в его	13	15
13	в процессе	2	14
14	в письме	5	14
15	этом отношении	9	13
16	в том	27	13
17	прежде всего	5	13
18	в частности	4	12
19	как это	2	12
20	все это	11	12
21	вот что	3	11
22	с другой	4	11
23	из них	3	11
24	в качестве	5	10
25	не могут	1	10
26	о том	17	10
27	представляет собою	1	10
28	письме к	8	10
29	то же	2	9
30	что в	19	9
31	как видим	1	9
32	об этом	6	9
33	по этому	2	9
34	для него	4	9
35	т п	3	9
36	но и	19	9
37	и др	2	9
38	к этому	4	9
39	в своем	9	8
40	реальной действительности	1	8
41	все эти	2	8
42	по словам	4	8
43	не следует	1	8
44	на основании	1	8
45	другой стороны	3	8
46	в году	3	7
47	по отношению	1	7
48	из этих	1	7
49	было бы	5	7
50	как и	2	7
51	том что	27	7
52	этому поводу	2	7
53	говорит о	2	7
54	не было	3	7
55	а не	5	7
56	вместе с	7	7
57	же в	1	7
58	отношению к	1	7
59	это и	1	6
60	в зависимости	1	6
61	более или	2	6
62	в себе	2	6
63	в нем	4	6
64	или менее	2	6
65	том же	2	6
66	и его	6	6
67	в то	2	6
68	творческих сил	1	6
69	так и	9	6
70	между тем	5	6
71	у него	1	6
72	то что	11	6
73	одним из	6	5
74	действительности и	1	5
75	в их	3	5
76	зависимости от	1	5
77	очевидно что	2	5
78	как говорит	2	5
79	все же	6	5
80	в пределах	1	5
81	не в	4	5
82	тому что	7	5
83	же время	1	5
84	связи с	4	5
85	работы над	4	5
86	один из	1	5
87	действующих лиц	4	5
88	следует понимать	1	5
89	процессе работы	1	5
90	как бы	5	5
91	не является	3	5
92	в результате	2	5
93	сказать что	2	5
94	только в	2	5
95	их и	1	4
96	с его	2	4
97	в этой	2	4
98	чем же	1	4
99	вот как	1	4
100	когда он	1	4
101	в самом	7	4
102	в статье	2	4
103	что все	1	4
104	в них	2	4
105	не удивительно	1	4
106	даже в	2	4
107	одна из	1	4
108	никогда не	3	4
109	вот почему	1	4
110	к тому	10	4
111	утверждать что	2	4
112	в ее	2	4
113	можно сказать	1	4
114	с ними	1	4
115	что он	13	4
116	в одном	6	4
117	как раз	8	4
118	в связи	1	4
119	в романе	4	4
120	в своей	7	4
121	например в	3	3
122	пушкин в	5	3
123	в котором	7	3
124	из его	2	3
125	др в	1	3
126	его не	3	3
127	и он	3	3
128	но как	1	3
129	нет и	2	3
130	что они	2	3
131	с этим	3	3
132	и как	2	3
133	и к	4	3
134	при создании	1	3
135	и по	3	3
136	его в	2	3
137	с тем	7	3
138	мы видели	1	3
139	черновой редакции	1	3
140	во время	2	3
141	точки зрения	5	3
142	это делает	1	3
143	одном из	3	3
144	например что	2	3
145	у нас	3	3
146	она не	1	3
147	образом в	1	3
148	в виду	7	3
149	никак не	2	3
150	в значительной	2	3
151	что и	2	3
152	говорит в	1	3
153	того что	5	3
154	п в	1	3
155	этот вопрос	2	3
156	и их	1	3
157	в конце	2	3
158	именно в	4	3
159	материалов в	1	3
160	попал в	1	3
161	в творчестве	1	3
162	так же	3	3
163	по поводу	8	3
164	пишет в	1	3
165	по существу	2	3
166	при всем	1	3
167	писал в	1	3
168	и от	1	3
169	или в	1	3
170	бы в	1	3
171	только что	2	3
172	жизни и	1	3
173	как на	9	3
174	ее в	2	3
175	смысле слова	1	2
176	как известно	2	2
177	ту же	1	2
178	также и	2	2
179	пишет о	1	2
180	по его	3	2
181	а как	4	2
182	же как	3	2
183	в которой	11	2
184	что многие	1	2
185	говорить о	1	2
186	подчеркнуть что	3	2
187	в ней	7	2
188	еще не	1	2
189	в чем	1	2
190	но не	3	2
191	в общем	3	2
192	том числе	1	2
193	хотя и	4	2
194	но в	8	2
195	с нею	3	2
196	не приходится	4	2
197	как он	2	2
198	когда писал	1	2
199	что она	1	2
200	он не	9	2
201	том чтобы	1	2
202	например как	1	2
203	у пушкина	12	2
204	так например	7	2
205	в каждом	1	2
206	а затем	2	2
207	они должны	1	2
208	в другом	4	2
209	говорил что	1	2
210	заключается в	1	2
211	с другими	1	2
212	ума и	1	2
213	и отдельные	1	2
214	только о	2	2
215	само собою	2	2
216	он и	1	2
217	и для	1	2
218	что такое	2	2
219	всяком случае	3	2
220	не столько	7	2
221	от его	2	2
222	вдохновения и	1	2
223	если бы	2	2
224	по себе	3	2
225	особенно наглядно	1	2
226	можно ли	1	2
227	не менее	3	2
228	можно указать	1	2
229	не по	2	2
230	того чтобы	6	2
231	только не	2	2
232	писем к	2	2
233	не вполне	1	2
234	связанное с	1	2
235	свидетельствуют о	2	2
236	в области	2	2
237	нет ни	1	2
238	отличается от	1	2
239	должны быть	1	2
240	другом месте	2	2
241	что оно	1	2
242	они и	1	2
243	для того	7	2
244	что при	1	2
245	на это	2	2
246	мысль о	1	2
247	роль в	1	2
248	в образе	3	2
249	из писем	2	2
250	представляют собою	1	2
251	он сам	1	2
252	и даже	3	2
253	во всяком	3	2
254	но к	1	2
255	на вопрос	3	2
256	говорит об	2	2
257	в пользу	3	2
258	от них	1	2
259	горя от	1	2
260	конце концов	1	2
261	но с	4	2
262	важно подчеркнуть	1	2
263	и быть	1	2
264	до нас	1	2
265	образа в	1	2
266	одной из	3	2
267	при помощи	4	2
268	ни с	2	2
269	могло бы	1	2
270	вовсе не	6	2
271	не о	1	2
272	образом не	2	2
273	в особенности	2	2
274	даже не	1	2
275	до сих	6	2
276	как у	3	2
277	несколько примеров	1	2
278	еще и	3	2
279	марта года	1	2
280	что для	1	2
281	естественно что	1	2
282	к сожалению	2	2
283	о чем	5	2
284	было в	1	2
285	от характера	1	2
286	и потому	2	2
287	в течение	6	2
288	самого себя	1	2
289	н н	1	2
290	как например	2	2
291	и некоторые	1	2
292	сих пор	5	2
293	между прочим	12	2
294	этом и	1	2
295	но для	1	2
296	можно было	1	2
297	в книге	1	2
298	поэта как	1	2
299	этого рода	1	2
300	не подлежит	1	2
301	по одному	1	2
302	ни одного	3	2
303	будто бы	1	2
304	все они	1	2
305	а в	1	2
306	в стихах	1	2
307	между ними	1	2
308	к его	1	2
309	что действие	1	2
310	отметить что	2	2
311	в своих	1	2
312	они не	2	2
313	которая не	1	2
314	а между	1	1
315	еще что	1	1
316	вряд ли	3	1
317	литературной жизни	1	1
318	речь идет	4	1
319	с жизнью	1	1
320	не признать	1	1
321	и без	1	1
322	самом деле	3	1
323	жанровых особенностей	1	1
324	критики но	1	1
325	всем что	1	1
326	а об	1	1
327	поэзии и	2	1
328	со всех	1	1
329	смотреть на	1	1
330	им самим	1	1
331	бы уже	1	1
332	за его	1	1
333	его собственному	1	1
334	как мы	1	1
335	это что	1	1
336	вопрос о	6	1
337	почти все	2	1
338	эстетики и	1	1
339	на себя	3	1
340	из того	1	1
341	мы и	1	1
342	о роли	1	1
343	сам по	1	1
344	это время	2	1
345	гете на	1	1
346	свою очередь	1	1
347	и то	1	1
348	произведения именно	1	1
349	он был	2	1
350	сходные с	1	1
351	не был	3	1
352	здесь не	1	1
353	в последних	1	1
354	формах не	1	1
355	это имеет	1	1
356	по своему	2	1
357	своей работе	1	1
358	предисловии к	2	1
359	было указано	1	1
360	ответ на	1	1
361	себе и	1	1
362	воплощенной в	1	1
363	от ума	1	1
364	которые не	3	1
365	в известном	3	1
366	в истории	2	1
367	что во	1	1
368	общего с	1	1
369	о присылке	1	1
370	понимать в	1	1
371	на высоту	1	1
372	героев их	1	1
373	кроме того	4	1
374	еще больше	1	1
375	целый ряд	1	1
376	говорит что	1	1
377	сказал бы	1	1
378	что этим	1	1
379	не очень	1	1
380	данные в	1	1
381	а во-вторых	1	1
382	с рукописями	1	1
383	формы в	1	1
384	уже в	1	1
385	сил в	1	1
386	этого образа	2	1
387	тому же	3	1
388	их что	2	1
389	на то	2	1
390	и если	1	1
391	на его	2	1
392	идей и	1	1
393	в определенном	1	1
394	да и	1	1
395	и еще	1	1
396	первой части	2	1
397	прямом смысле	1	1
398	в понимании	1	1
399	не как	1	1
400	ими в	1	1
401	пушкина хотя	1	1
402	но вместе	1	1
403	его от	1	1
404	на этом	1	1
405	и речи	2	1
406	одно и	1	1
407	же ночь	1	1
408	так называемым	1	1
409	и характер	1	1
410	связанных с	1	1
411	или целиком	1	1
412	для своей	2	1
413	зрения на	1	1
414	в несколько	1	1
415	не нашел	2	1
416	те или	1	1
417	воображения и	1	1
418	на почве	2	1
419	этом смысле	1	1
420	пушкина в	18	1
421	что один	1	1
422	кажется что	3	1
423	материал для	3	1
424	для них	1	1
425	двух лет	1	1
426	с этой	2	1
427	несмотря на	2	1
428	смысле что	1	1
429	на этот	2	1
430	речь может	1	1
431	в этих	3	1
432	полностью в	1	1
433	его мнению	1	1
434	качественно не	1	1
435	как произведение	2	1
436	на свою	1	1
437	в черновиках	1	1
438	что до	1	1
439	говорил о	1	1
440	письмо к	2	1
441	печатном тексте	1	1
442	значение для	1	1
443	произведения но	1	1
444	и той	1	1
445	но он	3	1
446	в прямом	1	1
447	и эти	1	1
448	что этот	2	1
449	в устах	2	1
450	которой является	3	1
451	указанием в	1	1
452	рассказе о	1	1
453	освободиться от	1	1
454	евгения онегина	1	1
455	нет никакого	2	1
456	что есть	1	1
457	вплоть до	1	1
458	в таких	1	1
459	что эта	3	1
460	понимаем как	1	1
461	собственному признанию	1	1
462	еще до	4	1
463	с теми	1	1
464	мысли в	1	1
465	дело не	2	1
466	того как	7	1
467	материала в	1	1
468	иметь в	3	1
469	но только	1	1
470	и автор	1	1
471	не могло	3	1
472	не имеет	2	1
473	не полностью	1	1
474	воспоминания и	1	1
475	к ней	1	1
476	он пытался	1	1
477	от него	1	1
478	как не	1	1
479	года в	3	1
480	около двух	1	1
481	е не	1	1
482	только с	2	1
483	как будто	1	1
484	приступает к	1	1
485	в основе	1	1
486	в каком	2	1
487	сам поэт	1	1
488	становится понятным	1	1
489	уже о	1	1
490	из элементов	1	1
491	февраля г	1	1
492	отсюда как	1	1
493	начале своей	1	1
494	бы он	1	1
495	признается что	1	1
496	наконец что	1	1
497	ничего общего	1	1
498	и это	2	1
499	и которая	1	1
500	без обстоятельного	1	1
501	пушкина например	1	1
502	заимствовал из	1	1
503	говоря уже	1	1
504	себя до	1	1
505	данном случае	1	1
506	в в	1	1
507	тем особым	1	1
508	то время	1	1
509	причем в	1	1
510	в классической	2	1
511	и сам	2	1
512	что у	4	1
513	характеристики действующих	1	1
514	легенды о	1	1
515	нельзя не	3	1
516	а порой	1	1
517	каждого из	1	1
518	образом уже	1	1
519	по тому	1	1
520	по сравнению	1	1
521	же духе	1	1
522	обычно считается	1	1
523	поэтому в	1	1
524	а по	1	1
525	и поэтом	1	1
526	на него	1	1
527	искусства и	2	1
528	всех индивидуальных	1	1
529	и что	6	1
530	была найдена	1	1
531	после того	4	1
532	с того	1	1
533	для нас	1	1
534	а также	2	1
535	по их	2	1
536	причин и	1	1
537	говорят о	1	1
538	или иначе	1	1
539	хотя у	1	1
540	очень близко	1	1
541	и во	1	1
542	об отсутствии	1	1
543	в форме	1	1
544	материалом не	1	1
545	которая должна	1	1
546	частью в	1	1
547	романа в	1	1
548	в ту	1	1
549	в свете	1	1
550	пушкина к	5	1
551	для самого	1	1
552	сюда относится	1	1
553	наконец и	1	1
554	возник замысел	1	1
555	следует однако	1	1
556	им было	1	1
557	что конечно	1	1
558	речи о	1	1
559	согласиться с	1	1
560	в какой	2	1
561	известном письме	2	1
562	пишет он	2	1
563	очень много	1	1
564	который в	1	1
565	эти определения	1	1
566	почве этих	1	1
567	но между	1	1
568	в печатном	4	1
569	к какому	1	1
570	конечно не	1	1
571	образы не	1	1
572	и насколько	1	1
573	только на	1	1
574	в поэзии	1	1
575	в начале	3	1
576	не дает	2	1
577	этого процесса	1	1
578	он отстаивает	1	1
579	конце года	1	1
580	это обстоятельство	1	1
581	себе в	1	1
582	ни в	3	1
583	в известной	1	1
584	в прозе	1	1
585	сами по	2	1
586	не для	1	1
587	основания для	1	1
588	отношение к	1	1
589	но что	1	1
590	не случайно	1	1
591	заметить что	1	1
592	тем что	3	1
593	и вместе	1	1
594	ф м	1	1
595	в более	1	1
596	это положение	1	1
597	пишет следующее	1	1
598	о своей	2	1
599	следует подчеркнуть	1	1
600	формы для	1	1
601	гораздо проще	1	1
602	что тот	1	1
603	в свою	1	1
604	чем он	2	1
605	себя и	1	1
606	в живом	1	1
607	несколько наиболее	1	1
608	близко к	1	1
609	связано с	1	1
610	них и	1	1
611	не создает	1	1
612	из наиболее	1	1
613	и самый	2	1
614	в действии	1	1
615	пушкина возник	1	1
616	жизнь в	1	1
617	наконец в	3	1
618	на эту	1	1
619	самого начала	3	1
620	или с	2	1
621	обычно не	1	1
622	что из	1	1
623	если не	2	1
624	поводу легенды	1	1
625	ведь ни	1	1
626	долго и	1	1
627	некоторые места	1	1
628	произведении но	1	1
629	ответить на	1	1
630	спустя три	1	1
631	относятся к	3	1
632	в духе	2	1
633	как в	3	1
634	приводит в	1	1
635	статье о	1	1
636	в данном	2	1
637	сравнению с	1	1
638	так или	1	1
639	помимо всего	1	1
640	в той	5	1
641	пушкин ни	1	1
642	и колорита	1	1
643	бы его	1	1
644	я с	1	1
645	том смысле	2	1
646	у которого	1	1
647	еще раз	1	1
648	февраля года	1	1
649	но это	3	1
650	на своем	1	1
651	кажется у	1	1
652	слова с	1	1
653	особенностей и	1	1
654	особенностей в	1	1
655	строчки и	1	1
656	и ему	1	1
657	было еще	1	1
658	для такого	1	1
659	и очевидно	1	1
660	конечно нельзя	1	1
661	этому и	1	1
662	место для	1	1
663	а к	2	1
664	процесс работы	1	1
665	романа и	1	1
666	в каждой	1	1
667	внимание на	4	1
668	и все	1	1
669	еще более	4	1
670	и смысл	1	1
671	ни к	1	1
672	потому что	9	1
673	сомнению что	1	1
674	которых он	1	1
675	еще в	2	1
676	а н	1	1
677	за царя	1	1
678	е в	1	1
679	указано выше	1	1
680	исторического романа	2	1
681	не говоря	1	1
682	другой в	1	1
683	имеет ничего	1	1
684	совершенно не	2	1
685	в последнем	1	1
686	к числу	1	1
687	к этой	1	1
688	при оценке	1	1
689	это было	2	1
690	и другие	2	1
691	своем рассказе	1	1
692	можно назвать	1	1
693	в таком	1	1
