N	2gram	Voloshinov_1	Dialekti
1	не есть	2	40
2	и не	10	30
3	по себе	3	25
4	и в	12	18
5	точки зрения	14	17
6	ничего не	2	17
7	может быть	14	17
8	в нем	6	16
9	ни в	3	15
10	а не	5	14
11	не только	4	13
12	то что	5	13
13	что в	2	13
14	в этом	4	12
15	было бы	1	12
16	с точки	2	12
17	если бы	9	12
18	и что	2	12
19	не может	16	12
20	что это	1	11
21	в себе	3	11
22	так как	9	11
23	как бы	13	11
24	все это	3	11
25	то же	5	10
26	несмотря на	1	10
27	прежде всего	8	10
28	сказать что	7	10
29	и то	2	9
30	отнюдь не	5	9
31	так и	4	9
32	это не	2	9
33	том что	5	9
34	никогда не	5	9
35	в том	6	9
36	сама по	1	8
37	ясно что	3	8
38	но это	2	8
39	в каком	3	8
40	к нему	4	8
41	то в	1	7
42	что она	1	7
43	что не	4	7
44	не существует	1	7
45	вовсе не	1	7
46	но и	3	7
47	сам по	1	6
48	хотя бы	5	6
49	в чем	2	6
50	не то	1	6
51	но в	5	6
52	с другой	4	6
53	и вот	1	6
54	не в	4	6
55	она не	2	6
56	в то	2	6
57	с ним	3	6
58	можно сказать	5	6
59	не было	1	6
60	ни на	2	6
61	да и	3	6
62	и он	1	5
63	отношение к	4	5
64	общего с	2	5
65	в своем	2	5
66	все же	4	5
67	себе не	1	5
68	и с	3	5
69	что оно	1	5
70	и мы	1	5
71	в этих	2	5
72	но если	1	5
73	в отношении	2	5
74	не нуждается	1	5
75	ровно ничего	1	5
76	в виду	5	5
77	есть только	1	5
78	можно было	1	5
79	как же	2	5
80	мы должны	1	5
81	в особенности	2	5
82	говорит о	1	5
83	и пр	3	5
84	или не	3	5
85	это и	1	4
86	одно и	2	4
87	смысл и	2	4
88	по крайней	1	4
89	и более	3	4
90	и притом	2	4
91	это мы	1	4
92	только и	1	4
93	же время	1	4
94	к тому	1	4
95	ничего общего	1	4
96	как мы	1	4
97	только то	1	4
98	и вообще	3	4
99	о том	3	4
100	от него	1	4
101	крайней мере	1	4
102	быть и	3	4
103	но не	2	4
104	в котором	3	4
105	мы можем	2	4
106	больше того	1	4
107	как это	2	4
108	хотя и	1	4
109	так же	3	4
110	может и	1	4
111	другой стороны	2	4
112	во всяком	1	4
113	самом деле	3	3
114	должна быть	5	3
115	в ней	6	3
116	на самом	4	3
117	все равно	1	3
118	что они	1	3
119	если она	1	3
120	стороны и	2	3
121	более или	1	3
122	конечно не	3	3
123	но эта	1	3
124	в самом	4	3
125	та же	1	3
126	он не	2	3
127	но все	2	3
128	этом смысле	1	3
129	в них	3	3
130	должно быть	1	3
131	или менее	1	3
132	что я	1	3
133	точку зрения	2	3
134	и почти	1	3
135	в основе	1	3
136	в науке	1	3
137	а лишь	1	3
138	уже и	1	3
139	могут быть	2	3
140	и о	1	3
141	жизнь и	1	3
142	и та	2	3
143	нуждается в	3	3
144	что и	2	3
145	только в	6	3
146	только на	3	3
147	но что	2	3
148	даже и	1	3
149	точек зрения	3	3
150	и из	1	3
151	что для	1	3
152	и потому	2	3
153	в данном	2	3
154	в его	2	3
155	тех или	1	3
156	не является	1	3
157	и все	2	3
158	еще более	1	3
159	дана в	1	3
160	отношении к	3	3
161	была бы	2	3
162	жизни и	4	3
163	думать что	1	3
164	же как	1	2
165	чтобы не	1	2
166	и больше	1	2
167	что уже	1	2
168	время как	1	2
169	закономерности но	1	2
170	не нужно	1	2
171	то мы	1	2
172	но конечно	2	2
173	друг к	1	2
174	точка зрения	3	2
175	себе и	1	2
176	относится к	2	2
177	что именно	1	2
178	этой стороны	2	2
179	о самом	1	2
180	все эти	3	2
181	тому же	2	2
182	дальше и	1	2
183	в виде	1	2
184	не как	1	2
185	на этом	1	2
186	вещи и	2	2
187	к другу	1	2
188	рождается из	2	2
189	с другими	2	2
