N	2gram	Bakhtin_Pr_1	Problemy
1	и в	38	46
2	то есть	46	40
3	и не	42	27
4	может быть	26	23
5	не может	27	19
6	как бы	22	19
7	в нем	15	17
8	в этом	15	16
9	не только	9	14
10	слова в	7	13
11	как мы	7	12
12	но и	9	12
13	как и	7	12
14	и на	3	11
15	точки зрения	8	11
16	в одном	1	11
17	а не	5	11
18	в пределах	6	10
19	не в	7	10
20	между ними	4	10
21	и к	3	9
22	в самом	7	9
23	с точки	6	9
24	и все	3	9
25	в его	43	9
26	в том	8	9
27	в большинстве	5	9
28	вовсе не	2	9
29	прежде всего	13	9
30	до сих	1	8
31	конечно не	5	8
32	большинстве случаев	5	8
33	сих пор	1	8
34	или в	2	8
35	свой предмет	1	7
36	еще не	7	7
37	в себе	4	7
38	и с	17	7
39	слово и	2	7
40	слова с	2	7
41	по себе	1	7
42	слова и	3	7
43	то же	5	6
44	никогда не	5	6
45	и он	2	6
46	хотя и	3	6
47	но в	4	6
48	слово в	2	6
49	к одному	1	6
50	в каждом	2	6
51	ни в	11	6
52	на фоне	3	6
53	но это	3	6
54	и его	16	6
55	живет на	1	6
56	в него	2	6
57	что он	2	6
58	только в	13	6
59	есть в	1	6
60	друг друга	1	6
61	и между	1	6
62	к себе	2	6
63	все это	3	6
64	в романе	4	6
65	мы увидим	3	6
66	к другому	1	5
67	в котором	2	5
68	с его	2	5
69	во всех	11	5
70	по отношению	21	5
71	за пределы	12	5
72	при этом	5	5
73	особенно в	2	5
74	это не	5	5
75	рядом с	5	5
76	в то	4	5
77	в самой	2	5
78	с самим	2	5
79	о том	4	5
80	же время	3	5
81	к нему	10	5
82	отношению к	19	5
83	жизни и	1	5
84	например в	3	4
85	самом деле	6	4
86	в их	10	4
87	на себя	1	4
88	но не	12	4
89	как в	4	4
90	словом в	1	4
91	все же	6	4
92	кроме того	3	4
93	все эти	5	4
94	он не	3	4
95	таким образом	10	4
96	и наконец	6	4
97	том что	3	4
98	в этих	2	4
99	том же	2	4
100	раз и	2	4
101	в процессе	1	4
102	этих двух	1	4
103	во всем	2	4
104	слова но	3	4
105	здесь не	4	4
106	в себя	2	4
107	приводит к	3	4
108	так и	5	4
109	в виду	4	4
110	и здесь	2	4
111	и других	2	4
112	можно сказать	2	4
113	уже не	1	4
114	к ним	1	4
115	мы можем	6	4
116	точек зрения	1	4
117	до конца	1	4
118	очень часто	1	4
119	себе самому	1	4
120	да и	3	4
121	должно быть	5	4
122	то что	8	4
123	не знает	3	4
124	совершенно не	7	4
125	что в	7	4
126	но эти	1	4
127	себя как	5	3
128	также и	3	3
129	человека и	1	3
130	и это	3	3
131	мы уже	1	3
132	мы имеем	2	3
133	всех его	4	3
134	и о	5	3
135	так чтобы	1	3
136	конечно и	4	3
137	самим собою	2	3
138	отношение к	10	3
139	себе и	1	3
140	отличие от	5	3
141	значение для	3	3
142	в той	1	3
143	в своем	5	3
144	в этой	1	3
145	как он	1	3
146	на то	2	3
147	направлено на	1	3
148	но именно	1	3
149	не к	6	3
150	на этом	2	3
151	они должны	1	3
152	в мире	3	3
153	было бы	8	3
154	далеко не	5	3
155	разобранные нами	1	3
156	в слове	3	3
157	но если	1	3
158	и при	2	3
159	в своей	7	3
160	в отличие	5	3
161	не как	1	3
162	мы сказали	1	3
163	образом и	1	3
164	но он	1	3
165	войти в	2	3
166	она не	2	3
167	правда в	1	3
168	дело в	2	3
169	но здесь	3	3
170	слова как	1	3
171	на него	3	3
172	и несколько	1	3
173	не могут	2	3
174	с ее	1	3
175	и этим	6	3
176	здесь нет	2	3
177	даны в	1	3
178	если бы	3	3
179	и что	2	3
180	и во	2	3
181	и только	4	3
182	отличается от	2	3
183	между этими	1	3
184	себя в	2	3
185	эти отношения	1	3
186	только на	1	3
187	в единстве	12	3
188	что и	2	3
189	бытия и	1	3
190	тем что	2	3
191	эти явления	1	3
192	и даже	3	3
193	с другой	7	3
194	себя и	3	3
195	более того	4	3
196	с помощью	7	3
197	так же	1	3
198	к своему	2	3
199	по существу	2	3
200	но для	1	3
201	на самой	1	3
202	и для	11	3
203	своему предмету	1	3
204	бы в	1	3
205	еще более	1	3
206	другой стороны	4	3
207	но этот	1	3
208	и другие	2	3
209	а между	1	2
210	смысле слова	2	2
211	отношения к	6	2
212	и должны	2	2
213	а как	3	2
214	вопрос о	1	2
215	словесный материал	1	2
216	предметное значение	1	2
217	мы здесь	4	2
218	меньшей степени	1	2
219	не нужно	5	2
220	но конечно	4	2
221	а следовательно	1	2
222	мы будем	3	2
223	не входит	10	2
224	если в	1	2
225	к слову	1	2
226	в общем	1	2
227	оно является	1	2
228	нет и	3	2
229	показать в	1	2
230	не входят	4	2
231	стороны и	1	2
232	в художественном	20	2
233	целый ряд	1	2
234	и как	8	2
235	не было	2	2
236	бы и	1	2
237	бы не	2	2
238	степени и	2	2
239	но ведь	1	2
240	широком смысле	1	2
241	бы ни	1	2
242	в первых	1	2
243	должна быть	4	2
244	на том	1	2
245	в узком	1	2
246	в корне	2	2
247	свое время	1	2
248	есть конечно	1	2
249	лишь в	2	2
250	хотя бы	4	2
251	от одного	1	2
252	может стать	3	2
253	на почве	3	2
254	этом смысле	3	2
255	и тем	3	2
256	языковые явления	1	2
257	все равно	1	2
258	переходим к	2	2
259	строгом смысле	2	2
260	и прямо	1	2
261	автора и	1	2
262	которую он	1	2
263	мы конечно	1	2
264	себе а	1	2
265	в которых	1	2
266	мысли и	1	2
267	не менее	4	2
268	которые в	1	2
269	не могли	2	2
270	слова мы	1	2
271	одна из	2	2
272	но она	2	2
273	следовательно и	1	2
274	того и	1	2
275	ничего не	6	2
276	к определенному	1	2
277	отношении к	1	2
278	и является	1	2
279	до своих	1	2
280	у нас	2	2
281	языка в	3	2
282	могут быть	5	2
283	к тому	1	2
284	той или	2	2
285	него как	1	2
286	композиционные формы	2	2
287	без всякого	1	2
288	языка и	1	2
289	в произведении	4	2
290	в другом	2	2
291	можно было	4	2
292	остановимся на	1	2
293	с ним	5	2
294	как выражение	1	2
295	лишь как	4	2
296	которого оно	1	2
297	между тем	7	2
298	от них	2	2
299	тем как	5	2
300	явление в	1	2
301	здесь в	2	2
302	все время	1	2
303	и следовательно	1	2
304	но с	3	2
305	этот вопрос	1	2
306	здесь с	1	2
307	нас здесь	1	2
308	не проникает	1	2
309	есть я	1	2
310	в поэзии	9	2
311	не принимает	1	2
312	слова не	3	2
313	речь в	1	2
314	для него	1	2
315	творчестве достоевского	1	2
316	в известной	3	2
317	сами по	1	2
318	даже к	1	2
319	а в	6	2
320	в других	4	2
321	о которых	2	2
322	но вся	1	2
323	именно как	1	2
324	или иной	2	2
325	всякое высказывание	1	2
326	предмет и	1	2
327	и пр	2	2
328	на этот	1	2
329	его как	3	2
330	что так	1	2
331	слова слово	1	2
332	там где	6	2
333	что мы	1	2
334	слова от	1	2
335	материал и	2	2
336	вместе с	1	2
337	в строгом	2	2
338	со словом	5	2
339	в данном	4	2
340	если оно	1	2
341	лингвистики и	2	2
342	этих явлений	2	2
343	которому оно	1	2
344	слов в	1	2
345	для понимания	2	2
346	этого слова	1	2
347	смысловую направленность	1	2
348	узком смысле	2	2
349	в результате	1	2
350	о котором	2	2
351	для нас	1	2
352	есть уже	1	2
353	не дает	2	2
354	сказать что	4	2
355	есть и	1	2
356	в свое	1	2
357	выходят за	1	2
358	направленность слова	1	2
359	как слово	1	2
360	слово уже	1	2
361	значение в	1	2
362	все что	3	2
363	они не	3	2
364	он совершенно	1	1
365	смысла не	1	1
366	относится и	2	1
367	слова со	1	1
368	его моментов	2	1
369	мир где	1	1
370	на самом	4	1
371	он может	2	1
372	ивана карамазова	2	1
373	и есть	2	1
374	как необходимый	1	1
375	но главное	1	1
376	контекста в	1	1
377	в нашу	1	1
378	уже указывали	1	1
379	случае оно	1	1
380	оно было	2	1
381	от которых	1	1
382	и могут	1	1
383	форма его	1	1
384	обойтись без	1	1
385	из всех	1	1
386	на материале	3	1
387	сравнению с	1	1
388	из подполья	1	1
389	нуждаются в	1	1
390	входит в	8	1
391	до крайности	1	1
392	не во	2	1
393	язык как	1	1
394	высказывания в	1	1
395	все и	2	1
396	существенно отличается	1	1
397	совпадает с	2	1
398	не вполне	2	1
399	события на	1	1
400	слово он	1	1
401	подчеркнуть что	1	1
402	в каждой	1	1
403	собою и	1	1
404	в ней	4	1
405	он получает	1	1
406	которую можно	1	1
407	осуществляет себя	1	1
408	это направление	1	1
409	это возможно	1	1
410	и возможности	1	1
411	от своей	1	1
412	со словами	2	1
413	время в	1	1
414	произведения только	1	1
415	события в	1	1
416	оглядки на	2	1
417	художественном творчестве	10	1
418	это имеет	1	1
419	в нашем	4	1
420	не довлеет	2	1
421	вполне и	1	1
422	различия между	1	1
423	но как	2	1
424	а только	2	1
425	художественное задание	1	1
426	который мы	1	1
427	менее всего	3	1
428	в новом	1	1
429	вступают в	1	1
430	большое значение	1	1
431	своих последних	1	1
432	контексте в	1	1
433	форме и	2	1
434	характер и	1	1
435	для создания	1	1
436	рассказа но	1	1
437	этом его	1	1
438	на которое	1	1
439	как к	2	1
440	она как	1	1
441	может обойтись	1	1
442	ней в	1	1
443	все остальные	1	1
444	но лингвистика	1	1
445	могли бы	1	1
446	нами в	2	1
447	чисто лингвистические	1	1
448	было только	1	1
449	и художественного	3	1
450	себе не	2	1
451	что это	2	1
452	знает конечно	1	1
453	в целом	3	1
454	этих моментов	1	1
455	есть для	1	1
456	определяет все	1	1
457	его а	1	1
458	его момент	1	1
459	из его	1	1
460	в наших	1	1
461	не вещь	1	1
462	а вовсе	1	1
463	и если	1	1
464	в ее	4	1
465	и историческом	1	1
466	к миру	3	1
467	высшей степени	5	1
468	они в	1	1
469	формы но	1	1
470	эта последняя	1	1
471	и социальной	1	1
472	он должен	2	1
473	внутри произведения	1	1
474	и вот	1	1
475	в первом	1	1
476	ни были	1	1
477	что у	1	1
478	характер в	1	1
479	и единство	1	1
480	в плане	7	1
481	даже прямо	1	1
482	от нее	1	1
483	в одну	1	1
484	здесь мы	2	1
485	что все	2	1
486	носит здесь	1	1
487	от некоторых	1	1
488	форма есть	6	1
489	вполне но	1	1
490	независимость от	1	1
491	его в	9	1
492	но чисто	1	1
493	выходит за	1	1
494	для нее	8	1
495	понять его	4	1
496	и иных	1	1
497	и мы	1	1
498	в существенном	1	1
499	не совпадает	2	1
500	моменты в	1	1
501	она становится	1	1
502	ведь в	1	1
503	он является	1	1
504	в них	5	1
505	на которую	1	1
506	она и	1	1
