N	2gram	Losev_Dial_2	FransuaR
1	и в	19	41
2	таким образом	4	19
3	в этом	8	15
4	как и	10	14
5	и все	12	14
6	то же	12	13
7	все эти	2	13
8	в этой	3	13
9	мы уже	8	12
10	в его	1	12
11	в себе	15	11
12	как мы	3	11
13	в том	14	11
14	прежде всего	8	11
15	так и	10	10
16	в то	6	10
17	все это	4	10
18	в своем	4	9
19	не в	8	9
20	же время	5	9
21	и его	5	9
22	но и	12	9
23	что в	7	9
24	но в	2	8
25	в конце	2	8
26	то что	14	8
27	и от	3	8
28	по существу	1	8
29	в нем	10	7
30	человеческого тела	1	7
31	вовсе не	13	7
32	в них	1	7
33	как бы	14	7
34	и не	30	7
35	и до	1	6
36	ни в	10	6
37	о том	5	6
38	мы видим	2	6
39	только в	5	6
40	это не	10	6
41	есть в	2	6
42	у него	1	6
43	все они	1	6
44	как в	2	5
45	и к	7	5
46	не только	19	5
47	на этом	2	5
48	точки зрения	12	5
49	того как	2	5
50	потому что	14	5
51	и это	5	5
52	в ней	2	5
53	к нему	4	5
54	на одном	1	5
55	уже в	4	5
56	что и	5	5
57	вместе с	2	5
58	так же	2	5
59	в другое	2	5
60	а в	4	5
61	в сущности	2	4
62	как я	2	4
63	момент в	2	4
64	и на	1	4
65	та же	4	4
66	что это	10	4
67	он не	4	4
68	на земле	1	4
69	но все	2	4
70	и с	5	4
71	должно быть	7	4
72	том что	10	4
73	но он	4	4
74	одна из	1	4
75	ничего не	3	4
76	в виду	5	4
77	в образе	1	4
78	в одну	5	4
79	из одного	1	4
80	и здесь	1	4
81	и образы	2	4
82	уже говорили	1	4
83	может быть	20	4
84	было бы	3	4
85	к жизни	1	4
86	мира и	1	4
87	конце концов	1	4
88	все что	1	4
89	например в	2	3
90	он может	2	3
91	и есть	4	3
92	с точки	8	3
93	я не	6	3
94	с ее	2	3
95	проявляется в	1	3
96	он был	1	3
97	на них	1	3
98	во всех	2	3
99	совсем не	1	3
100	кроме того	3	3
101	от этого	3	3
102	так сказать	1	3
103	при этом	4	3
104	и по	4	3
105	связанные с	1	3
106	в мире	2	3
107	его в	3	3
108	тела в	1	3
109	несмотря на	2	3
110	во время	2	3
111	в своей	8	3
112	в их	2	3
113	не должно	2	3
114	не имеет	1	3
115	тем что	2	3
116	как о	1	3
117	все то	1	3
118	за то	1	3
119	что у	2	3
120	все его	3	3
121	нас в	1	3
122	это была	1	3
123	что он	6	3
124	поэтому и	1	3
125	из них	3	3
126	и их	3	3
127	в одном	4	3
128	так как	14	3
129	не на	2	3
130	не было	3	3
131	ничем не	1	3
132	в руках	1	3
133	не может	9	3
134	и потому	5	3
135	в той	3	3
136	но этот	1	3
137	в это	3	3
138	но это	7	3
139	с ними	2	3
140	не знает	1	3
141	того же	1	3
142	есть и	6	3
143	жизни и	6	3
144	и эта	1	3
145	это в	1	3
146	как нечто	4	2
147	также и	2	2
148	и то	7	2
149	на самом	2	2
150	оно было	1	2
151	все те	1	2
152	пространства и	7	2
153	есть не	7	2
154	со всех	1	2
155	мы не	1	2
156	в которой	2	2
157	и новые	1	2
158	еще не	4	2
159	время в	1	2
160	оно ни	1	2
161	в чем	3	2
162	а только	3	2
163	точка зрения	1	2
164	явлений и	2	2
165	не просто	12	2
166	в одной	4	2
167	к новому	1	2
168	перед нами	2	2
169	более или	2	2
170	все новые	1	2
171	где все	1	2
172	но без	3	2
173	как он	4	2
174	уже видели	1	2
175	и еще	1	2
176	и вот	4	2
177	свое время	1	2
178	одно и	4	2
179	что все	1	2
180	и может	6	2
181	это было	3	2
182	с этим	3	2
183	далеко не	1	2
184	мы имеем	3	2
185	в этих	3	2
186	вещи в	4	2
187	том как	2	2
188	мы в	2	2
189	или менее	2	2
190	образом и	1	2
191	этой новой	1	2
192	их в	2	2
193	том и	1	2
194	новые и	2	2
195	на всю	2	2
196	время здесь	1	2
197	что есть	2	2
198	дело не	2	2
199	и сама	1	2
200	и всегда	1	2
201	на землю	1	2
202	этом отношении	1	2
203	в области	2	2
204	и времени	5	2
205	нет ни	3	2
206	к тому	2	2
207	они и	1	2
208	не есть	47	2
209	оно не	1	2
210	должен быть	1	2
211	и образ	1	2
212	с самого	2	2
213	никогда не	9	2
214	здесь как	1	2
215	здесь нет	1	2
216	во все	2	2
217	жизнь и	5	2
218	в разных	3	2
219	все вещи	1	2
220	одного из	1	2
221	и во	1	2
222	во всей	1	2
223	не видел	1	2
224	он берет	2	2
225	все существующее	1	2
226	святых и	1	2
227	все время	3	2
228	в литературе	1	2
229	того что	6	2
230	оно и	1	2
231	тот же	1	2
232	во времени	4	2
233	и оба	1	2
234	и ее	1	2
235	со всеми	1	2
236	уже не	3	2
237	только на	1	2
238	же в	2	2
239	превращаются в	1	2
240	и исторического	1	2
241	связано с	1	2
242	них и	1	2
243	к самому	1	2
244	здесь только	1	2
245	в особенности	1	2
246	именно в	2	2
247	бытие но	1	2
248	и др	1	2
249	он только	1	2
250	был в	2	2
251	а не	16	2
252	его как	1	2
253	и судьба	1	2
254	в связи	4	2
255	нигде не	1	2
256	может иметь	3	2
257	из которых	1	2
258	может стать	1	2
259	по своему	5	2
260	в изображении	2	2
261	в данном	3	2
262	в отдельности	1	2
263	в состоянии	2	2
264	которые были	2	2
265	например у	1	2
266	или в	2	2
267	в результате	2	2
268	о котором	3	2
269	и как	10	2
270	с ним	4	2
271	бы оно	1	2
272	в свое	1	2
273	есть то	1	2
274	во всяком	2	2
275	который должен	1	1
276	частности к	1	1
277	от этой	1	1
278	к их	1	1
279	человека и	2	1
280	как его	1	1
281	сам по	3	1
282	самом деле	4	1
283	тех же	1	1
284	это и	3	1
285	между двумя	1	1
286	уже указывали	1	1
287	самому существу	1	1
288	ведь и	1	1
289	должна быть	5	1
290	и время	4	1
291	по его	1	1
292	его не	2	1
293	вещей вещи	1	1
294	слов об	1	1
295	на эти	1	1
296	есть нечто	8	1
297	так чтобы	2	1
298	время как	7	1
299	что иное	3	1
300	бы ни	2	1
301	но даже	1	1
302	ему в	1	1
303	пространство и	1	1
304	явление не	1	1
305	что тело	2	1
306	не остается	1	1
307	всех сторон	1	1
308	это время	3	1
309	это существо	1	1
310	вещь в	1	1
311	и временной	1	1
312	он сам	1	1
313	за это	1	1
314	иное как	3	1
315	быть в	4	1
316	не был	1	1
317	души есть	1	1
318	жизни с	2	1
319	не без	1	1
320	сказать и	1	1
321	в ее	4	1
322	но не	6	1
323	к которой	1	1
324	есть своя	1	1
325	свою жизнь	1	1
326	а он	1	1
327	в новом	1	1
328	себе и	3	1
329	отличие от	1	1
330	за пределы	4	1
331	что они	6	1
332	всего это	1	1
333	в истории	2	1
334	его на	1	1
335	что именно	1	1
336	и нет	2	1
337	все остальные	1	1
338	все же	4	1
339	однако не	1	1
340	в правой	1	1
341	вещей домашнего	1	1
342	в небе	2	1
343	человеческая жизнь	1	1
344	в самом	5	1
345	он в	1	1
346	тому же	1	1
347	переходит на	1	1
348	с их	1	1
349	и они	2	1
350	другом случае	1	1
351	сливаются в	2	1
352	но на	1	1
353	не могла	1	1
354	в античном	2	1
355	время и	2	1
356	а скорее	1	1
357	после этого	3	1
358	никакому сомнению	1	1
359	не как	2	1
360	силу своей	2	1
361	мир как	1	1
362	и которые	1	1
363	было максимально	1	1
364	даже прямо	1	1
365	любую вещь	1	1
366	в глубину	3	1
367	именно это	1	1
368	в основу	1	1
369	жить в	1	1
370	в каждом	2	1
371	не будет	2	1
372	говорить не	1	1
373	с целью	2	1
374	домашнего обихода	1	1
375	тело но	1	1
376	уже знаем	3	1
377	он есть	3	1
378	известно что	1	1
379	форму и	1	1
380	этом смысле	1	1
381	и тем	1	1
382	данном случае	2	1
383	в жизни	2	1
384	но уже	1	1
385	с тем	2	1
386	со своими	1	1
387	и уже	3	1
388	чем в	1	1
389	понятия и	1	1
390	и становится	1	1
391	его образ	1	1
392	на первый	1	1
393	или вообще	3	1
394	и при	2	1
395	в недра	1	1
396	которую мы	1	1
397	с вещами	1	1
398	как все	1	1
399	же это	4	1
400	всяком случае	2	1
401	почти не	1	1
402	в котором	1	1
403	такие образы	2	1
404	мы называем	1	1
405	знаем что	1	1
406	что я	2	1
407	стало быть	10	1
408	в силу	5	1
409	не будем	1	1
410	времени не	1	1
411	уже сказали	1	1
412	времени а	3	1
413	нет вообще	2	1
414	такое выражение	2	1
415	по себе	18	1
416	даже в	3	1
417	не была	1	1
418	же мы	3	1
419	при помощи	1	1
420	содержит в	4	1
421	этого движения	1	1
422	начиная от	1	1
423	другой на	1	1
424	она не	8	1
425	иной раз	5	1
426	есть прежде	1	1
427	самого начала	2	1
428	ее с	1	1
429	реальных вещей	2	1
430	на него	2	1
431	в основе	1	1
432	и искусство	2	1
433	взглянуть на	1	1
434	того и	2	1
435	только и	2	1
436	много что	1	1
437	сливаются у	1	1
438	или как	3	1
439	все стороны	1	1
440	своей природе	2	1
441	все члены	1	1
442	по своей	4	1
443	это слово	1	1
444	связи с	4	1
445	благодаря своему	1	1
446	ее можно	1	1
447	не по	2	1
448	уже и	2	1
449	и делает	2	1
450	но человек	1	1
451	что на	2	1
452	ему не	1	1
453	в стиле	1	1
454	у меня	3	1
455	от их	2	1
456	действует в	1	1
457	начиная с	1	1
458	правой руке	1	1
459	не могут	4	1
460	встречается в	1	1
461	есть только	4	1
462	так описывает	1	1
463	в древнейших	1	1
464	и всех	1	1
465	в других	1	1
466	вокруг него	1	1
467	ли что	2	1
468	существует только	1	1
469	опираясь на	1	1
470	и самое	1	1
471	своего развития	1	1
472	и о	1	1
473	здесь не	1	1
474	нами выше	2	1
475	каждая вещь	2	1
476	мысль о	1	1
477	в дальнейшем	1	1
478	дней не	1	1
479	на свой	1	1
480	дано в	1	1
481	и когда	4	1
482	котором мы	1	1
483	по этой	2	1
484	времени и	9	1
485	на которую	1	1
486	другое так	1	1
487	именно этот	1	1
488	физиологический путь	1	1
489	об этом	3	1
490	в глубине	1	1
491	образом в	1	1
492	в таком	4	1
493	ярче всего	1	1
494	все дело	1	1
495	на все	2	1
496	реальное бытие	1	1
497	вот почему	1	1
498	это я	2	1
499	в другом	4	1
500	и та	6	1
501	и что	5	1
502	миф в	1	1
503	в глаза	1	1
504	наслаждение и	1	1
505	и умирает	1	1
506	в новую	2	1
507	но только	3	1
508	имеет значения	1	1
509	в различных	1	1
510	них с	1	1
511	времени в	2	1
512	по их	1	1
513	нас от	1	1
514	все в	2	1
515	души по	1	1
516	от них	1	1
517	знаем но	1	1
518	природы и	1	1
519	рассуждения необходимо	1	1
520	них в	1	1
521	наконец в	1	1
522	как становление	2	1
523	действительности в	1	1
524	но она	1	1
525	и она	2	1
526	в организме	1	1
527	к которому	1	1
528	этом моменте	1	1
529	это мне	1	1
530	как простое	1	1
531	и головы	1	1
532	что один	1	1
533	ли он	1	1
534	во всем	1	1
535	которой мы	1	1
536	жизнь с	1	1
537	еще и	1	1
538	очень много	1	1
539	и после	1	1
540	между тем	2	1
541	в теле	1	1
542	сидение на	1	1
543	и тела	1	1
544	себя в	2	1
545	указанные нами	1	1
546	так что	7	1
547	как тело	1	1
548	и всякий	1	1
549	если мы	2	1
550	а напротив	1	1
551	оно в	1	1
552	в виде	2	1
553	но самое	1	1
554	что по	2	1
555	или даже	1	1
556	его и	1	1
557	своей власти	1	1
558	одно из	4	1
559	теснейшим образом	1	1
560	при нем	1	1
561	ведь это	3	1
562	бы совершенно	1	1
563	от другого	1	1
564	нет никаких	1	1
565	к ним	1	1
566	тела как	1	1
567	явлений в	1	1
568	ее на	1	1
569	даже и	1	1
570	но эти	1	1
571	и даже	14	1
572	живой и	2	1
573	и из	3	1
574	как только	3	1
575	как у	1	1
576	нельзя сказать	4	1
577	здесь в	1	1
578	и прежде	2	1
579	мы еще	1	1
580	но о	2	1
581	говорит о	1	1
582	превращается в	1	1
583	в храме	1	1
584	в подлинном	1	1
585	и непосредственно	1	1
586	о чем	3	1
587	когда же	1	1
588	но живое	1	1
589	имеют свое	1	1
590	мы находим	3	1
591	нет ничего	1	1
592	в частности	2	1
593	я уже	2	1
594	как это	7	1
595	вещей но	1	1
596	мы говорим	3	1
597	только его	1	1
598	или по	2	1
599	общего с	1	1
600	одну общую	1	1
601	ее форма	1	1
602	ибо оно	2	1
603	что весь	1	1
604	в тех	2	1
605	основе и	1	1
606	бросается в	1	1
607	с этой	1	1
608	слова и	1	1
609	самом же	1	1
610	еще раз	1	1
611	сейчас же	3	1
612	несколько слов	1	1
613	смерти к	1	1
614	положение или	1	1
615	только для	1	1
616	оба они	1	1
617	глубины и	1	1
618	же самое	2	1
619	из ряда	1	1
620	и где	3	1
621	и собственно	1	1
622	при всем	1	1
623	в одно	5	1
624	это уже	2	1
625	от человека	1	1
626	культуры и	2	1
627	элементы в	1	1
628	где и	1	1
629	и слова	3	1
630	сходство между	1	1
631	лишь как	1	1
632	тем более	1	1
633	не должен	1	1
634	от всего	2	1
635	находим в	1	1
636	же деле	1	1
637	в системе	2	1
638	всеми его	1	1
639	может и	2	1
640	но эта	1	1
641	неотделим от	3	1
642	из тех	1	1
643	сказать что	10	1
644	к его	1	1
645	элементов а	1	1
646	как вещи	3	1
647	не что	3	1
648	ко всему	1	1
649	что под	1	1
650	из этого	1	1
651	перед нею	1	1
652	в каком-то	4	1
653	в каком	4	1
654	также не	1	1
655	ее в	2	1
656	в своих	2	1
657	как на	1	1
658	они не	3	1
