N	2gram	Bakhtin_Pr_1	Psycholo
1	в том	8	37
2	и в	38	32
3	и что	2	22
4	то есть	46	21
5	том что	3	21
6	таким образом	10	21
7	в искусстве	12	21
8	то что	8	21
9	что в	7	20
10	может быть	26	18
11	так же	1	18
12	точки зрения	8	17
13	что и	2	17
14	не может	27	17
15	самом деле	6	16
16	того чтобы	2	14
17	то же	5	13
18	в этом	15	13
19	при этом	5	13
20	для того	2	13
21	что он	2	13
22	в самом	7	12
23	не только	9	12
24	по себе	1	12
25	художественной формы	9	12
26	на то	2	11
27	было бы	8	11
28	с тем	1	11
29	в основе	5	11
30	и т	14	10
31	с точки	6	10
32	но и	9	10
33	как и	7	10
34	и не	42	10
35	как в	4	9
36	никогда не	5	9
37	искусства и	3	9
38	тем что	2	9
39	что все	2	9
40	в своих	2	9
41	что это	2	8
42	не в	7	8
43	не менее	4	8
44	дело с	6	8
45	т п	13	8
46	того что	2	8
47	и как	8	7
48	все эти	5	7
49	ясно что	3	7
50	и его	16	7
51	к тому	1	7
52	можно было	4	7
53	только в	13	7
54	а не	5	7
55	сказать что	4	7
56	в этой	1	6
57	в художественном	20	6
58	целый ряд	1	6
59	он не	3	6
60	если бы	3	6
61	формы и	5	6
62	о том	4	6
63	все время	1	6
64	и мы	1	6
65	к психологии	1	6
66	как бы	22	6
67	художественное произведение	8	6
68	же самое	2	6
69	художественном произведении	5	5
70	художественного произведения	11	5
71	на самом	4	5
72	показать что	2	5
73	исходит из	1	5
74	и на	3	5
75	только на	1	5
76	к искусству	1	5
77	что у	1	5
78	искусства в	2	5
79	далеко не	5	5
80	все это	3	5
81	в то	4	5
82	есть только	2	5
83	в ней	4	5
84	и даже	3	5
85	до сих	1	5
86	отнюдь не	19	5
87	искусства но	4	5
88	сих пор	1	5
89	этом отношении	2	5
90	едва ли	3	4
91	есть не	2	4
92	мы имеем	2	4
93	столь же	2	4
94	в чем	2	4
95	иметь дело	2	4
96	все же	6	4
97	в действительности	1	4
98	в произведении	4	4
99	в целом	3	4
100	и те	2	4
101	в нем	15	4
102	к одному	1	4
103	и с	17	4
104	и тем	3	4
105	несмотря на	3	4
106	в данном	4	4
107	образом и	1	4
108	которые в	1	4
109	и более	2	4
110	тому что	1	4
111	не имеет	9	4
112	ничего не	6	4
113	в сознании	1	4
114	и для	11	4
115	могут быть	5	4
116	тем не	3	4
117	и это	3	4
118	данном случае	4	4
119	о ней	1	4
120	между тем	7	4
121	из них	1	4
122	таким путем	1	4
123	а на	1	4
124	приходится иметь	2	4
125	в творчестве	1	4
126	как это	2	4
127	поэтического творчества	1	4
128	и все	3	4
129	а в	6	4
130	совершенно не	7	4
131	из этого	1	4
132	искусства является	1	4
133	жизни и	1	4
134	например в	3	3
135	отношении к	1	3
136	приходит к	1	3
137	или же	1	3
138	время как	1	3
139	имеет дело	9	3
140	и он	2	3
141	смысл слова	1	3
142	во всех	11	3
143	формы она	2	3
144	но как	2	3
145	а только	2	3
146	если оно	1	3
147	в общем	1	3
148	относится к	4	3
149	которые не	1	3
150	на искусство	1	3
151	как к	2	3
152	и к	3	3
153	но в	4	3
154	формы в	1	3
155	творчества и	5	3
156	в поэзии	9	3
157	не к	6	3
158	не как	1	3
159	и вот	1	3
160	теории искусства	2	3
161	на этом	2	3
162	это было	1	3
163	в своей	7	3
164	это только	1	3
165	в их	10	3
166	в которых	1	3
167	поэтического произведения	3	3
168	но он	1	3
169	не могли	2	3
170	что с	1	3
171	мы можем	6	3
172	во всем	2	3
173	не могут	2	3
174	с ее	1	3
175	в виду	4	3
176	то время	1	3
177	так и	5	3
178	мы в	3	3
179	образом в	1	3
180	с другой	7	3
181	в конечном	4	3
182	материал не	1	3
183	бы и	1	3
184	мы должны	2	3
185	этот вопрос	1	3
186	и ее	2	3
187	в нашей	2	3
188	что не	4	3
189	каким образом	1	3
190	конечном счете	4	3
191	и других	2	3
192	но совершенно	2	3
193	сами по	1	3
194	может служить	1	3
195	художника и	5	3
196	которых мы	4	3
197	тому как	1	3
198	до конца	1	3
199	в частности	2	3
200	согласии с	1	3
201	того или	2	3
202	по своему	1	3
203	видит в	1	3
204	по существу	2	3
205	в смысле	1	3
206	должны быть	4	3
207	еще более	1	3
208	хотя бы	4	3
209	только как	6	3
210	в свою	2	3
211	же мы	1	3
212	также и	3	2
213	не остается	2	2
214	и без	1	2
215	не имеют	2	2
216	все те	1	2
217	еще не	7	2
218	из всех	1	2
219	искусстве все	1	2
220	как не	1	2
221	к своему	2	2
222	произведение и	3	2
223	бы то	3	2
224	роман и	1	2
225	с его	2	2
226	в ее	4	2
227	но не	12	2
228	мы будем	3	2
229	точка зрения	3	2
230	к которой	1	2
231	значение и	1	2
232	если в	1	2
233	искусство в	1	2
234	себе и	1	2
235	художественного впечатления	2	2
236	отличие от	5	2
237	можно показать	1	2
238	могли бы	1	2
239	что по	1	2
240	но эта	1	2
241	моментов в	1	2
242	психологии и	1	2
243	в которой	1	2
244	формализма и	1	2
245	бы не	2	2
246	в себе	4	2
247	как он	1	2
248	что каждая	1	2
249	т д	1	2
250	они в	1	2
251	в узком	1	2
252	подобно тому	1	2
253	форма в	1	2
254	в каждом	2	2
255	подход к	1	2
256	здесь мы	2	2
257	то ни	3	2
258	значение в	1	2
259	произведения с	1	2
260	материала и	2	2
261	поэзии с	1	2
262	с другими	3	2
263	и которые	2	2
264	это не	5	2
265	форму и	2	2
266	произведение как	4	2
267	в них	5	2
268	и при	2	2
269	место в	8	2
270	и эти	1	2
271	том и	1	2
272	том же	2	2
273	в этих	2	2
274	для нее	8	2
275	и форма	1	2
276	этой области	2	2
277	произведения как	8	2
278	вплоть до	1	2
279	как можно	1	2
280	на него	3	2
281	в процессе	1	2
282	в самых	1	2
283	того и	1	2
284	его от	1	2
285	и всегда	1	2
286	в самой	2	2
287	что называют	1	2
288	же время	3	2
289	и воспринимающего	1	2
290	не вполне	2	2
291	которая не	1	2
292	ли это	1	2
293	художественную форму	4	2
294	ни в	11	2
295	эстетического объекта	37	2
296	как только	3	2
297	в полном	1	2
298	отличается от	2	2
299	что оно	2	2
300	его с	1	2
301	оно не	3	2
302	она не	2	2
303	свою очередь	1	2
304	то или	2	2
305	в особенности	2	2
306	действия и	1	2
307	на том	1	2
308	на которую	1	2
309	том как	2	2
310	по сравнению	1	2
311	даны в	1	2
312	и вообще	2	2
313	в таком	3	2
314	и здесь	2	2
315	два момента	1	2
316	художественные произведения	1	2
317	к действительности	3	2
318	и содержание	3	2
319	этих двух	1	2
320	искусстве есть	1	2
321	в его	43	2
322	же самом	2	2
323	и только	4	2
324	и следовательно	1	2
325	в него	2	2
326	к нему	10	2
327	предметное содержание	1	2
328	в поэтическом	1	2
329	в какой	2	2
330	как нечто	3	2
331	именно на	1	2
332	которому он	1	2
333	и у	2	2
334	творчества в	3	2
335	слова в	7	2
336	содержания и	6	2
337	в одном	1	2
338	вовсе не	2	2
339	с этими	1	2
340	отношение к	10	2
341	к ним	1	2
342	но что	1	2
343	в других	4	2
344	для художественного	1	2
345	она начинает	1	2
346	к которому	4	2
347	такое же	1	2
348	не было	2	2
349	она является	1	2
350	не на	5	2
351	была бы	2	2
352	там где	6	2
353	материал и	2	2
354	вместе с	1	2
355	из которых	2	2
356	сравнению с	1	2
357	есть как	1	2
358	звуковая сторона	1	2
359	более и	1	2
360	но это	3	2
361	форм и	2	2
362	и часто	1	2
363	для выражения	1	2
364	искусства как	2	2
365	не существует	1	2
366	это можно	1	2
367	а к	2	2
368	для нас	1	2
369	это может	1	2
370	в романе	4	2
371	другой стороны	4	2
372	на этот	1	2
373	или иного	2	2
374	в свое	1	2
375	ли он	1	2
376	имеют дело	3	2
377	и от	3	2
378	это в	1	2
379	все что	3	2
380	а между	1	1
381	смысле слова	2	1
382	к материалу	11	1
383	для построения	1	1
384	человека и	1	1
385	все остальное	1	1
386	в эстетике	2	1
387	он может	2	1
388	стали бы	1	1
389	и должны	2	1
