N	2gram	Propp_Isto_7	FransuaR
1	и в	24	40
2	и его	3	17
3	прежде всего	2	16
4	в этом	12	15
5	мы уже	4	13
6	не только	21	13
7	в его	1	13
8	и не	4	13
9	вовсе не	4	12
10	что в	13	12
11	как и	6	11
12	но и	11	11
13	таким образом	7	10
14	как мы	3	10
15	он не	6	9
16	в них	3	9
17	может быть	14	9
18	и все	6	9
19	и на	2	8
20	отношение к	5	8
21	все эти	2	8
22	и с	1	8
23	во время	6	8
24	в том	7	8
25	у него	10	8
26	но в	5	8
27	то же	8	7
28	в своем	1	7
29	в ту	1	7
30	и др	2	7
31	во всех	7	6
32	в самом	2	6
33	в этих	13	6
34	в то	2	6
35	связи с	3	6
36	связь с	2	6
37	мы еще	1	6
38	он говорит	2	6
39	в своей	1	6
40	к этому	2	6
41	здесь и	2	5
42	в нем	6	5
43	в основе	2	5
44	в особенности	2	5
45	те же	1	5
46	связаны с	2	5
47	в литературе	2	5
48	мы видим	10	5
49	то что	7	5
50	а не	8	5
51	в связи	2	5
52	жизни и	1	4
53	в ней	1	4
54	xix века	1	4
55	было бы	2	4
56	с начала	1	4
57	ни в	2	4
58	том что	10	4
59	в эту	1	4
60	в их	4	4
61	мы встречаем	1	4
62	о том	9	4
63	вы не	1	4
64	и о	2	4
65	так в	4	4
66	и здесь	12	4
67	а также	1	4
68	и во	1	4
69	один из	7	4
70	только на	2	4
71	из них	2	4
72	так как	8	4
73	и даже	3	4
74	до сих	2	4
75	здесь в	1	4
76	и потому	1	4
77	в данном	4	4
78	сих пор	3	4
79	в основном	2	4
80	все это	8	4
81	видно что	5	4
82	в мировой	1	4
83	еще более	1	4
84	в заключение	1	4
85	самом деле	1	3
86	и есть	1	3
87	поэтому он	1	3
88	он был	1	3
89	с его	3	3
90	по отношению	1	3
91	в этой	1	3
92	кроме того	3	3
93	и как	1	3
94	и наконец	3	3
95	и к	1	3
96	связанные с	2	3
97	при этом	4	3
98	всех этих	6	3
99	для понимания	1	3
100	но дело	1	3
101	об этом	6	3
102	на протяжении	1	3
103	но именно	1	3
104	мы видели	7	3
105	не понимает	1	3
106	для этого	1	3
107	вплоть до	2	3
108	в таких	2	3
109	дело не	5	3
110	одна из	7	3
111	во всем	2	3
112	начиная с	1	3
113	но все	4	3
114	здесь не	2	3
115	в ее	2	3
116	можно было	1	3
117	если бы	1	3
118	других местах	1	3
119	в другом	1	3
120	другими словами	2	3
121	никак не	1	3
122	связь между	1	3
123	что и	8	3
124	во всей	1	3
125	в свете	3	3
126	еще не	8	3
127	только в	6	3
128	так и	5	3
129	в начале	1	3
130	не так	2	3
131	в конце	3	3
132	тем что	6	3
133	в других	4	3
134	для того	1	3
135	связан с	1	3
136	сказать что	2	3
137	там где	5	3
138	для этой	1	3
139	во франции	1	3
140	в частности	1	3
141	не может	14	3
142	вместе с	7	3
143	как в	12	3
144	как бы	4	3
145	и смерти	1	3
146	и от	2	3
147	но это	3	3
148	а в	10	3
149	к этой	1	3
150	они не	2	3
151	как известно	1	2
152	одним из	1	2
153	например в	3	2
154	он также	2	2
155	связана с	1	2
156	наших дней	1	2
157	того же	2	2
158	из самых	2	2
159	этого он	1	2
160	мы не	4	2
161	хотя бы	1	2
162	которые он	1	2
163	эту связь	1	2
164	за него	4	2
165	но конечно	2	2
166	но не	6	2
167	тут же	1	2
168	до наших	1	2
169	думать что	2	2
170	вот как	1	2
171	что он	21	2
172	все же	9	2
173	и той	1	2
174	имеет в	1	2
175	в этот	1	2
176	в которой	2	2
177	в целом	1	2
178	он в	2	2
179	из этих	3	2
180	в дальнейшем	3	2
181	эпохи и	1	2
182	и если	3	2
183	на его	2	2
184	как он	6	2
185	и вот	1	2
186	здесь мы	5	2
187	последние слова	1	2
188	ни одной	1	2
189	далеко не	1	2
190	только во	1	2
191	в один	2	2
192	точки зрения	4	2
193	в котором	2	2
194	представление о	3	2
195	он дает	3	2
196	в условиях	1	2
197	своего рода	4	2
198	но он	2	2
199	не менее	5	2
200	не раз	1	2
201	дело в	1	2
202	он с	1	2
203	этого явления	1	2
204	на землю	1	2
205	связь и	1	2
206	до того	1	2
207	особое внимание	1	2
208	ему не	1	2
209	и такие	2	2
210	должны быть	3	2
211	они и	1	2
212	и это	2	2
213	данном случае	3	2
214	на основе	1	2
215	огонь и	2	2
216	и сам	1	2
217	здесь нет	3	2
218	можно сказать	1	2
219	в разных	1	2
220	но здесь	2	2
221	в риме	1	2
222	с того	4	2
223	с другой	9	2
224	увидим дальше	1	2
225	это не	10	2
226	к нему	7	2
227	и так	2	2
228	который в	1	2
229	и ее	2	2
230	и рождение	1	2
231	больше чем	1	2
232	конечно не	2	2
233	и у	2	2
234	уже в	3	2
235	и они	1	2
236	него и	3	2
237	мы знаем	2	2
238	не находит	2	2
239	как его	1	2
240	в форме	2	2
241	даже и	1	2
242	рядом с	1	2
243	именно в	1	2
244	много в	2	2
245	о чем	1	2
246	очень часто	1	2
247	с этим	2	2
248	в состоянии	4	2
249	мировой истории	1	2
250	есть и	4	2
251	о мире	1	2
252	в книге	1	2
253	и перед	1	2
254	же к	1	2
255	потому что	9	2
256	ноги и	2	2
257	здесь только	1	2
258	одной из	4	2
259	мы увидим	6	2
260	отношению к	1	2
261	из этого	1	2
262	и другие	9	2
263	это в	1	2
264	все что	1	2
265	широкое распространение	1	1
266	отношения к	1	1
267	и т	17	1
268	переходит к	1	1
269	это делает	1	1
270	за меня	2	1
271	утверждение что	1	1
272	этого мира	1	1
273	он способен	1	1
274	от своей	1	1
275	не хочет	1	1
276	которую они	1	1
277	он там	1	1
278	из его	1	1
279	почти всегда	2	1
280	она требует	1	1
281	в несколько	1	1
282	есть не	1	1
283	на тех	1	1
284	мы имеем	12	1
285	или наоборот	1	1
286	дается и	1	1
287	что уже	1	1
288	и новые	1	1
289	оружия в	1	1
290	который был	1	1
291	что иное	1	1
292	требует от	1	1
293	не совсем	2	1
294	и он	3	1
295	кто ее	1	1
296	между собой	1	1
297	мне на	1	1
298	бы то	1	1
299	этим не	2	1
300	тем как	1	1
301	не исчерпываются	1	1
302	видели что	1	1
303	довольно много	2	1
304	то он	1	1
305	о смерти	1	1
306	и приобрел	1	1
307	характер они	1	1
308	и всякий	1	1
309	не входит	1	1
310	свою жизнь	1	1
311	преисподней и	1	1
312	франции в	1	1
313	ждет своего	1	1
314	что они	3	1
315	что два	1	1
316	во что	1	1
317	дает довольно	2	1
318	встречается не	2	1
319	что во	2	1
320	в одной	2	1
321	эта связь	3	1
322	не согласиться	1	1
323	под его	1	1
324	можно предположить	2	1
325	и радости	1	1
326	перед нами	2	1
327	когда он	3	1
328	что этим	1	1
329	от этого	1	1
330	где все	1	1
331	со своей	2	1
332	явления не	1	1
333	что это	6	1
334	представляет собой	4	1
335	или во	1	1
336	в тех	5	1
337	приобретает характер	1	1
338	право на	5	1
339	в известном	1	1
340	с некоторым	1	1
341	им в	2	1
342	он делает	1	1
343	и тот	2	1
344	имеем в	5	1
345	во многих	2	1
346	в колодец	1	1
347	после чего	2	1
348	если он	3	1
349	в наших	1	1
350	не могла	1	1
351	частности и	1	1
352	все они	1	1
353	их довольно	1	1
354	том чтобы	3	1
355	характер в	1	1
356	так часто	1	1
357	что ни	1	1
358	и по	3	1
359	всех своих	1	1
360	в образе	3	1
361	так например	2	1
362	они играют	1	1
363	это конечно	2	1
364	жить в	2	1
365	то ни	1	1
366	могла бы	1	1
367	как они	1	1
368	в совершенно	1	1
369	об этой	2	1
370	но ему	1	1
371	на все	1	1
372	а как	1	1
373	его в	3	1
374	всех народов	1	1
375	только там	2	1
376	это одна	1	1
377	в преисподней	1	1
378	и тем	2	1
379	по всему	1	1
380	это положение	2	1
381	превращаются в	1	1
382	и широкое	1	1
383	этого не	2	1
384	с тем	1	1
385	и уже	1	1
386	здесь все	1	1
387	должно быть	1	1
388	направляет свой	1	1
389	такой же	1	1
390	на первый	4	1
391	этом случае	1	1
392	и при	1	1
393	и их	1	1
394	при изучении	1	1
395	соответствующие им	1	1
396	этой связи	1	1
397	нас не	2	1
398	можно найти	2	1
399	именно и	1	1
400	в преисподнюю	2	1
401	с точки	1	1
402	условиях и	1	1
403	наконец они	2	1
404	знаем что	3	1
405	направлен на	2	1
406	от его	1	1
407	всякий раз	1	1
408	и небесными	1	1
409	две стороны	1	1
410	несомненно что	1	1
411	но эта	2	1
412	образом и	1	1
413	которые в	1	1
414	не в	9	1
415	такую же	1	1
416	она в	3	1
417	друг другу	1	1
418	и более	1	1
419	не могли	1	1
420	что сам	1	1
421	что этот	2	1
422	для нее	2	1
423	по себе	1	1
424	сам он	2	1
425	тому что	2	1
426	главная задача	1	1
427	таких случаях	1	1
428	но они	3	1
429	он остается	1	1
430	тем самым	1	1
431	чтобы иметь	1	1
432	мы пока	2	1
433	них не	1	1
434	впадает в	1	1
435	вне поля	1	1
436	ничего не	5	1
437	ее с	1	1
438	не нуждается	1	1
439	мы все	1	1
440	он мог	1	1
441	никогда не	4	1
442	стянуты в	1	1
443	элемент в	1	1
444	под этим	1	1
445	от эпохи	1	1
446	и весь	1	1
447	бы мне	1	1
448	что их	1	1
449	очень мало	1	1
450	как она	1	1
451	все дело	2	1
452	было обычным	1	1
453	ему и	1	1
454	тому кто	2	1
455	доказать что	1	1
456	как будто	1	1
457	ноги в	1	1
458	здесь совершенно	1	1
459	отличается от	2	1
460	всего в	1	1
461	за что	1	1
462	смерти и	1	1
463	все еще	1	1
464	специфический характер	1	1
465	где он	1	1
466	оно может	1	1
467	и стали	1	1
468	основываясь на	1	1
469	эти представления	1	1
470	связи со	2	1
471	интересный и	1	1
472	нами выше	2	1
473	они должны	2	1
474	на том	2	1
475	нельзя не	1	1
476	на нее	1	1
477	видит что	1	1
478	не с	1	1
479	а этот	1	1
480	выражен в	1	1
481	во многом	1	1
482	том как	1	1
483	имеется в	2	1
484	с ним	5	1
485	это весьма	1	1
486	и живой	1	1
487	другом месте	1	1
488	вот и	1	1
489	того он	1	1
490	и что	10	1
491	она всегда	1	1
492	роль мы	1	1
493	там же	2	1
494	все его	2	1
495	что эта	1	1
496	которых в	1	1
497	от них	1	1
498	и только	1	1
499	можно проследить	1	1
500	в другой	3	1
501	способность к	2	1
502	нем и	1	1
503	и она	3	1
504	в него	1	1
505	и другую	2	1
506	видим что	3	1
507	того что	6	1
508	после смерти	3	1
509	в современной	1	1
510	что здесь	7	1
511	только он	1	1
512	очень близок	1	1
513	всякого рода	1	1
514	он стал	2	1
515	согласиться с	2	1
516	дело с	1	1
517	не имеет	4	1
518	к их	1	1
519	и часто	1	1
520	к нашему	1	1
521	те которые	1	1
522	и основные	1	1
523	и оба	1	1
524	ее от	1	1
525	вопрос об	1	1
526	с одной	5	1
527	в качестве	3	1
528	так что	3	1
529	в новое	1	1
530	в виде	1	1
531	дает ему	2	1
532	участие в	2	1
533	характерно что	2	1
534	ни с	2	1
535	и также	1	1
536	представлений о	1	1
537	у лукиана	1	1
538	не для	1	1
539	мы рассмотрели	1	1
540	ту сторону	1	1
541	но что	1	1
542	не видел	1	1
543	с искусством	1	1
544	ее на	4	1
545	соединены в	1	1
546	но из	1	1
547	же еще	1	1
548	и чтоб	1	1
549	литературе нет	1	1
550	значение имеет	1	1
551	и из	1	1
552	с другим	1	1
