N	2gram	Bakhtin_Fr_1	Problema
1	и в	65	44
2	вовсе не	18	37
3	и не	22	35
4	то есть	45	34
5	может быть	6	28
6	по себе	1	25
7	потому что	5	25
8	не просто	3	23
9	то что	3	23
10	в том	16	21
11	только в	7	19
12	а не	1	18
13	в этом	15	17
14	даже и	3	16
15	для нас	4	16
16	сказать что	6	16
17	не только	10	14
18	и даже	8	14
19	то же	1	13
20	не в	4	13
21	но в	14	12
22	том что	6	12
23	той или	5	12
24	не является	3	11
25	так и	10	10
26	как и	5	10
27	не менее	1	10
28	у нас	1	10
29	в виду	3	10
30	но и	10	10
31	в нем	13	9
32	и с	3	9
33	это не	3	9
34	в то	1	9
35	и это	2	9
36	в его	9	9
37	что и	1	9
38	что он	3	9
39	так как	6	9
40	как бы	22	9
41	и от	2	9
42	во всяком	1	9
43	в себе	3	8
44	он не	2	8
45	было бы	1	8
46	но это	3	8
47	и вообще	3	8
48	только и	1	8
49	как раз	3	8
50	связи с	4	8
51	как мы	6	8
52	здесь не	1	8
53	того что	2	8
54	или иной	5	8
55	что мы	2	8
56	что в	3	8
57	это и	1	7
58	мы не	1	7
59	в связи	1	7
60	на самом	6	7
61	все эти	10	7
62	с ним	3	7
63	с другой	3	7
64	уже не	3	7
65	еще и	5	7
66	не может	3	7
67	и потому	10	7
68	здесь только	2	7
69	в целом	2	6
70	все же	6	6
71	и к	4	6
72	о том	2	6
73	и если	1	6
74	никогда не	6	6
75	можно сказать	2	6
76	и только	1	6
77	всяком случае	1	6
78	сами по	1	6
79	нет ничего	3	6
80	жизни и	7	6
81	еще не	6	5
82	значение и	2	5
83	за пределы	8	5
84	в своем	8	5
85	хотя и	2	5
86	в нашем	1	5
87	есть именно	1	5
88	и сам	1	5
89	точки зрения	7	5
90	в своей	5	5
91	тем самым	1	5
92	тех или	1	5
93	и его	10	5
94	в ней	6	5
95	и здесь	3	5
96	только на	2	5
97	то и	1	5
98	или даже	2	5
99	в конце	1	5
100	не было	1	5
101	как в	5	5
102	да и	2	5
103	все это	9	5
104	с ней	1	5
105	другой стороны	1	5
106	в таком	2	5
107	мы уже	12	4
108	и самой	1	4
109	в чем	2	4
110	но как	3	4
111	чем же	1	4
112	и вовсе	3	4
113	при этом	6	4
114	на первый	1	4
115	образности и	3	4
116	и без	2	4
117	раз и	2	4
118	можно ли	1	4
119	дело в	2	4
120	или иных	1	4
121	есть только	2	4
122	отличается от	1	4
123	в ее	3	4
124	можно было	1	4
125	это вовсе	1	4
126	мы в	1	4
127	самостоятельное значение	1	4
128	всякого рода	1	4
129	же и	1	4
130	ни с	2	4
131	тем что	1	4
132	же деле	3	4
133	нас в	1	4
134	на этот	2	4
135	самом же	3	4
136	или в	2	4
137	совершенно не	4	4
138	же самой	1	4
139	в искусстве	3	4
140	отношения к	2	3
141	здесь и	4	3
142	и больше	1	3
143	и значение	1	3
144	говорить о	1	3
145	и ее	1	3
146	но не	2	3
147	уже как	1	3
148	в настоящем	1	3
149	кроме того	2	3
150	и как	1	3
151	в самом	4	3
152	в этой	4	3
153	на то	1	3
154	но все	3	3
155	оно всегда	1	3
156	об этом	1	3
157	его в	7	3
158	но уже	1	3
159	он является	1	3
160	о которых	1	3
161	что такое	1	3
162	бы к	1	3
163	в которых	1	3
164	но эта	2	3
165	бы быть	2	3
166	и очень	2	3
167	теми или	1	3
168	в таких	2	3
169	ничего не	3	3
170	именно потому	1	3
171	и такие	1	3
172	свое значение	1	3
173	она не	1	3
174	без всякого	1	3
175	то или	1	3
176	с самим	1	3
177	с собой	1	3
178	во всей	3	3
179	образов и	2	3
180	этот вопрос	2	3
181	вся эта	3	3
182	самом деле	3	3
183	которые мы	1	3
184	есть в	5	3
185	уже в	1	3
186	для него	5	3
187	случае не	1	3
188	отличие от	5	3
189	здесь в	8	3
190	прежде всего	11	3
191	его как	1	3
192	подобного рода	1	3
193	жизнь в	1	3
194	но оно	1	3
195	ни на	2	3
196	в той	5	3
197	в тех	3	3
198	образ и	1	3
199	слова и	1	3
200	в условиях	13	3
201	в заключение	2	3
202	это уже	4	3
203	формы и	7	3
204	и все	5	3
205	и ни	3	3
206	ни к	2	3
207	хотя бы	1	3
208	же в	2	3
209	и другие	8	3
210	только путем	1	3
211	к тому	2	3
212	и до	4	2
213	поэтому и	4	2
214	значение но	1	2
215	мы имеем	1	2
216	только благодаря	1	2
217	мы и	3	2
218	этого термина	1	2
219	самый термин	1	2
220	литературы и	5	2
221	целое и	1	2
222	во всех	9	2
223	мы будем	3	2
224	с которыми	1	2
225	отвлеченной мысли	1	2
226	друг от	1	2
227	или иное	1	2
228	в известном	1	2
229	с этим	1	2
230	просто как	1	2
231	при сопоставлении	1	2
232	нет здесь	1	2
233	с нею	1	2
234	что слово	1	2
235	еще на	1	2
236	в которой	1	2
237	он в	1	2
238	с их	5	2
239	но именно	1	2
240	всех этих	8	2
241	широком смысле	1	2
242	из него	1	2
243	что все	1	2
244	и может	1	2
245	зрения на	1	2
246	а как	1	2
247	ведь в	1	2
248	нашего исследования	1	2
249	он и	3	2
250	жизни но	2	2
251	в этих	2	2
252	и при	1	2
253	первый план	1	2
254	с точки	3	2
255	в их	4	2
256	мы говорили	1	2
257	не столько	1	2
258	в отличие	4	2
259	и более	1	2
260	в отношении	6	2
261	с которой	1	2
262	и художественной	1	2
263	на котором	3	2
264	в процессе	2	2
265	в основе	8	2
266	и именно	2	2
267	в самой	3	2
268	и по	2	2
269	степени с	1	2
270	со своим	1	2
271	и искусства	4	2
272	чистом виде	1	2
273	могут быть	2	2
274	что при	1	2
275	от друга	1	2
276	и образ	1	2
277	настоящее время	1	2
278	это можно	2	2
