1	то же время	3	5
2	в то же	3	5
3	о том что	5	5
4	в самом деле	1	4
5	с одной стороны	2	4
6	в большинстве случаев	1	4
7	во втором случае	1	3
8	до сих пор	1	3
9	в первом случае	1	3
10	в этом отношении	3	3
11	и в особенности	1	2
12	с точки зрения	2	2
13	и т.п все	1	2
14	и тот же	1	2
15	в том что	7	2
16	в этой роли	1	2
17	в данном случае	3	2
18	и прежде всего	2	2
19	таким образом в	1	2
20	с другой стороны	5	2
21	то есть в	1	2
22	бы в точке	1	1
23	как раз в	1	1
24	а с другой	1	1
25	дело в том	2	1
26	то что не	1	1
27	не только в	1	1
28	в той или	1	1
29	в частности и	1	1
30	одной стороны с	1	1
31	оно никогда не	1	1
32	и в этой	1	1
33	в самом центре	1	1
34	но это все	1	1
35	в основе своей	1	1
36	и как бы	1	1
37	из этих трех	1	1
38	о себе самом	1	1
39	в связи с	1	1
40	том что он	2	1
41	между собой и	1	1
42	в зависимости от	1	1
43	а не как	1	1
44	одного и того	3	1
45	именно в этом	1	1
46	в значительной степени	2	1
47	один и тот	1	1
48	в одном из	1	1
49	то есть от	1	1
50	и так сказать	1	1
51	сам по себе	1	1
52	для того чтобы	1	1
53	не может быть	1	1
54	был в значительной	1	1
55	в каждом из	1	1
56	не могла не	1	1
57	как бы в	1	1
58	той или иной	3	1
59	и строго отграниченная	1	1
60	человека и его	1	1
61	на этот вопрос	1	1
62	что и в	1	1
63	можно сказать что	2	1
64	это все же	1	1
65	со всех сторон	1	1
66	и того же	3	1
67	лишь в одном	1	1
68	в особенности же	1	1
69	между тем как	1	1
70	прежде всего с	1	1
71	каждом из этих	1	1
72	по отношению к	7	1
73	заключается в том	1	1
74	до известной степени	3	1
