N	2gram	Medvedev_V_1	Dialekti
1	и не	19	30
2	т е	18	30
3	может быть	22	20
4	не только	25	19
5	и в	26	19
6	по себе	2	18
7	и т	23	17
8	а не	7	16
9	в себе	6	15
10	т д	14	15
11	что она	2	14
12	потому что	1	14
13	то что	6	14
14	в том	15	14
15	и даже	2	14
16	как бы	5	14
17	вовсе не	3	13
18	то же	10	12
19	точки зрения	3	12
20	но и	10	12
21	значит что	2	12
22	и все	1	12
23	и как	3	10
24	в нем	6	10
25	ни в	1	10
26	как и	7	10
27	том что	8	10
28	сказать что	5	10
29	так и	5	10
30	это не	7	10
31	по крайней	2	9
32	никогда не	4	9
33	крайней мере	2	9
34	же и	2	9
35	не может	17	9
36	в этом	26	8
37	в своей	4	8
38	не в	6	8
39	личности в	1	8
40	она не	3	8
41	прежде всего	13	8
42	это значит	1	8
43	и то	1	7
44	время как	1	7
45	сама по	1	7
46	и к	3	7
47	должно быть	2	7
48	как это	12	7
49	в поэзии	1	7
50	только тогда	1	7
51	но что	1	7
52	как будто	1	7
53	совершенно не	1	7
54	но это	1	7
55	что в	10	7
56	чтобы не	2	6
57	но не	2	6
58	что они	3	6
59	отнюдь не	3	6
60	тогда когда	2	6
61	в то	6	6
62	и та	1	6
63	что он	4	6
64	конечно не	1	6
65	что не	3	6
66	того что	3	6
67	да и	1	6
68	и может	2	6
69	личности и	1	6
70	есть и	1	6
71	жизни и	3	6
72	и потому	2	5
73	и это	1	5
74	говорить о	2	5
75	в силу	11	5
76	жизнь и	1	5
77	же время	5	5
78	и его	6	5
79	в виду	4	5
80	о том	10	5
81	и что	1	5
82	можно сказать	4	5
83	но как	3	5
84	что и	3	5
85	с другой	11	5
86	не обязательно	1	5
87	а именно	1	5
88	по своему	1	5
89	как раз	3	5
90	только что	4	5
91	в самом	4	5
92	только в	7	5
93	и есть	5	4
94	поэзии и	1	4
95	еще не	2	4
96	быть в	1	4
97	самом деле	1	4
98	или иное	1	4
99	за пределы	1	4
100	в своем	8	4
101	все же	5	4
102	в каком-то	1	4
103	только то	2	4
104	как он	2	4
105	и если	1	4
106	он не	2	4
107	и по	3	4
108	одно и	1	4
109	таким образом	31	4
110	заключается в	2	4
111	вещи в	1	4
112	в одном	4	4
113	но он	1	4
114	все это	10	4
115	с ним	1	4
116	связи с	4	4
117	в таком	1	4
118	в каком	1	4
119	не могут	7	4
120	что оно	3	4
121	той или	1	4
122	в ее	4	4
123	то или	1	4
124	в другом	2	4
125	может не	2	4
126	как нечто	1	4
127	во времени	1	4
128	без этого	1	4
129	уже в	1	4
130	то время	1	4
131	от того	2	4
132	в связи	3	4
133	могут быть	5	4
134	том смысле	1	4
135	быть и	1	4
136	хотя бы	19	4
137	а в	3	4
138	другой стороны	8	4
139	по одному	2	4
140	же как	2	3
141	таком случае	1	3
142	сам по	1	3
143	это и	6	3
144	как мы	1	3
145	что если	1	3
146	вопрос о	1	3
147	это время	1	3
148	в чем	2	3
149	а только	1	3
150	себе и	2	3
151	в этой	4	3
152	с этим	3	3
153	кроме того	1	3
154	эти вопросы	2	3
155	после этого	2	3
156	всех этих	2	3
157	не значит	1	3
158	же не	1	3
159	об этом	9	3
160	его в	3	3
161	это было	1	3
162	было бы	7	3
163	мы имеем	3	3
164	между собою	2	3
165	в этих	1	3
166	или вообще	1	3
167	или точнее	1	3
168	что такое	2	3
169	сами по	1	3
170	что этот	1	3
171	даже в	5	3
172	можно ли	2	3
173	не менее	2	3
174	или как	1	3
175	должны быть	2	3
176	но только	1	3
177	то как	1	3
178	это только	4	3
179	все его	2	3
180	уже не	1	3
181	грань между	1	3
182	может иметь	1	3
183	будто бы	2	3
184	с нею	2	3
185	из них	9	3
186	ведь это	1	3
187	и из	1	3
188	о котором	1	3
189	как же	1	3
190	и их	3	3
191	не было	7	3
192	о чем	2	3
193	сейчас же	1	3
194	мы говорим	1	3
195	нет ни	2	3
196	в данном	1	3
197	в той	1	3
198	и от	3	3
199	это как	1	3
200	и слова	1	3
201	в целях	2	3
202	е в	2	3
203	понимать как	2	3
204	они не	2	3
205	смысле что	1	3
206	как известно	2	2
207	также что	2	2
208	также и	2	2
209	в сфере	2	2
210	человека и	3	2
211	связана с	2	2
212	он может	2	2
213	он всегда	1	2
214	что эти	1	2
215	его не	3	2
216	например в	3	2
217	то это	2	2
218	как не	1	2
219	зависимости от	5	2
220	в ней	2	2
221	говоря уже	1	2
222	во всех	6	2
223	явлений и	3	2
224	если в	2	2
225	в общем	2	2
226	очевидно что	7	2
227	к сожалению	2	2
228	которые не	1	2
229	в истории	1	2
230	как в	1	2
231	сразу и	1	2
232	не самый	1	2
233	перед нами	4	2
234	что по	1	2
235	более или	6	2
236	но в	2	2
237	в противоположность	3	2
238	не очень	1	2
239	в которой	2	2
240	бы и	6	2
241	мы получаем	1	2
242	так или	1	2
243	все эти	6	2
244	но ведь	1	2
245	на его	1	2
246	уже сама	1	2
247	в определенном	1	2
248	время и	1	2
249	не как	1	2
250	на этом	1	2
251	в каждом	2	2
252	говорил что	2	2
253	с целью	1	2
254	в жизни	2	2
255	только лишь	1	2
256	с тем	3	2
257	несмотря на	1	2
258	хотя в	1	2
259	или менее	6	2
260	во время	3	2
261	и при	5	2
262	взгляд на	1	2
263	в их	5	2
264	в зависимости	6	2
265	их в	6	2
266	тому что	6	2
267	нет никакого	1	2
268	что есть	1	2
269	в вечном	1	2
270	что сущность	1	2
271	виду что	1	2
272	самого начала	1	2
273	дело не	1	2
274	того как	1	2
275	в науке	2	2
276	на него	1	2
277	у пушкина	2	2
278	не по	2	2
279	иметь в	2	2
280	может только	1	2
281	только не	2	2
282	это мы	3	2
283	или иная	1	2
284	следует что	1	2
285	что на	1	2
286	в области	2	2
287	и внешнего	1	2
288	и искусство	1	2
289	к тому	4	2
290	в конце	3	2
291	с ее	1	2
292	та или	1	2
293	данном случае	1	2
294	только через	1	2
295	это вовсе	1	2
296	что у	2	2
297	образы которые	1	2
298	том как	3	2
299	остается только	1	2
300	мы в	1	2
301	со всем	1	2
302	понятно что	1	2
303	разница между	1	2
304	то уже	1	2
305	собственно говоря	1	2
306	самый принцип	1	2
307	между тем	5	2
308	или иначе	1	2
309	всяком случае	1	2
310	в сферу	1	2
311	можно на	1	2
312	и образы	3	2
313	большею частью	1	2
314	мы видим	1	2
315	с ними	4	2
316	в какой	1	2
317	с одной	2	2
318	есть в	1	2
319	или в	3	2
320	а потому	1	2
321	но вот	1	2
322	т п	9	2
323	тем что	1	2
324	смысла и	1	2
325	момент в	3	2
326	до сих	1	2
327	именно в	2	2
328	в любой	1	2
329	зависит от	2	2
330	жизнь в	1	2
331	что мы	2	2
332	уже о	1	2
333	в частности	11	2
334	вместе с	7	2
335	так же	3	2
336	в состоянии	1	2
337	сих пор	1	2
338	же самое	2	2
339	форм и	1	2
340	мы только	1	2
341	в результате	5	2
342	от всего	1	2
343	же в	6	2
