N	2gram	Losev_Prob_3	Formalny
1	и не	35	30
2	вовсе не	37	28
3	и в	44	27
4	может быть	28	25
5	не может	7	24
6	так и	10	21
7	и его	5	19
8	в этом	17	18
9	таким образом	9	18
10	а не	18	17
11	самом деле	3	16
12	точки зрения	5	16
13	то же	13	15
14	в нем	9	15
15	в процессе	2	15
16	на самом	7	14
17	как и	10	14
18	с точки	2	14
19	не в	13	12
20	если бы	3	12
21	и т	13	11
22	в самом	3	11
23	в жизни	1	11
24	и от	9	11
25	художественное произведение	8	11
26	не могут	1	10
27	но и	10	10
28	не только	14	9
29	лишь в	1	9
30	как его	1	9
31	так как	9	9
32	так же	5	9
33	отнюдь не	10	8
34	как бы	9	8
35	при этом	4	8
36	входит в	1	8
37	ни в	8	8
38	как мы	8	8
39	в пределах	1	8
40	только в	19	8
41	как раз	8	8
42	то что	23	8
43	и все	3	8
44	что в	8	8
45	художественного произведения	14	7
46	тем же	2	7
47	с тем	5	7
48	не менее	10	7
49	потому что	25	7
50	его в	3	7
51	в его	9	7
52	в том	21	7
53	для них	2	7
54	если мы	16	7
55	там где	1	7
56	все это	5	7
57	совершенно не	4	7
58	в то	9	7
59	в искусстве	4	7
60	здесь и	3	6
61	действительности и	1	6
62	еще не	5	6
63	но в	12	6
64	все эти	7	6
65	т д	13	6
66	произведение как	1	6
67	в своей	5	6
68	и ее	3	6
69	всяком случае	6	6
70	произведения в	2	6
71	произведения как	1	6
72	все время	1	6
73	было бы	8	6
74	в литературе	1	6
75	что он	9	6
76	с другой	7	6
77	вместе с	2	6
78	в данном	9	6
79	все же	6	6
80	и для	2	6
81	бы в	2	6
82	истории литературы	1	6
83	хотя бы	3	6
84	в своих	1	6
85	во всяком	9	6
86	совсем не	2	5
87	но не	3	5
88	в истории	1	5
89	независимо от	1	5
90	что именно	1	5
91	в художественном	3	5
92	ни было	3	5
93	того чтобы	1	5
94	если же	3	5
95	в ней	5	5
96	что они	5	5
97	в дальнейшем	1	5
98	никогда не	6	5
99	и понимание	1	5
100	связи с	8	5
101	друг друга	2	5
102	и между	1	5
103	тем что	4	5
104	именно так	3	5
105	и потому	7	5
106	что же	8	5
107	не является	11	5
108	в результате	2	5
109	другой стороны	5	5
110	не есть	35	4
111	произведения но	1	4
112	в конкретном	1	4
113	мы не	7	4
114	бы то	4	4
115	как в	5	4
116	и как	3	4
117	в целом	6	4
118	но ведь	1	4
119	а вовсе	2	4
120	на ее	2	4
121	бы ни	1	4
122	подобно тому	1	4
123	то ни	6	4
124	данном случае	7	4
125	в ее	4	4
126	в слове	2	4
127	том что	12	4
128	для данного	1	4
129	по себе	25	4
130	она не	3	4
131	тогда когда	1	4
132	мы можем	6	4
133	и является	4	4
134	могут быть	2	4
135	к тому	3	4
136	о том	6	4
137	связь между	1	4
138	же и	4	4
139	уже в	3	4
140	только на	5	4
141	каждый элемент	1	4
142	для того	1	4
143	прежде всего	3	4
144	смысла и	1	4
145	до конца	1	4
146	произведение в	2	4
147	в связи	7	4
148	мы видели	2	4
149	как это	2	4
150	да и	5	4
151	слова и	3	4
152	между собой	1	4
153	произведения можно	1	4
154	из этого	3	4
155	жизни и	6	4
156	они не	1	4
157	формы и	3	3
158	художественном произведении	3	3
159	одним из	1	3
160	же как	3	3
161	того же	2	3
162	должна быть	1	3
163	мы уже	4	3
164	той же	1	3
165	мы и	2	3
166	в виду	10	3
167	литературы и	2	3
168	целое и	2	3
169	и на	1	3
170	в которых	3	3
171	во всех	2	3
172	то мы	1	3
173	то он	2	3
174	а и	1	3
175	самое понятие	1	3
176	бы и	1	3
177	что это	3	3
178	в себе	8	3
179	сливаются в	1	3
180	и с	9	3
181	это не	9	3
182	и тем	9	3
183	ее в	1	3
184	он и	2	3
185	раз и	4	3
186	в этих	2	3
187	от его	2	3
188	и более	2	3
189	тому что	4	3
190	в основе	2	3
191	для нас	16	3
192	ничто не	2	3
193	исторического процесса	1	3
194	же самое	9	3
195	оно не	1	3
196	реальной действительности	1	3
197	только то	2	3
198	ясно что	6	3
199	жизнь и	2	3
200	в эпоху	1	3
201	никак не	9	3
202	и что	7	3
203	можно сказать	6	3
204	в них	1	3
205	не нуждается	1	3
206	и следовательно	2	3
207	в него	1	3
208	дело с	1	3
209	уже не	7	3
210	нуждается в	1	3
211	в конце	5	3
212	произведения и	2	3
213	души и	1	3
214	у нас	10	3
215	не на	1	3
216	может стать	1	3
217	в той	3	3
218	того что	8	3
219	к проблеме	2	3
220	в условиях	3	3
221	сказать что	16	3
222	равно как	1	3
223	героя в	2	3
224	смысле слова	8	2
225	отношения к	3	2
226	в такой	1	2
227	он может	1	2
228	это и	7	2
229	в котором	2	2
230	значение он	1	2
231	одним и	1	2
232	который был	1	2
233	говорить о	3	2
234	он перестал	1	2
235	же что	1	2
236	и сами	2	2
237	произведения его	1	2
238	видели что	1	2
239	в сторону	1	2
240	отличие от	3	2
241	или иное	2	2
242	и речи	1	2
243	за пределы	5	2
244	чем же	4	2
245	в своем	5	2
246	и понимаем	1	2
247	не являются	2	2
248	от этого	1	2
249	то в	3	2
250	это можно	2	2
251	бы не	1	2
252	из этих	1	2
253	учение о	1	2
254	в этой	3	2
255	говорят о	3	2
256	как он	1	2
257	вообще не	1	2
258	что она	1	2
259	перестает быть	1	2
260	всех этих	2	2
261	не значит	3	2
262	ведь не	2	2
263	не как	1	2
264	какой бы	1	2
265	одной и	1	2
266	его от	1	2
267	что ни	1	2
268	возможно только	1	2
269	именно это	1	2
270	общностью и	1	2
271	этим самым	1	2
272	это значит	4	2
273	ведь если	2	2
274	он является	3	2
275	для чего	2	2
276	ни с	4	2
277	и тогда	3	2
278	нисколько не	2	2
279	том как	2	2
280	бы к	3	2
281	то его	1	2
282	в отличие	2	2
283	знаем что	1	2
284	к одной	2	2
285	но эта	3	2
286	однако в	2	2
287	необходимо чтобы	1	2
288	даже в	1	2
289	и очень	3	2
290	в отношении	2	2
291	и художественной	2	2
292	как о	5	2
293	дело не	2	2
294	правда в	1	2
295	дело в	4	2
296	и притом	4	2
297	и именно	2	2
298	только не	1	2
299	поскольку оно	1	2
300	слова как	2	2
301	находятся в	3	2
302	ровно ничего	2	2
303	тем не	10	2
304	чисто художественной	2	2
305	в каком	4	2
306	на тему	1	2
307	отличается от	4	2
308	и это	9	2
309	здесь необходимо	1	2
310	с ее	2	2
311	но при	1	2
312	здесь не	8	2
313	то или	3	2
314	если они	1	2
315	был бы	1	2
316	не ради	1	2
317	можно только	1	2
318	является в	2	2
319	поэтому в	1	2
320	для этого	6	2
321	ничего не	3	2
322	знака и	4	2
323	в самой	2	2
324	совершенно неверно	1	2
325	художественной структуры	2	2
326	ее и	2	2
327	и во	2	2
328	переходит в	2	2
329	и каждого	1	2
330	мы ни	2	2
331	в языке	1	2
332	что и	9	2
333	и только	6	2
334	от этих	1	2
335	может иметь	3	2
336	и действительно	1	2
337	поэтому и	2	2
338	же он	1	2
339	не можем	1	2
340	языка как	1	2
341	является не	2	2
342	за счет	2	2
343	из них	2	2
344	ту или	1	2
345	совсем другое	4	2
346	говорить об	1	2
347	сами по	6	2
348	произведении как	1	2
349	они будут	1	2
350	имеется еще	1	2
351	от того	2	2
352	же деле	4	2
353	без всякой	1	2
354	и содержания	1	2
355	и даже	14	2
356	или иной	8	2
357	являются только	3	2
358	мы еще	1	2
359	исторического развития	1	2
360	пародии на	1	2
361	самом же	4	2
362	была бы	1	2
363	но оно	3	2
364	но уже	3	2
365	смысле этого	1	2
366	быть только	1	2
367	этого слова	5	2
368	а к	2	2
369	но это	8	2
370	ни для	2	2
371	но для	1	2
372	и действительности	1	2
373	от него	2	2
374	у них	2	2
375	конце концов	3	2
376	мы должны	7	2
377	в целях	1	2
378	к самому	2	2
379	но если	6	2
380	в реальное	1	2
381	именно потому	3	2
382	является и	1	2
383	бы быть	3	2
384	но вовсе	1	2
385	к этому	1	2
386	в таком	5	2
387	это понятие	2	2
388	действительности так	1	1
389	между художественным	1	1
390	от этой	1	1
391	на а	1	1
392	не сводимые	1	1
393	не должны	1	1
394	языка с	1	1
395	именно эта	1	1
396	таком случае	4	1
397	целого и	1	1
398	сам по	6	1
399	и то	14	1
400	что смысл	2	1
401	и закон	1	1
402	в первом	1	1
403	и до	2	1
404	не имеют	4	1
405	ведь и	1	1
406	оно было	1	1
407	все те	1	1
408	собственном смысле	1	1
409	и этот	1	1
410	строго отличать	1	1
411	есть не	5	1
412	значения как	1	1
413	мы имеем	2	1
414	всех его	1	1
415	и нашей	1	1
416	нам в	1	1
417	а для	1	1
418	оно есть	1	1
419	из того	3	1
420	и говорят	1	1
421	этого термина	2	1
422	то это	10	1
423	конструктивного принципа	1	1
424	как впрочем	1	1
425	под эту	1	1
426	самое примитивное	1	1
427	так или	1	1
428	себе а	3	1
429	действительности когда	1	1
430	произведение и	1	1
431	историческую эпоху	1	1
432	это возможно	1	1
433	быть никакого	1	1
434	слове совершенно	1	1
435	а отношение	1	1
436	данного элемента	1	1
437	эти произведения	1	1
438	действительности тем	1	1
439	а только	5	1
440	теперь что	1	1
441	в стихе	1	1
442	значение и	5	1
443	только тогда	2	1
444	вообще как	1	1
445	вовсе нельзя	1	1
446	себе и	1	1
447	не просто	23	1
448	друга и	2	1
449	сама по	8	1
450	один и	1	1
451	знака с	3	1
452	и вовсе	4	1
453	его на	1	1
454	с этим	2	1
455	и нет	2	1
456	кроме того	3	1
457	хотя и	5	1
458	было только	1	1
459	что действительность	1	1
460	который будет	1	1
461	и художественного	1	1
462	следующим образом	1	1
463	как таковое	1	1
464	или иную	1	1
465	которых идет	1	1
466	значение если	2	1
467	из жизни	1	1
468	в литературном	1	1
469	наше сознание	1	1
470	другой то	1	1
471	никакого существенного	1	1
472	в нашем	5	1
473	и действительное	1	1
474	тоже не	5	1
475	с их	2	1
476	остановиться на	1	1
477	и тот	1	1
478	идет речь	3	1
479	иначе и	1	1
480	на то	3	1
481	всей его	2	1
482	и если	6	1
483	время и	2	1
484	а просто	1	1
485	он не	8	1
486	соприкасается с	1	1
487	данного слова	4	1
488	к одному	1	1
489	этого вопроса	1	1
490	не к	1	1
491	котором мы	1	1
492	значение может	1	1
493	по существу	2	1
494	момент художественного	1	1
495	самый образ	1	1
496	очевидным что	1	1
497	близкими и	1	1
498	и по	2	1
499	между знаком	2	1
500	так например	1	1
501	или иных	4	1
502	а ведь	3	1
503	бы от	1	1
504	в нее	1	1
505	действительности на	1	1
506	ее художественного	1	1
507	одно и	3	1
508	но все	3	1
509	что является	2	1
510	форма у	1	1
511	в одну	1	1
512	он будет	2	1
513	так называемым	1	1
514	факт что	1	1
515	же не	2	1
516	в определенном	1	1
517	если нет	2	1
518	значение в	3	1
519	же касается	4	1
520	его не	2	1
521	необходима уже	1	1
522	на создание	1	1
523	зрения на	2	1
524	и обратно	1	1
525	того или	6	1
526	каждого элемента	1	1
527	на какую-то	1	1
528	с другими	3	1
529	в плохих	1	1
530	отца и	1	1
531	быть не	1	1
532	с начала	1	1
533	чисто художественные	1	1
534	на сцене	1	1
535	другое то	1	1
536	это событие	1	1
537	тип является	1	1
538	роли и	1	1
539	нет в	1	1
540	о которых	3	1
541	с этой	3	1
542	всегда и	1	1
543	значит не	1	1
544	в чистом	3	1
545	этого произведения	3	1
546	от понятия	1	1
547	автора и	1	1
548	и того	1	1
549	одного и	1	1
550	связаны между	1	1
551	на первый	4	1
552	в первую	3	1
553	вещи в	1	1
554	и при	2	1
555	общее с	1	1
556	л толстого	1	1
557	общность и	1	1
558	и всеми	1	1
559	одной области	1	1
560	в их	2	1
561	она в	1	1
562	пушкина с	1	1
563	возможны только	2	1
564	мы говорили	2	1
565	значение то	1	1
566	могло бы	3	1
567	является только	5	1
568	и той	1	1
569	ни была	2	1
570	того если	1	1
571	но он	1	1
572	при условии	2	1
573	в понятии	2	1
574	и эти	1	1
575	бы о	2	1
576	мере в	1	1
577	в какую	1	1
578	и почти	1	1
579	вместе со	1	1
580	же мы	1	1
581	же такое	3	1
582	нет никакого	4	1
583	имели в	2	1
584	каждого отдельного	1	1
585	чистом виде	2	1
586	дня и	1	1
587	с ним	7	1
588	тем самым	5	1
589	знаком и	3	1
590	случае они	1	1
591	и вместо	1	1
592	на себе	3	1
593	на него	1	1
594	состоящее из	1	1
595	и бесконечно	1	1
596	иметь в	1	1
597	но только	6	1
598	та или	3	1
599	говорят что	1	1
600	возможно и	2	1
601	больше чем	1	1
602	действительности но	2	1
603	как она	2	1
604	и связи	1	1
605	предполагать что	1	1
606	правда это	1	1
607	не ставит	1	1
608	целом и	1	1
