N	3gram	Bakhtin_fo_1	StatiiOP
1	в том что	2	16
2	о том что	1	11
3	в этом отношении	3	9
4	для того чтобы	5	5
5	до сих пор	3	5
6	вместе с тем	2	5
7	дело в том	2	4
8	тот факт что	1	4
9	с самого начала	2	3
10	и т п	8	3
11	так же как	2	3
12	во всяком случае	1	3
13	в том же	1	2
14	так и в	1	2
15	том что в	1	2
16	как своего рода	1	2
17	но все это	1	2
18	в это время	1	2
19	в другом месте	1	2
20	к тому времени	1	2
21	в отличие от	2	2
22	и в этом	1	2
23	совершенно так же	1	2
24	с тем что	1	2
25	к тому же	2	2
26	в значительной степени	1	2
27	сами по себе	1	2
28	в самом деле	1	2
29	с точки зрения	2	2
30	но все же	2	2
31	как раз в	4	2
32	почти ничего не	1	1
33	случилось так что	1	1
34	не похож на	1	1
35	и в котором	1	1
36	в ту же	1	1
37	но в отношении	1	1
38	в том числе	4	1
39	и в особенности	2	1
40	не было этого	1	1
41	по сравнению с	2	1
42	и др в	2	1
43	нравов и обычаев	1	1
44	ту же ночь	1	1
45	из того же	1	1
46	да и в	1	1
47	конечно и речи	2	1
48	и в том	1	1
49	к выводу что	1	1
50	в определенном направлении	1	1
51	значение но в	1	1
52	на этой почве	1	1
53	говорит о том	1	1
54	быть конечно и	2	1
55	здесь не место	2	1
56	в той же	1	1
57	но кроме того	1	1
58	точка зрения на	1	1
59	большую роль в	1	1
60	в этом случае	1	1
61	и в трагедии	1	1
62	и то же	3	1
63	в то время	3	1
64	они их не	1	1
65	по отношению к	3	1
66	в виду что	1	1
67	но вместе с	1	1
68	но он не	1	1
69	друг к другу	2	1
70	в то же	6	1
71	не могло быть	3	1
72	себя прежде всего	1	1
73	и речи о	1	1
74	совершенно независимо от	1	1
75	известно например что	1	1
76	в связи с	5	1
77	не оставляет никаких	1	1
78	то же время	9	1
79	и тот факт	1	1
80	и по существу	1	1
81	в зависимости от	1	1
82	имел в виду	1	1
83	в высшей степени	1	1
84	в исторический роман	1	1
85	этот вопрос в	1	1
86	их и не	1	1
87	в свою очередь	1	1
88	в данном случае	1	1
89	в том самом	1	1
90	одно и то	3	1
91	быть еще и	1	1
