N	2gram	Tiupa_Lite_3	Istorich
1	и в	16	24
2	не только	14	21
3	что он	5	21
4	и т	1	17
5	может быть	12	14
6	не может	8	14
7	что в	2	13
8	в этих	1	13
9	как в	5	12
10	в этом	14	12
11	но и	14	11
12	это не	5	10
13	том что	8	10
14	у него	1	10
15	а в	5	10
16	все же	2	9
17	с другой	6	9
18	не в	10	9
19	о том	6	9
20	потому что	3	9
21	то же	9	8
22	еще не	6	8
23	что и	2	8
24	так как	1	8
25	другой стороны	2	8
26	а не	12	8
27	все это	1	8
28	во всех	2	7
29	то что	12	7
30	в первую	1	7
31	с собой	1	7
32	к нему	1	7
33	что здесь	1	7
34	один из	2	7
35	в том	12	7
36	вместе с	5	7
37	но не	4	6
38	как он	1	6
39	в нем	2	6
40	он не	1	6
41	как и	5	6
42	враждебности к	1	6
43	для нас	1	6
44	и все	1	6
45	а именно	5	6
46	того что	9	6
47	только в	7	6
48	тем что	2	6
49	так же	2	6
50	с этой	2	6
51	во время	1	6
52	задачи в	1	5
53	то это	2	5
54	в чем	1	5
55	с одной	4	5
56	отношение к	2	5
57	но в	3	5
58	право на	2	5
59	здесь мы	1	5
60	не менее	2	5
61	в русской	1	5
62	так и	9	5
63	одной стороны	4	5
64	там где	3	5
65	героя и	1	5
66	начинается с	1	4
67	мы уже	1	4
68	представляет собой	2	4
69	первый взгляд	1	4
70	как бы	8	4
71	при этом	15	4
72	не всегда	2	4
73	на первый	1	4
74	точки зрения	7	4
75	в их	1	4
76	своего рода	10	4
77	тем не	1	4
78	по существу	4	4
79	не имеет	1	4
80	никогда не	4	4
81	так в	1	4
82	что у	2	4
83	на вопрос	1	4
84	с того	1	4
85	то и	1	4
86	вовсе не	1	4
87	если не	2	4
88	в данном	4	4
89	и не	22	4
90	одной из	1	4
91	есть и	1	4
92	например в	3	3
93	не вполне	2	3
94	и он	1	3
95	с его	6	3
96	герой не	1	3
97	тогда как	17	3
98	себе и	1	3
99	что они	1	3
100	к себе	8	3
101	хотя и	4	3
102	когда он	2	3
103	и наконец	3	3
104	на то	2	3
105	и если	4	3
106	героя здесь	1	3
107	том чтобы	2	3
108	его в	2	3
109	кажется что	1	3
110	в них	1	3
111	вопрос о	2	3
112	в конце	2	3
113	и герой	1	3
114	как мы	2	3
115	тогда когда	1	3
116	и его	6	3
117	связи с	2	3
118	данном случае	4	3
119	исчезает из	1	3
120	не столько	1	3
121	здесь нет	1	3
122	еще одна	1	3
123	приходит к	1	3
124	не знаю	2	3
125	и она	1	3
126	по дороге	2	3
127	в качестве	5	3
128	так что	1	3
129	уже в	1	3
130	не случайно	3	3
131	и даже	2	3
132	пришли к	1	3
133	по своим	1	3
134	связано с	1	3
135	превращается в	1	3
136	в свете	1	3
137	что за	1	3
138	этой точки	1	3
139	но это	1	3
140	с ней	2	3
141	ее в	2	3
142	с тех	1	2
143	из самых	1	2
144	свое место	3	2
145	что эти	1	2
146	по его	1	2
147	его не	1	2
148	на себя	2	2
149	и ее	2	2
150	власть над	1	2
151	того же	2	2
152	и на	2	2
153	к которой	1	2
154	если в	1	2
155	со стороны	7	2
156	не просто	1	2
157	с этим	1	2
158	стороны и	2	2
159	перед нами	1	2
160	что по	1	2
161	в действительности	1	2
162	в самом	3	2
163	он в	2	2
164	еще один	2	2
165	им в	2	2
166	ее как	1	2
167	после чего	1	2
168	вообще не	1	2
169	на его	3	2
170	в силу	1	2
171	жить в	1	2
172	было бы	2	2
173	и тем	3	2
174	сам он	1	2
175	этого не	1	2
176	нас не	1	2
177	в котором	1	2
178	к этому	2	2
179	но он	1	2
180	новые и	1	2
181	нас к	2	2
182	тому что	1	2
183	она не	1	2
184	вплоть до	2	2
185	в таких	1	2
186	в то	9	2
187	что такое	1	2
188	тому кто	1	2
189	не по	1	2
190	в основе	5	2
191	что вы	1	2
192	и отдал	1	2
193	друг друга	1	2
194	во всем	1	2
195	ему все	1	2
196	как только	1	2
197	его за	1	2
198	но по	1	2
199	но при	1	2
200	в ее	5	2
201	на том	1	2
202	имеется в	1	2
203	восходит к	1	2
204	в ряд	1	2
205	сюда же	1	2
206	способность к	1	2
207	если это	2	2
208	герой в	2	2
209	здесь не	2	2
210	небо и	1	2
211	это означает	1	2
212	конечно не	1	2
213	уже не	3	2
214	и у	1	2
215	только на	1	2
216	на свое	2	2
217	что не	2	2
218	или даже	1	2
219	из них	4	2
220	ни с	2	2
221	там на	1	2
222	прежде всего	3	2
223	на этот	1	2
224	ничем не	1	2
225	выше и	2	2
226	в руках	1	2
227	становится ясным	1	2
228	в связи	1	2
229	как это	3	2
230	и там	1	2
231	в литературе	1	2
232	это значит	1	2
233	вышел на	1	2
234	и от	1	2
235	и о	1	2
236	этом и	1	2
237	это как	3	2
238	в другое	1	2
239	но вот	1	2
240	сказать что	1	2
241	всех других	1	2
242	они не	1	2
243	и наиболее	1	1
244	отношения к	3	1
245	одним из	4	1
246	песни и	2	1
247	самом деле	3	1
248	как известно	1	1
249	от этой	1	1
250	и общественного	1	1
251	к этой	1	1
252	между двумя	1	1
253	из его	1	1
254	есть не	1	1
255	и новые	1	1
256	что иное	1	1
257	я не	2	1
258	как я	1	1
259	в ней	1	1
260	более или	1	1
261	он был	1	1
262	почву для	1	1
263	бы то	2	1
264	тем как	1	1
265	не знала	1	1
266	о смерти	1	1
267	легко может	2	1
268	по небу	1	1
269	по отношению	4	1
270	искусство в	2	1
271	он пишет	1	1
272	значение имеет	1	1
273	определяется не	1	1
274	сама по	1	1
275	независимо от	1	1
276	не согласиться	2	1
277	встречи с	1	1
278	вспомним что	1	1
279	в своем	1	1
280	и как	3	1
281	это тоже	1	1
282	и к	3	1
283	которая еще	1	1
284	самом начале	1	1
285	искусство и	1	1
286	и хотя	1	1
287	в этот	1	1
288	или иную	1	1
289	за собой	1	1
290	он выражается	1	1
291	ситуации в	1	1
292	в целом	5	1
293	чем бы	1	1
294	не один	1	1
295	в этой	8	1
296	что к	1	1
297	в плену	1	1
298	что оказывается	1	1
299	он все	2	1
300	обращаясь к	1	1
301	состоит в	6	1
302	в зеркало	1	1
303	и вот	2	1
304	ни было	2	1
305	с места	1	1
306	служит знаком	1	1
307	и за	1	1
308	в каждом	1	1
309	в работе	2	1
310	то ни	2	1
311	в совершенно	2	1
312	в другом	6	1
313	а по	2	1
314	на все	1	1
315	знает что	2	1
316	входит в	4	1
317	на протяжении	1	1
318	еще одно	1	1
319	здесь это	2	1
320	духа в	1	1
321	но уже	3	1
322	о которых	1	1
323	и делает	1	1
324	она и	2	1
325	далеко не	2	1
326	для своего	2	1
327	и подобные	1	1
328	с тем	1	1
329	со своими	2	1
330	и уже	1	1
331	и вне	1	1
332	в твоей	1	1
333	в чистом	1	1
334	и было	1	1
335	должно быть	4	1
336	автора и	2	1
337	заодно с	1	1
338	вы с	1	1
339	или менее	1	1
340	с ума	1	1
341	от своего	1	1
342	и при	2	1
343	в своей	7	1
344	этой связи	1	1
345	взгляд на	3	1
346	народ и	1	1
347	с точки	3	1
348	от себя	2	1
349	что я	5	1
350	состоящее в	1	1
351	всякий раз	2	1
352	и другого	2	1
353	между мужчиной	1	1
354	такую же	1	1
355	друг другу	1	1
356	отцом и	1	1
357	и более	1	1
358	что сам	1	1
359	и наоборот	2	1
360	и то	1	1
361	в предыдущем	1	1
362	по себе	2	1
363	и есть	1	1
364	то с	1	1
365	приводят к	1	1
366	чистом виде	1	1
367	тем самым	7	1
368	почти никогда	1	1
369	мышления и	1	1
370	и остается	1	1
371	что ей	1	1
372	он мог	1	1
373	для всего	1	1
374	он с	1	1
375	к тебе	1	1
376	этого явления	1	1
377	нельзя не	1	1
378	о ней	1	1
379	и цель	1	1
380	ему и	1	1
381	вот сейчас	1	1
382	как будто	4	1
383	мы и	2	1
384	ему не	1	1
385	вот в	2	1
386	же самое	2	1
387	мы все	1	1
388	дух в	1	1
