N	3gram	Medvedev_F_2	Myslijsy
1	более или менее	1	8
2	сами по себе	2	7
3	во всяком случае	5	7
4	в том что	2	7
5	в свою очередь	1	6
6	по крайней мере	1	5
7	тем не менее	1	5
8	до сих пор	1	4
9	сам по себе	3	4
10	не было бы	1	4
11	то и другое	2	4
12	в том смысле	3	4
13	с одной стороны	1	3
14	смысле этого слова	1	3
15	не могут быть	4	3
16	но тем не	1	3
17	мы не можем	1	3
18	и т п	9	3
19	и т д	5	3
20	там где оно	1	2
21	на самом деле	3	2
22	нам кажется что	1	2
23	в таком случае	1	2
24	того что они	1	2
25	можно думать что	1	2
26	от одного к	1	2
27	между звуком и	5	2
28	не в том	3	2
29	с другой стороны	3	2
30	для того чтобы	3	2
31	то же время	5	2
32	так и в	3	2
33	не может быть	10	2
34	с самого начала	2	2
35	одного к другому	1	2
36	в этом смысле	2	2
37	в то же	5	2
38	таким образом в	1	2
39	сама по себе	1	2
40	что если бы	1	2
41	один и тот	1	1
42	и связанные с	1	1
43	из нашего сознания	1	1
44	в ней все	1	1
45	прежде всего на	1	1
46	большей или меньшей	1	1
47	к другому в	1	1
48	то что они	1	1
49	в таком виде	1	1
50	но даже и	1	1
51	ли можно будет	1	1
52	и как увидим	1	1
53	языка и не	1	1
54	что же касается	1	1
55	потому что не	1	1
56	т п однако	1	1
57	только в том	1	1
58	и то и	2	1
59	том случае если	1	1
60	и в других	1	1
61	в организме и	1	1
62	в отличие от	2	1
63	значение звука в	1	1
64	бы то ни	1	1
65	из того что	1	1
66	в собственном смысле	1	1
67	с тем что	5	1
68	при этом не	1	1
69	в той мере	1	1
70	и не может	3	1
71	при помощи этого	1	1
72	смысле в каком	1	1
73	бы она ни	3	1
74	и не в	2	1
75	вместе с тем	4	1
76	в том случае	2	1
77	а если и	1	1
78	этом смысле мы	1	1
79	том смысле в	1	1
80	как и в	1	1
81	каждый из этих	1	1
82	связей с другими	1	1
83	могут быть названы	1	1
84	той мере в	1	1
85	в том как	1	1
86	в применении к	2	1
87	между тем в	1	1
88	она входит в	1	1
89	то что он	1	1
90	во всех этих	1	1
91	это не так	1	1
92	в каком мы	1	1
93	не имеет места	1	1
94	в большей или	1	1
95	все же не	1	1
96	в связи с	10	1
97	не для того	1	1
98	которое не может	1	1
99	сознания таким образом	1	1
100	мере в какой	1	1
101	и тот же	1	1
102	что они не	1	1
103	она могла бы	1	1
104	внутренняя форма слова	1	1
105	есть разница между	1	1
106	слово с его	1	1
107	перед нами совсем	1	1
108	том смысле что	2	1
109	в том чтобы	1	1
110	она ни была	3	1
111	в этом случае	1	1
112	ничего общего с	1	1
113	и тем самым	1	1
114	что и в	1	1
115	но все эти	1	1
116	но все же	2	1
117	мы знаем что	1	1
118	мы говорим о	2	1
119	если мы в	1	1
120	в большинстве случаев	3	1
121	и в этом	5	1
122	языка и т	1	1
