N	2gram	Voloshinov_1	Narrotol
1	не только	4	32
2	может быть	14	25
3	но и	3	23
4	в качестве	1	21
5	и не	10	20
6	то есть	1	19
7	и в	12	19
8	в том	6	18
9	в этом	4	17
10	в частности	1	14
11	не в	4	14
12	том что	5	14
13	а не	5	12
14	то что	5	11
15	не может	16	10
16	точки зрения	14	10
17	так и	4	9
18	в его	2	9
19	при этом	6	9
20	в себе	3	8
21	во времени	1	8
22	и т.п	1	8
23	героя в	1	8
24	с другой	4	8
25	не является	1	8
26	все же	4	7
27	еще не	3	7
28	как и	5	7
29	одной стороны	2	7
30	к тому	1	7
31	с одной	2	7
32	по отношению	11	7
33	как в	5	7
34	на протяжении	1	6
35	отношению к	11	6
36	высказывания в	1	6
37	как это	2	6
38	но не	2	6
39	в себя	2	6
40	но в	5	6
41	именно в	1	6
42	о том	3	6
43	то в	1	6
44	точка зрения	3	6
45	с его	2	6
46	в форме	2	5
47	можно сказать	5	5
48	к нему	4	5
49	по себе	3	5
50	нуждается в	3	5
51	и его	13	5
52	отнюдь не	5	5
53	тому же	2	5
54	уже не	4	5
55	далеко не	1	5
56	себя в	1	5
57	в основе	1	5
58	в данном	2	5
59	и с	3	4
60	же время	1	4
61	данном случае	2	4
62	прежде всего	8	4
63	здесь не	3	4
64	другой стороны	2	4
65	хотя бы	5	4
66	те же	2	4
67	но все	2	4
68	же не	1	4
69	то же	5	4
70	героя и	5	4
71	что не	4	4
72	да и	3	4
73	имеет место	2	4
74	в пространстве	1	4
75	только в	6	4
76	в особенности	2	4
77	и тем	1	4
78	точку зрения	2	4
79	у него	1	4
80	связи с	1	4
81	было бы	1	4
82	перед нами	1	4
83	основе своей	1	4
84	как бы	13	4
85	сказать что	7	4
86	в нем	6	4
87	столь же	1	3
88	это и	1	3
89	жизни и	4	3
90	не есть	2	3
91	бы то	3	3
92	что они	1	3
93	ни было	4	3
94	не менее	3	3
95	из двух	1	3
96	в произведении	1	3
97	и он	1	3
98	по своей	1	3
99	сводится к	1	3
100	жизни в	1	3
101	что в	2	3
102	в ее	1	3
103	между тем	3	3
104	никогда не	5	3
105	хотя и	1	3
106	на него	2	3
107	высказывания и	2	3
108	с ее	1	3
109	как мы	1	3
110	то ни	3	3
111	в то	2	3
112	что это	1	3
113	ни в	3	3
114	свою очередь	1	3
115	к содержанию	6	3
116	тем не	3	3
117	а с	1	3
118	в конечном	1	3
119	же как	1	3
120	могут быть	2	3
121	не существует	1	3
122	когда он	3	3
123	этом отношении	1	3
124	и на	4	3
125	он не	2	3
126	в ней	6	3
127	на себя	1	3
128	уже в	2	3
129	как будто	1	3
130	обратимся к	1	3
131	в свою	1	3
132	все эти	3	2
133	точек зрения	3	2
134	когда мы	1	2
135	в значительной	1	2
136	оно не	2	2
137	должна быть	5	2
138	в обоих	1	2
139	от всех	2	2
140	не всегда	1	2
141	в литературе	4	2
142	говорит о	1	2
143	в двух	1	2
144	и тот	1	2
145	так же	3	2
146	и для	3	2
147	и ее	3	2
148	не было	1	2
149	и все	2	2
150	есть в	1	2
151	независимо от	2	2
152	к которому	1	2
153	включает в	1	2
154	конечном счете	1	2
155	этой точки	3	2
156	бы не	2	2
157	та же	1	2
158	было в	1	2
159	одно из	1	2
160	его в	4	2
161	или даже	1	2
162	и только	1	2
163	его как	2	2
164	все то	1	2
165	между собой	2	2
166	в результате	1	2
167	зрения на	1	2
168	отношение к	4	2
169	например в	1	2
170	для него	3	2
171	между ними	2	2
172	дело с	2	2
173	в таком	1	2
174	сами по	1	2
175	значительной степени	1	2
176	с точки	2	2
177	они не	1	2
178	имеем дело	1	2
179	зрения и	1	2
180	не на	1	2
181	то она	1	2
182	в организации	1	2
183	и потому	2	2
184	события а	1	2
185	ничего не	2	2
186	как к	3	2
187	о чем	1	2
188	наряду с	1	2
189	художественного высказывания	1	2
190	или менее	1	2
191	в пределах	3	2
192	и др	5	2
193	себе не	1	2
194	что именно	1	2
195	и сейчас	1	2
196	себя и	2	2
197	она не	2	2
198	что мы	5	2
199	несмотря на	1	2
200	не как	1	2
201	у нее	1	2
202	тем более	1	2
203	следует отметить	1	2
204	подобно тому	1	2
205	в какой	2	2
206	или иного	1	2
207	героя с	1	2
208	форма высказывания	2	2
209	самом деле	3	2
210	это не	2	2
211	жизнью и	2	2
212	не то	1	2
213	тому как	1	2
214	можно было	1	2
215	мы имеем	2	2
216	в своем	2	2
217	со словами	1	2
218	всей его	1	2
219	более или	1	2
220	зависит от	2	2
221	что каждый	1	1
222	что оно	1	1
223	который и	1	1
224	и совершенно	2	1
225	может и	1	1
226	входя в	1	1
227	слушателя в	2	1
228	какой бы	1	1
229	не отражает	2	1
230	его смысла	1	1
231	и иных	1	1
232	бы но	1	1
233	между людьми	1	1
234	известной степени	2	1
235	или иных	1	1
236	и здесь	2	1
237	не знает	1	1
238	для нас	7	1
239	и наконец	3	1
240	поэтикой и	1	1
241	в другом	1	1
242	входит в	1	1
243	если же	2	1
244	себе оно	1	1
245	материала в	1	1
246	место в	2	1
247	аналогии с	1	1
248	и который	1	1
249	если оно	1	1
250	однако он	1	1
251	кто не	1	1
252	и является	4	1
253	для всего	1	1
254	крайней мере	1	1
255	на передний	1	1
256	или может	1	1
257	это часто	1	1
258	поскольку мы	1	1
259	вовсе не	1	1
260	возможна только	2	1
261	образом не	1	1
262	ей в	1	1
263	связь с	2	1
264	таким образом	12	1
265	в комнате	2	1
266	слушателя к	1	1
267	обстоит дело	1	1
268	сих пор	3	1
269	отличная от	1	1
270	автора с	1	1
271	с ним	3	1
272	и во	1	1
273	и вообще	3	1
274	быть только	2	1
275	оценки и	2	1
276	мы не	3	1
277	не так	2	1
278	до сих	3	1
279	в смысле	1	1
280	в различные	1	1
281	или хотя	1	1
282	от него	1	1
283	с другими	2	1
284	и интонациями	1	1
285	этих свойств	1	1
286	во всех	1	1
287	только то	1	1
288	там же	1	1
289	в художественном	3	1
290	и того	1	1
291	чрезвычайно важный	1	1
292	более того	2	1
293	и должна	1	1
294	слова не	1	1
295	однако эта	1	1
296	внутренней речи	3	1
297	до известной	2	1
298	обоих этих	1	1
299	и пр	3	1
300	его и	1	1
301	отношения между	1	1
302	на что	1	1
303	в неразрывное	1	1
