N	2gram	Losev_Dial_1	Istorich
1	и в	18	26
2	т е	25	22
3	так как	11	18
4	мы имеем	2	14
5	никогда не	9	13
6	потому что	14	13
7	в этом	12	12
8	таким образом	1	12
9	в том	9	12
10	что в	13	12
11	в царство	1	11
12	может быть	17	11
13	и т	21	10
14	не только	13	10
15	том что	9	10
16	представления о	1	10
17	в образе	1	10
18	с другой	6	10
19	и не	30	10
20	еще не	2	9
21	представление о	1	9
22	а именно	1	9
23	что он	11	9
24	но и	7	9
25	и это	2	8
26	все эти	2	8
27	все же	5	8
28	в нем	16	8
29	т д	19	8
30	на том	1	8
31	с ним	6	8
32	вместе с	1	8
33	другой стороны	4	8
34	например в	1	7
35	но в	6	7
36	мы можем	4	7
37	и его	1	7
38	о том	4	7
39	с одной	2	7
40	уже не	2	7
41	у него	1	7
42	превращается в	1	7
43	одной стороны	2	7
44	мы уже	1	6
45	мы не	1	6
46	эта связь	1	6
47	как в	2	6
48	как он	4	6
49	так в	1	6
50	и с	5	6
51	в виде	2	6
52	то что	13	6
53	и там	1	6
54	не может	12	6
55	то же	10	5
56	в ней	3	5
57	не будет	1	5
58	чаще всего	2	5
59	и этим	1	5
60	как и	2	5
61	и эти	1	5
62	и что	12	5
63	в то	6	5
64	мифе о	1	5
65	то это	4	5
66	так и	9	5
67	в его	3	5
68	мы видим	4	5
69	только в	3	5
70	там где	1	5
71	как это	4	5
72	его в	1	5
73	на небе	1	5
74	представлениями о	1	5
75	в воде	2	5
76	как мы	4	4
77	и он	5	4
78	что оно	5	4
79	но как	2	4
80	из этих	2	4
81	после этого	1	4
82	на земле	2	4
83	и по	1	4
84	здесь мы	1	4
85	это не	9	4
86	и тем	1	4
87	не всегда	1	4
88	здесь же	1	4
89	в очень	1	4
90	а также	1	4
91	что и	3	4
92	что между	1	4
93	он имеет	1	4
94	себе в	1	4
95	до сих	2	4
96	прежде всего	10	4
97	связано с	1	4
98	зависит от	1	4
99	одну из	1	4
100	как бы	11	4
101	сих пор	2	4
102	у них	3	4
103	но это	8	4
104	в мифе	12	4
105	есть и	5	4
106	все что	1	4
107	же как	2	3
108	и то	9	3
109	почти всегда	4	3
110	должна быть	3	3
111	этот обряд	3	3
112	на островах	1	3
113	время как	2	3
114	ее к	1	3
115	или иное	3	3
116	когда он	1	3
117	и наконец	1	3
118	та же	3	3
119	в себе	11	3
120	если он	1	3
121	борьбы с	1	3
122	вообще не	1	3
123	что она	7	3
124	главным образом	1	3
125	при этом	1	3
126	если бы	12	3
127	и вот	6	3
128	так например	1	3
129	него и	1	3
130	в них	3	3
131	нет в	1	3
132	такой же	2	3
133	в своей	2	3
134	этого представления	1	3
135	не в	6	3
136	она не	6	3
137	того как	1	3
138	не потому	1	3
139	могут быть	3	3
140	вот почему	1	3
141	как только	2	3
142	его с	3	3
143	и другие	1	3
144	то время	1	3
145	если они	1	3
146	имеется в	1	3
147	показывает что	1	3
148	другими словами	2	3
149	от него	4	3
150	же можно	2	3
151	но так	2	3
152	один из	3	3
153	меня и	1	3
154	в качестве	2	3
155	так что	15	3
156	при помощи	1	3
157	и других	1	3
158	ее не	1	3
159	от того	1	3
160	и только	1	3
161	со стороны	2	3
162	далеко не	1	3
163	но есть	2	3
164	больше и	1	3
165	от этого	3	3
166	не было	6	3
167	в частности	2	3
168	в него	2	3
169	к своему	1	3
170	в данном	3	3
171	наряду с	1	3
172	как будто	1	3
173	что здесь	2	3
174	и от	2	3
175	кроме того	1	3
176	только одна	1	3
177	вопрос о	2	3
178	каждый год	1	3
179	на первый	1	3
180	а в	5	3
181	еще в	1	3
182	и эта	2	3
183	сказать что	10	3
184	из этого	1	3
185	к этому	2	3
186	небо и	1	3
187	они не	1	3
188	что эти	1	2
189	и больше	2	2
190	то самое	1	2
191	что иное	1	2
192	но не	4	2
193	то он	2	2
194	на то	5	2
195	относится к	2	2
196	с этим	2	2
197	дает нам	1	2
198	в своем	5	2
199	то или	3	2
200	что касается	2	2
201	перед нами	1	2
202	и как	7	2
203	что это	11	2
204	в этой	1	2
205	и они	1	2
206	то и	2	2
207	и до	1	2
208	но он	1	2
209	львы и	1	2
210	он не	3	2
211	или другое	1	2
212	людей и	1	2
213	с этой	2	2
214	можно было	5	2
215	но все	3	2
216	же не	1	2
217	его не	6	2
218	было бы	12	2
219	уже знаем	1	2
220	обе стороны	3	2
221	кажется что	1	2
222	ни в	15	2
223	солнце и	1	2
224	вовсе не	7	2
225	а потом	5	2
226	земли и	1	2
227	и сейчас	2	2
228	видели в	1	2
229	в которых	2	2
230	знаем что	1	2
231	миф о	1	2
232	образом и	2	2
233	которые в	1	2
234	без всяких	1	2
235	миф и	4	2
236	где нет	1	2
237	даже в	3	2
238	тем самым	1	2
239	можно указать	2	2
240	и другое	2	2
241	не имеет	15	2
242	это мы	4	2
243	или как	1	2
244	это далеко	1	2
245	нет ни	2	2
246	ее на	2	2
247	отличается от	2	2
248	об одном	2	2
249	должны быть	1	2
250	к тому	4	2
251	например на	1	2
252	утверждать что	3	2
253	где он	1	2
254	с мифом	1	2
255	но при	1	2
256	здесь не	1	2
257	только то	4	2
258	и сам	1	2
259	что у	1	2
260	этим в	1	2
261	о котором	1	2
262	ничего не	17	2
263	но мы	1	2
264	можно сказать	6	2
265	как у	2	2
266	чтобы получить	1	2
267	уже ясно	1	2
268	эти два	2	2
269	не видел	1	2
270	все время	1	2
271	того что	2	2
272	или же	1	2
273	всякие попытки	1	2
274	мир не	1	2
275	совсем другое	1	2
276	не так	1	2
277	никто не	2	2
278	пока не	1	2
279	всяком случае	2	2
280	мы находим	7	2
281	смерти и	1	2
282	их можно	1	2
283	что они	3	2
284	а с	2	2
285	и др	1	2
286	что не	7	2
287	а не	14	2
288	о чем	2	2
289	он и	2	2
290	может иметь	3	2
291	уже давно	1	2
292	так же	4	2
293	все больше	1	2
294	на тот	1	2
295	когда мы	1	2
296	что же	3	2
297	быть только	1	2
298	стороны и	3	2
299	значит что	14	2
300	что мы	1	2
301	видно что	1	2
302	но для	1	2
303	мы найдем	1	2
304	что там	1	2
305	мира и	1	2
306	или другой	4	2
307	для нас	1	2
308	мы должны	5	2
309	только что	3	2
310	в этих	5	2
311	но вот	3	2
312	не есть	40	2
313	с ними	2	2
314	в последнем	1	2
315	жизни и	3	2
316	также не	1	2
317	я могу	2	2
318	точно так	2	2
319	во всяком	4	2
320	пополам и	2	1
321	что отношение	1	1
322	речь идет	1	1
323	отношения к	3	1
324	также и	7	1
325	китайского императора	1	1
326	имеет как	1	1
327	в связи	1	1
328	только потому	3	1
329	силы и	1	1
330	мере в	1	1
331	и есть	16	1
332	очень много	3	1
333	и этот	1	1
334	а как	1	1
335	есть не	3	1
336	он также	1	1
337	если я	1	1
338	или наоборот	2	1
339	что если	2	1
340	бы что	1	1
341	и ранний	1	1
342	этом не	1	1
343	он как	1	1
344	но она	3	1
345	как то	1	1
346	оно есть	2	1
347	в полной	2	1
348	же что	1	1
349	частный случай	1	1
350	себе что	1	1
351	это ведьма	1	1
352	сторону и	2	1
353	форму но	1	1
354	так или	1	1
355	как один	2	1
356	так если	1	1
357	во всех	1	1
