N	2gram	Vinokur_St_2	Myshleni
1	в этом	21	29
2	точки зрения	5	28
3	и в	29	26
4	не только	19	24
5	то что	11	24
6	таким образом	10	23
7	с точки	2	21
8	и речи	2	19
9	представляет собой	1	19
10	того чтобы	6	19
11	для того	7	18
12	в том	27	18
13	и не	9	18
14	том что	27	17
15	потому что	9	16
16	как и	2	15
17	как мы	1	14
18	того что	5	14
19	так как	2	14
20	так же	3	14
21	этом случае	1	14
22	и его	6	12
23	вместе с	7	12
24	что в	19	12
25	в которой	11	11
26	только не	2	11
27	но и	19	11
28	не может	2	11
29	что они	2	10
30	в развитии	1	10
31	в сущности	1	9
32	в самом	7	9
33	в себе	2	9
34	тому что	7	9
35	мысли в	1	9
36	по сравнению	1	9
37	тем что	3	9
38	по своему	2	9
39	же как	3	8
40	то же	2	8
41	той же	1	8
42	что она	1	8
43	что он	13	8
44	только в	2	8
45	свое выражение	2	8
46	сравнению с	1	8
47	ее в	2	8
48	сказать что	2	8
49	и то	1	7
50	мы не	1	7
51	и к	4	7
52	с самого	3	7
53	представление о	1	7
54	самого начала	3	7
55	к тому	10	7
56	может быть	2	7
57	прежде всего	5	7
58	самом деле	3	6
59	вопрос о	6	6
60	по отношению	1	6
61	все же	6	6
62	что это	3	6
63	все эти	2	6
64	выражение в	2	6
65	было бы	5	6
66	и тем	1	6
67	в ее	2	6
68	что эта	3	6
69	нас к	1	6
70	и что	6	6
71	заключается в	1	6
72	связь между	1	6
73	в какой	2	6
74	именно в	4	6
75	а не	5	6
76	как бы	5	6
77	как на	9	6
78	все что	1	6
79	тем же	2	5
80	из всех	1	5
81	оба эти	3	5
82	как говорит	2	5
83	и с	4	5
84	и значение	1	5
85	с тем	7	5
86	что этот	2	5
87	у нее	1	5
88	она не	1	5
89	что с	2	5
90	в процессе	2	5
91	речи не	1	5
92	данном случае	1	5
93	никак не	2	5
94	во второй	1	5
95	если бы	2	5
96	в виду	7	5
97	на вопрос	3	5
98	можно сказать	1	5
99	как она	1	5
100	в качестве	5	5
101	на всем	2	5
102	в начале	3	5
103	одно из	1	5
104	себе в	1	5
105	и их	1	5
106	речи а	1	5
107	до конца	3	5
108	как это	2	5
109	в данном	2	5
110	отношению к	1	5
111	с этой	2	5
112	и для	1	5
113	в речи	4	5
114	бы в	1	5
115	только что	2	5
116	отношения между	1	4
117	едва ли	1	4
118	еще не	1	4
119	с другой	4	4
120	это и	1	4
121	как в	3	4
122	целый ряд	1	4
123	но в	8	4
124	на то	2	4
125	и во	1	4
126	в котором	7	4
127	не в	4	4
128	в той	5	4
129	не менее	3	4
130	не по	2	4
131	никогда не	3	4
132	связи с	4	4
133	в области	2	4
134	в момент	1	4
135	не могут	1	4
136	что оно	1	4
137	слова с	1	4
138	что у	4	4
139	о том	17	4
140	в пользу	3	4
141	в его	13	4
142	в свете	1	4
143	речи о	1	4
144	одной из	3	4
145	по этому	2	4
146	так что	3	4
147	то и	1	4
148	в конце	2	4
149	о чем	5	4
150	речь в	1	4
151	должны быть	1	4
152	и от	1	4
153	поэтому она	1	4
154	гораздо более	1	4
155	на самом	3	3
156	только потому	2	3
157	в первом	1	3
158	к другому	1	3
159	совпадает с	1	3
160	из того	1	3
161	в ней	7	3
162	в чем	1	3
163	но не	3	3
164	очевидно что	2	3
165	нет и	2	3
166	из важнейших	1	3
167	в этой	2	3
168	в одной	2	3
169	из этих	1	3
170	к выводу	1	3
171	он не	9	3
172	отношений между	3	3
173	и по	3	3
174	одно и	1	3
175	так и	9	3
176	об этом	6	3
177	с другими	1	3
178	не совпадает	1	3
179	это положение	1	3
180	мы видели	1	3
181	такой же	1	3
182	для него	4	3
183	в своей	7	3
184	речи так	1	3
185	тем не	2	3
186	по себе	3	3
187	значений слов	1	3
188	что ему	3	3
189	в основе	1	3
190	но только	1	3
191	я не	7	3
192	этом отношении	9	3
193	только по	2	3
194	отличается от	1	3
195	но также	4	3
196	значения и	1	3
197	с собой	1	3
198	речь как	1	3
199	этому поводу	2	3
200	во втором	1	3
201	нуждается в	1	3
202	что и	2	3
203	только на	1	3
204	мы можем	1	3
205	как раз	8	3
206	и речь	1	3
207	были бы	1	3
208	до сих	6	3
209	в живом	1	3
210	естественно что	1	3
211	и потому	2	3
212	и о	4	3
213	сих пор	5	3
214	но это	3	3
215	все это	11	3
216	и слово	1	3
217	не является	3	3
218	между ними	1	3
219	в то	2	3
220	как известно	2	2
221	не иначе	1	2
222	ту же	1	2
223	одним из	6	2
224	также и	2	2
225	мере в	2	2
226	и до	1	2
227	не раз	2	2
228	на первом	2	2
229	мы и	1	2
230	этого термина	1	2
231	и он	3	2
232	столь же	1	2
233	ответ на	1	2
234	отношение к	1	2
235	отличие от	2	2
236	идет о	3	2
237	с этим	3	2
238	остановиться на	1	2
239	говорит что	1	2
240	что слово	1	2
241	в известном	3	2
242	раз в	2	2
243	на его	2	2
244	в нем	4	2
245	в определенном	1	2
246	котором мы	1	2
247	его от	1	2
248	а затем	2	2
249	значение в	1	2
250	поэзии и	2	2
251	к другу	1	2
252	а по	1	2
253	его в	2	2
254	действительности в	1	2
255	ни в	3	2
256	о которых	2	2
257	на основании	1	2
258	несмотря на	2	2
259	они говорят	2	2
260	в этих	3	2
261	во время	2	2
262	но если	1	2
263	в их	3	2
264	в отличие	2	2
265	не удивительно	1	2
266	нельзя было	1	2
267	и той	1	2
268	но он	3	2
269	что было	2	2
270	том же	2	2
271	даже в	2	2
272	в отношении	2	2
273	можно ли	1	2
274	сущности говоря	1	2
275	не имеет	2	2
276	того как	7	2
277	нельзя не	3	2
278	ничего не	4	2
279	прежде чем	1	2
280	у нас	3	2
281	исходить из	1	2
282	чтобы сделать	2	2
283	что при	1	2
284	одним и	1	2
285	что все	1	2
286	свою очередь	1	2
287	если попытаться	1	2
288	то время	1	2
289	можно было	1	2
290	и которые	1	2
291	выводу что	1	2
292	образом в	1	2
293	нее есть	1	2
294	и здесь	3	2
295	одновременно и	1	2
296	внимание на	4	2
297	одного из	1	2
298	перед вами	1	2
