N	2gram	Bakhtin_fo_2	Problema
1	то что	7	42
2	вовсе не	13	35
3	то есть	10	33
4	и в	46	32
5	и не	9	31
6	в этом	22	19
7	не только	11	17
8	потому что	8	16
9	в себе	4	15
10	по себе	2	15
11	в виде	1	15
12	а не	4	15
13	но в	10	14
14	у нас	2	14
15	может быть	7	14
16	как бы	10	14
17	в нем	5	13
18	и тем	1	13
19	сказать что	1	13
20	вещи и	2	12
21	том что	4	12
22	что в	5	12
23	так и	7	12
24	и т	14	11
25	также и	4	11
26	есть нечто	1	11
27	так как	6	11
28	о том	4	11
29	и даже	3	11
30	то же	8	10
31	отнюдь не	4	10
32	в этой	2	10
33	т д	3	10
34	об этом	1	10
35	прежде всего	14	10
36	еще не	6	9
37	но не	5	9
38	раз и	1	9
39	того чтобы	8	9
40	же самое	3	9
41	и это	2	9
42	и что	1	9
43	но и	9	9
44	по своему	2	9
45	в данном	2	9
46	это есть	1	9
47	в том	10	9
48	так же	2	9
49	в таком	1	9
50	и о	2	8
51	и ее	1	8
52	и на	7	8
53	все эти	5	8
54	для того	8	8
55	было бы	2	8
56	он и	1	8
57	в своей	1	8
58	когда мы	1	8
59	данном случае	1	8
60	как нечто	1	8
61	не может	2	8
62	но это	2	8
63	смысле слова	2	7
64	во всех	11	7
65	всех этих	7	7
66	ни в	1	7
67	в них	7	7
68	и является	1	7
69	как мы	6	7
70	здесь не	2	7
71	никогда не	6	7
72	того что	3	7
73	что он	3	7
74	только в	11	7
75	тем что	3	7
76	все это	6	7
77	и все	6	7
78	во всяком	2	7
79	и то	1	6
80	самом деле	1	6
81	на самом	1	6
82	и есть	2	6
83	есть не	1	6
84	говорить о	2	6
85	но как	1	6
86	за пределы	1	6
87	и как	3	6
88	в самом	1	6
89	при этом	6	6
90	его в	6	6
91	это не	2	6
92	в то	5	6
93	таким образом	3	6
94	в виду	3	6
95	и здесь	1	6
96	в его	8	6
97	так что	4	6
98	то и	1	6
99	в конце	2	6
