N	3gram	Tiupa_Disk_1	Problema
1	по отношению к	9	19
2	в эстетический объект	1	12
3	не может быть	3	11
4	но отнюдь не	2	7
5	с точки зрения	1	6
6	в отличие от	4	5
7	и прежде всего	1	5
8	в большинстве случаев	1	5
9	только по отношению	1	4
10	в данном случае	2	4
11	с другой стороны	3	4
12	во всех его	1	4
13	в конечном счете	1	4
14	в противном случае	1	3
15	на самом деле	1	3
16	в этом смысле	1	3
17	в основе своей	2	3
18	далеко не всегда	1	3
19	с одной стороны	9	3
20	то же время	4	3
21	в том что	13	3
22	произведение в его	1	3
23	в то же	3	3
24	тем не менее	1	3
25	можно сказать что	2	2
26	то же самое	2	2
27	всех его разновидностях	1	2
28	определенными композиционными приемами	1	2
29	в строгом смысле	1	2
30	и не может	1	2
31	и в то	1	2
32	не только в	2	2
33	мы имеем дело	2	2
34	того или иного	1	2
35	может и не	1	2
36	так и в	1	2
37	сказать и о	2	2
38	той или иной	3	2
39	в известной степени	1	2
40	и должны быть	1	2
41	как композиционная форма	1	2
42	как конститутивный момент	1	2
43	в этом отношении	1	2
44	эстетики словесного творчества	1	1
45	именно в том	1	1
46	и может быть	1	1
47	и даже к	1	1
48	точка зрения на	1	1
49	в свою очередь	3	1
50	так например в	1	1
51	далеко не все	1	1
52	не говоря уже	2	1
53	в этом последнем	1	1
54	о том каковы	1	1
55	подобно тому как	2	1
56	также и в	1	1
57	может быть признано	1	1
58	в том и	1	1
59	имеют дело с	1	1
60	к которому он	1	1
61	о том как	1	1
62	одной стороны и	2	1
63	осуществляется определенными композиционными	1	1
64	не могли быть	1	1
65	но далеко не	1	1
66	важнейшим композиционным формам	1	1
67	до сих пор	1	1
68	говоря уже о	2	1
69	хотя бы и	1	1
70	до известной степени	1	1
71	сами по себе	2	1
72	которое может быть	1	1
73	по аналогии с	1	1
74	на то что	1	1
75	а иногда и	1	1
76	завершение в этом	1	1
77	на себя самого	1	1
78	в равной мере	1	1
79	должны быть отнесены	1	1
80	в значительной степени	2	1
81	или о чем	1	1
82	не только его	1	1
83	к чему не	1	1
84	включающее в себя	1	1
85	формам например жанровым	1	1
86	в равной степени	1	1
87	и как бы	3	1
88	имеем дело с	1	1
89	не в том	3	1
90	равной мере и	1	1
91	в связи с	1	1
92	в этом направлении	1	1
93	тем или иным	1	1
94	в следующей главе	1	1
95	что далеко не	1	1
96	лицом к лицу	1	1
97	и в том	1	1
98	в свое время	1	1
99	по себе не	2	1
100	а в том	2	1
101	ни к чему	1	1
102	в нем нет	1	1
103	то есть является	1	1
104	архитектоническая форма осуществляется	1	1
105	ценностного отношения к	1	1
106	или иной области	1	1
107	том и в	1	1
108	это и есть	1	1
109	на этом основании	1	1
110	например жанровым соответствуют	1	1
111	то есть в	2	1
112	форма осуществляется определенными	1	1
113	лежит не в	1	1
114	существенные архитектонические формы	1	1
115	не может стать	1	1
116	в другом случае	1	1
117	быть отнесены к	1	1
118	можно определить как	2	1
119	как и в	1	1
120	дело в том	1	1
121	композиционным формам например	1	1
122	и в другом	1	1
123	то есть к	1	1
