N	3gram	Bakhtin_Pr_1	Formalny
1	с точки зрения	13	13
2	в настоящее время	1	10
3	то же время	9	8
4	в его целом	6	8
5	в то же	9	8
6	и т д	1	8
7	более или менее	1	6
8	на самом деле	4	6
9	до сих пор	2	6
10	в свою очередь	1	6
11	не может быть	4	5
12	по отношению к	8	4
13	во всяком случае	3	4
14	так и в	1	4
15	и т п	3	4
16	и до конца	2	3
17	в лучшем случае	2	3
18	бы то ни	2	3
19	может быть и	1	3
20	как бы ни	1	3
21	бы ни были	1	2
22	а вовсе не	1	2
23	и наконец в	1	2
24	в своей работе	1	2
25	в нем и	1	2
26	во что бы	1	2
27	художественного произведения и	1	2
28	и не может	2	2
29	в своей книге	1	2
30	в зависимости от	5	2
31	сами по себе	3	2
32	как если бы	1	2
33	и в частности	1	2
34	что бы то	1	2
35	в большинстве случаев	2	2
36	мы полагаем что	1	2
37	чтобы убедиться в	1	2
38	дело идет о	3	2
39	но в то	5	2
40	и в этом	5	2
41	то ни стало	1	2
42	начала и до	2	2
43	в целом ряде	2	2
44	того или иного	1	2
45	до настоящего времени	1	2
46	не только не	1	2
47	лишь одною из	1	2
48	в художественном произведении	1	2
49	с начала и	2	2
50	сама по себе	1	2
51	как мы видели	1	2
52	исторический очерк и	1	1
53	вполне понятно что	1	1
54	быть прежде всего	1	1
55	как один из	1	1
56	как и всякое	1	1
57	художественной структуры как	1	1
58	tertium non datur	1	1
59	же время и	1	1
60	все в нем	1	1
61	одна из возможных	1	1
62	в этом смысле	10	1
63	в том и	1	1
64	самый художественный замысел	1	1
65	их а не	1	1
66	же как и	1	1
67	но не для	1	1
68	как раз и	3	1
69	лишь на почве	1	1
70	хотя бы и	2	1
71	на минуту не	1	1
72	в том что	6	1
73	он должен быть	1	1
74	что было дано	1	1
75	же время не	3	1
76	не было как	1	1
77	в этом отношении	3	1
78	точки зрения ее	1	1
79	резко отличается от	1	1
80	несмотря на их	1	1
81	в своей изолированности	1	1
82	оно ни принимало	1	1
83	в нем как	1	1
84	в противном случае	1	1
85	мира в его	2	1
86	в художественную структуру	1	1
87	мышления о мире	1	1
88	то что было	3	1
89	раз и навсегда	1	1
90	раз и входит	1	1
91	в своем творчестве	1	1
92	мы увидим дальше	1	1
93	тем фоном на	1	1
94	создается впечатление что	1	1
95	более того она	1	1
96	т е в	2	1
97	кругозор в его	1	1
98	в данном случае	2	1
99	и нисколько не	1	1
100	то ни было	1	1
101	не теряя своей	1	1
102	в высшей степени	1	1
103	другой стороны со	1	1
104	войти в художественную	1	1
105	и в то	2	1
106	прежде всего чисто	1	1
107	зависимости от того	1	1
108	самом деле это	1	1
109	не столько в	1	1
110	и в пределах	1	1
111	может быть дана	1	1
112	они вовсе не	1	1
113	по сравнению с	1	1
114	ни на минуту	1	1
115	и потому не	1	1
116	а не как	4	1
117	с другой стороны	3	1
118	так же как	1	1
119	все то что	3	1
120	между тем как	4	1
121	именно в том	1	1
122	по себе не	1	1
123	этой точки зрения	1	1
124	от различных художественных	1	1
125	вовсе не как	1	1
126	в той же	2	1
127	один из возможных	1	1
128	лишь как момент	1	1
129	свое значение не	1	1
130	та или иная	1	1
131	нам важно лишь	1	1
132	фоном на котором	1	1
133	все это в	1	1
134	к нему и	2	1
135	с самого начала	1	1
136	в одном месте	1	1
137	нужно сказать что	1	1
138	но все эти	1	1
139	но все же	2	1
140	заключается в том	1	1
141	как одна из	1	1
142	к тому что	1	1
143	или же в	1	1
144	было дано в	1	1
145	и пр каждый	1	1
146	может показаться что	1	1
147	тех или иных	1	1
148	в отношении к	1	1
149	тому что он	1	1
150	то же что	3	1
151	и всякое иное	1	1
152	стороны со стороны	1	1
153	выходит за пределы	1	1
154	различны в зависимости	1	1
155	что и в	1	1
156	романа в его	3	1
157	и входит в	2	1
