N	3gram	Losev_Dial_3	Marksizm
1	с точки зрения	14	13
2	не может быть	6	10
3	то же время	1	8
4	в то же	1	8
5	в связи с	1	7
6	в том что	3	6
7	в самом деле	5	5
8	то же самое	1	5
9	бы то ни	1	4
10	то ни было	1	4
11	и пр и	1	4
12	на самом деле	1	4
13	той или иной	2	4
14	мы ни взяли	1	3
15	и не может	1	3
16	в таком случае	10	3
17	до сих пор	1	3
18	одно и то	2	3
19	с одной стороны	3	3
20	и то же	2	3
21	о том что	5	3
22	к тому что	2	3
23	пр и пр	1	3
24	одной стороны и	1	2
25	а иногда и	1	2
26	мы никогда не	1	2
27	более или менее	1	2
28	того или иного	2	2
29	в зависимости от	2	2
30	ни в коем	3	2
31	по крайней мере	5	2
32	в коем случае	3	2
33	во всяком случае	2	2
34	так и от	1	2
35	не знает ни	1	2
36	у нас не	1	2
37	точки зрения самого	1	2
38	в нем нет	1	2
39	на то что	3	2
40	и прежде всего	3	2
41	к тому же	2	2
42	что иное как	6	1
43	а следовательно и	1	1
44	из всего этого	1	1
45	существует таким образом	2	1
46	ровно ничего не	3	1
47	вообще не имеет	1	1
48	он исходит из	1	1
49	прежде всего –	1	1
50	мы уже сказали	1	1
51	не говоря уже	2	1
52	если только оно	1	1
53	его живыми силами	1	1
54	точки зрения в	1	1
55	той же самой	1	1
56	он не может	2	1
57	дело вовсе не	1	1
58	ни к чему	1	1
59	для себя и	1	1
60	тот или иной	2	1
61	говоря уже о	2	1
62	сам по себе	5	1
63	есть в сущности	2	1
64	сами по себе	3	1
65	в этом отношении	1	1
66	но они не	2	1
67	нем нет никакого	1	1
68	быть и для	1	1
69	так или иначе	2	1
70	все то же	1	1
71	только при условии	1	1
72	уже о том	1	1
73	с другой –	1	1
74	было бы в	1	1
75	тем не менее	10	1
76	не могут быть	2	1
77	в последнее время	1	1
78	само по себе	5	1
79	и в основе	1	1
80	к чему не	1	1
81	то откуда же	1	1
82	в учении о	1	1
83	не есть вещь	1	1
84	с другой стороны	2	1
85	и в том	1	1
86	что же такое	2	1
87	и пр в	1	1
88	коем случае не	3	1
89	что это –	1	1
90	в себе не	1	1
91	к нему и	1	1
92	в конечном счете	1	1
93	не что иное	6	1
94	и в особенности	1	1
95	не менее в	1	1
96	но что же	1	1
97	никакого отношения к	1	1
98	не может выйти	1	1
99	с той или	1	1
100	как и в	3	1
