N	2gram	Tiupa_Hudo_1	DiskursI
1	в себе	9	19
2	при этом	13	17
3	в этом	11	16
4	как и	2	16
5	состоит в	16	16
6	и в	19	16
7	в качестве	24	16
8	может быть	14	16
9	и не	15	15
10	а не	9	14
11	отличие от	7	12
12	то есть	18	12
13	в отличие	7	12
14	и т.п	4	12
15	в частности	13	12
16	тогда как	13	11
17	но в	7	11
18	представляет собой	10	11
19	система ценностей	1	11
20	в мире	21	11
21	но и	10	11
22	со стороны	2	10
23	не только	16	10
24	том что	8	10
25	своего рода	5	10
26	так и	11	9
27	не может	7	9
28	такого рода	10	9
29	как в	2	8
30	в том	18	8
31	а также	5	8
32	но не	11	7
33	в данном	4	7
34	в рамках	8	7
35	картины мира	3	7
36	в нем	5	7
37	художественного письма	5	7
38	ни в	5	7
39	не менее	3	7
40	при всей	1	7
41	прежде всего	4	7
42	то же	10	6
43	еще не	3	6
44	с его	6	6
45	себя в	7	6
46	отнюдь не	2	6
47	по мысли	2	6
48	в своей	5	6
49	тем самым	4	6
50	по своей	7	6
51	анекдота и	1	6
52	в своих	1	6
53	и на	2	5
54	в своем	2	5
55	в противоположность	3	5
56	в то	6	5
57	коммуникативного события	2	5
58	нового времени	2	5
59	с другой	7	5
60	же время	5	5
61	что в	6	5
62	для него	4	5
63	в вероятностном	1	5
64	то что	4	5
65	а с	2	5
66	лирического героя	2	5
67	ни к	2	5
68	я в	11	5
69	героя в	1	5
70	я и	7	4
71	в рассказе	3	4
72	и то	4	4
73	по отношению	9	4
74	в этой	2	4
75	роль в	1	4
76	в основе	4	4
77	потому что	3	4
78	о том	2	4
79	в пределах	3	4
80	картина мира	5	4
81	времени в	2	4
82	адресата к	1	4
83	известного рода	2	4
84	с одной	2	4
85	одно из	2	4
86	в одном	2	4
87	не сводится	5	4
88	одной стороны	2	4
89	художественного целого	3	4
90	как бы	9	4
91	не является	4	4
92	мира и	2	4
93	точки зрения	10	4
94	к его	2	4
95	отношению к	9	4
96	можно назвать	1	4
97	также и	1	3
98	например в	3	3
99	в строгом	1	3
100	и ее	3	3
101	анекдота но	1	3
102	жанровой традиции	1	3
103	принадлежит к	3	3
104	не знают	1	3
105	проявляется в	1	3
106	столь же	1	3
107	к жизни	2	3
108	перед нами	1	3
109	и как	3	3
110	все эти	2	3
111	всей своей	2	3
112	из этих	3	3
113	он не	4	3
114	внутренней речи	14	3
115	из виду	2	3
116	не следует	4	3
117	подход к	1	3
118	и может	1	3
119	в другом	3	3
120	с позиций	2	3
121	его в	2	3
122	это не	2	3
123	блудном сыне	1	3
124	однако при	3	3
125	соответствии с	1	3
126	биографического дискурса	1	3
127	жизни но	2	3
128	ведет к	1	3
129	одного и	2	3
130	в этих	3	3
131	в котором	1	3
132	не столько	3	3
133	для данного	1	3
134	не в	7	3
