N	2gram	Losev_Prob_4	slovoVRo
1	в романе	1	46
2	и в	20	39
3	может быть	9	37
4	и т	4	35
5	и его	10	33
6	т п	1	33
7	то есть	27	26
8	не только	24	24
9	и не	28	22
10	но и	14	21
11	не может	5	20
12	в нем	5	19
13	до конца	1	17
14	в этом	9	16
15	все это	9	16
16	так и	10	15
17	а не	7	14
18	человек и	1	14
19	как в	5	13
20	в пределах	2	13
21	во всех	4	12
22	в истории	3	11
23	художественного изображения	1	11
24	вовсе не	21	10
25	к своему	2	9
26	и с	7	9
27	не в	13	9
28	таким образом	8	8
29	себя в	2	8
30	прежде всего	11	8
31	слова и	1	8
32	точки зрения	14	8
33	еще не	7	7
34	с его	2	7
35	при этом	6	7
36	в этих	5	7
37	для него	3	7
38	с ним	4	7
39	никогда не	1	7
40	могут быть	1	7
41	как мы	3	7
42	в его	3	7
43	и даже	9	7
44	и потому	7	7
45	как бы	4	7
46	но не	5	6
47	в своем	3	6
48	все же	2	6
49	и к	3	6
50	но в	8	6
51	все эти	16	6
52	в них	5	6
53	как и	6	6
54	в значительной	2	6
55	жизни и	5	6
56	в быту	1	5
57	человека в	3	5
58	это не	7	5
59	том что	12	5
60	по себе	11	5
61	не могут	1	5
62	но все	3	5
63	той или	14	5
64	мира и	1	5
65	с другой	7	5
66	в том	20	5
67	с ними	2	5
68	с одной	1	5
69	конечно не	3	5
70	уже не	5	5
71	одной стороны	1	5
72	или иной	13	5
73	большинстве случаев	1	5
74	и для	4	5
75	только в	23	5
76	для нас	6	5
77	и все	8	5
78	и наконец	4	5
79	в зависимости	3	4
80	и на	3	4
81	отношение к	1	4
82	связанные с	1	4
83	всех этих	6	4
84	то же	7	4
85	всех областях	1	4
86	художественный образ	6	4
87	его в	2	4
88	с другими	3	4
89	в новое	3	4
90	ни в	17	4
91	в отношении	4	4
92	не менее	10	4
93	в то	4	4
94	в основе	1	4
95	или как	1	4
96	во всем	2	4
97	зависимости от	3	4
98	что оно	1	4
99	здесь не	7	4
100	для этого	2	4
101	но здесь	1	4
102	дело с	2	4
103	поэтому и	1	4
104	для всех	3	4
105	так как	5	4
106	даже и	13	4
107	и др	1	4
108	на фоне	1	4
109	xix века	2	4
110	в той	8	4
111	как предмет	2	4
112	в смысле	5	4
113	а в	4	4
