N	3gram	Bakhtin_Fr_1	Tvorches
1	в то же	1	7
2	то же время	1	7
3	по нашему мнению	1	4
4	до сих пор	4	3
5	по отношению к	1	3
6	не может быть	1	3
7	в одном из	1	2
8	и многое другое	1	2
9	он еще не	1	2
10	в известной мере	3	2
11	с другой стороны	1	2
12	в xix веке	1	2
13	в том что	6	2
14	и не может	1	2
15	так и в	2	2
16	в отличие от	4	2
17	на этот вопрос	2	2
18	в самом деле	1	2
19	это прежде всего	1	2
20	но прежде всего	1	2
21	во всяком случае	1	2
22	в чем же	1	1
23	но как бы	1	1
24	при этом что	1	1
25	это тем что	1	1
26	в этой борьбе	1	1
27	в том числе	10	1
28	рядом с ним	1	1
29	так сказать в	1	1
30	мы уже говорили	7	1
31	именно потому что	1	1
32	и в том	2	1
33	но это не	1	1
34	но в то	1	1
35	противоречиво сочетается с	1	1
36	к тому же	1	1
37	то есть его	1	1
38	в какой-то мере	1	1
39	и превращается в	1	1
40	в целом ряде	1	1
41	и прежде всего	3	1
42	и всякого рода	1	1
43	в дальнейшем мы	1	1
44	сих пор еще	3	1
45	так например в	1	1
46	и в литературе	2	1
47	но при этом	1	1
48	и не стал	1	1
49	при всей их	2	1
50	в частности с	1	1
51	то или иное	1	1
52	стерна и жан-поля	1	1
53	сами по себе	1	1
54	той или иной	5	1
55	в применении к	3	1
56	как и всякая	1	1
57	не могут быть	1	1
58	имеет в виду	1	1
59	в xx веке	1	1
60	в связи с	1	1
61	нужно сказать что	4	1
62	в известном смысле	1	1
63	и особенно в	1	1
64	нет и не	1	1
65	в нем нет	1	1
66	человека в его	1	1
67	несмотря на его	1	1
68	том числе и	7	1
69	это не просто	1	1
70	дело в том	2	1
71	так и не	3	1
72	и он всегда	1	1
73	он направлен на	1	1
74	xix века в	1	1
75	в духе романтического	1	1
76	годов xix века	1	1
