N	2gram	Medvedev_F_2	StatiiOP
1	и в	38	25
2	в этом	27	24
3	в том	11	20
4	что он	5	19
5	может быть	23	19
6	тем что	8	19
7	что в	7	19
8	что это	3	16
9	том что	2	15
10	в этой	6	14
11	и пр	21	13
12	не только	9	12
13	в его	10	12
14	г и	1	12
15	то что	6	12
16	в этих	2	11
17	так что	1	11
18	таким образом	20	10
19	прежде всего	15	10
20	и не	20	10
21	но и	13	9
22	и т	14	8
23	все это	3	8
24	о том	1	8
25	в языке	6	8
26	как например	2	8
27	это было	3	8
28	т е	26	8
29	в своих	1	8
30	из его	1	7
31	с этим	5	7
32	это не	2	7
33	было бы	6	7
34	в то	5	7
35	не может	14	7
36	точки зрения	8	7
37	место в	3	6
38	и на	3	6
39	как в	4	6
40	из этих	3	6
41	не в	15	6
42	а а	1	6
43	между тем	2	6
44	только в	6	6
45	т п	9	6
46	в конце	2	6
47	в области	3	6
48	в россии	1	6
49	как бы	4	6
50	а в	6	6
51	как на	1	6
52	то же	6	5
53	независимо от	4	5
54	но в	4	5
55	на то	1	5
56	он не	6	5
57	на почве	9	5
58	ни в	2	5
59	мы имеем	1	5
60	в котором	2	5
61	потому что	2	5
62	и это	2	5
63	так и	8	5
64	в них	1	5
65	отметить что	2	5
66	с другой	3	5
67	а не	6	5
68	такого рода	1	5
69	того что	3	5
70	другой стороны	4	5
71	например в	3	4
72	в которой	2	4
73	в чем	2	4
74	точка зрения	1	4
75	в общем	5	4
76	все же	8	4
77	не было	6	4
78	и к	4	4
79	то в	2	4
80	в целом	3	4
81	состоит в	2	4
82	в каждом	1	4
83	лишь в	7	4
84	для россии	1	4
85	этом смысле	2	4
86	и тем	2	4
87	с тем	11	4
88	как и	9	4
89	в эту	1	4
90	а как	3	4
91	у нас	1	4
92	по крайней	1	4
93	с точки	7	4
94	ничего не	4	4
95	к ней	1	4
96	этом отношении	7	4
97	в каком	1	4
98	связана с	1	4
99	отличается от	1	4
100	в ней	6	4
101	и с	9	4
102	если бы	5	4
103	можно сказать	1	4
104	к нему	3	4
105	всего в	2	4
106	в качестве	2	4
107	и др	3	4
108	всяком случае	5	4
109	отношение к	2	4
110	крайней мере	1	4
111	в особенности	4	4
112	должна была	2	4
113	в речи	1	4
114	связь с	1	4
115	в смысле	1	4
116	и для	5	4
117	но это	2	4
118	сказать что	2	4
119	была бы	3	4
120	в своей	7	4
121	из этого	2	4
122	можно назвать	1	4
123	во всяком	5	4
124	говорить о	5	3
125	подчеркнуть что	1	3
126	он был	2	3
127	с его	11	3
128	в в	2	3
129	кроме того	2	3
130	и наконец	4	3
131	все эти	6	3
132	всех этих	3	3
133	поэзии в	3	3
134	на этом	2	3
135	от нее	4	3
136	в другом	1	3
137	нет в	1	3
138	несмотря на	1	3
139	в их	6	3
140	но он	1	3
141	и более	2	3
142	на эти	1	3
143	тому что	2	3
144	на язык	2	3
145	же время	5	3
146	связи с	13	3
147	и здесь	3	3
148	нельзя не	1	3
149	представляют собою	1	3
150	в словах	1	3
151	со стороны	2	3
152	по этому	2	3
153	и его	21	3
154	уже не	7	3
155	уже в	2	3
156	от единства	1	3
157	не так	2	3
158	для него	7	3
159	так как	4	3
160	в некоторых	4	3
161	в системе	1	3
