N	3gram	Voloshinov_1	StatiiOP
1	в том что	3	11
2	не может быть	13	5
3	в этом смысле	2	4
4	с точки зрения	20	4
5	в этом отношении	3	4
6	во всяком случае	2	4
7	с другой стороны	5	4
8	прежде всего в	1	3
9	с тем что	1	3
10	в конце концов	3	3
11	в связи с	7	3
12	то же время	3	3
13	не только в	1	3
14	в то же	3	3
15	тесно связана с	2	2
16	но и в	1	2
17	до сих пор	8	2
18	себе отчет в	2	2
19	с одной стороны	1	2
20	все более и	1	2
21	тем что в	1	2
22	и пр в	3	2
23	с самого начала	4	2
24	более и более	1	2
25	но все же	3	2
26	к тому что	1	2
27	тем не менее	2	2
28	независимо от того	1	2
29	можно сказать что	3	1
30	может быть выражено	1	1
31	и пр но	1	1
32	а не в	1	1
33	и той же	2	1
34	замещают друг друга	1	1
35	между прочим и	1	1
36	и для самого	1	1
37	более или менее	1	1
38	там где они	1	1
39	на самом деле	1	1
40	и так сказать	1	1
41	в самом деле	9	1
42	является не только	3	1
43	в одной из	1	1
44	что же касается	1	1
45	в одной и	1	1
46	то же самое	3	1
47	том что он	1	1
48	тот или иной	1	1
49	именно то что	1	1
50	и во всяком	1	1
51	связи с этим	3	1
52	является одним из	2	1
53	в наше время	1	1
54	находит свое выражение	1	1
55	такова точка зрения	1	1
56	можно было бы	2	1
57	ни в какой	1	1
58	к этому сводится	1	1
59	на почве этого	1	1
60	с этой точки	1	1
61	к жизни и	1	1
62	но и это	1	1
63	в применении к	1	1
64	сих пор мы	1	1
65	точки зрения ее	1	1
66	в чем же	2	1
67	тот и другой	1	1
68	прежде всего необходимо	1	1
69	в какой степени	2	1
70	так или иначе	1	1
71	кроме того в	1	1
72	в этом направлении	1	1
73	это находит свое	1	1
74	до наших дней	1	1
75	этой точки зрения	1	1
76	таким образом в	1	1
77	из этих форм	1	1
78	но уже в	1	1
79	начале хх века	1	1
80	от того что	2	1
81	в свою очередь	2	1
82	отчет в том	1	1
83	и тот и	1	1
84	на эти вопросы	1	1
85	и в самом	1	1
86	не только не	1	1
87	той или иной	1	1
88	и в результате	1	1
89	в какой форме	1	1
90	в данном отношении	1	1
91	вопрос о том	2	1
92	но имеет и	1	1
93	в другом случае	1	1
94	ответ на эти	1	1
95	только при таком	1	1
96	одной и той	2	1
97	у нас не	1	1
98	для того чтобы	3	1
99	в начале хх	1	1
100	как мы видели	1	1
101	и в другом	1	1
