N	2gram	Tiupa_Anal_1	Myshleni
1	то что	6	26
2	в этом	13	25
3	что он	3	25
4	потому что	2	21
5	таким образом	3	19
6	точки зрения	6	18
7	в том	27	18
8	не может	22	18
9	того чтобы	3	17
10	не только	15	16
11	и в	18	16
12	того что	4	16
13	так как	2	16
14	что в	5	16
15	том что	12	15
16	для того	4	14
17	в сущности	6	13
18	между собой	2	13
19	в процессе	2	13
20	вопрос о	2	12
21	по отношению	6	12
22	в ходе	3	12
23	в области	4	12
24	и что	1	12
25	и не	21	12
26	отношению к	5	12
27	из того	4	11
28	отношение к	2	11
29	в его	13	11
30	но не	10	10
31	в силу	3	10
32	было бы	2	10
33	как мы	2	10
34	только в	6	10
35	а не	17	10
36	с точки	4	9
37	в отношении	1	9
38	может быть	29	9
39	то же	9	8
40	в известном	1	8
41	должно быть	2	8
42	как и	13	8
43	если бы	3	8
44	тем самым	7	8
45	в основе	6	8
46	о том	5	8
47	он не	3	8
48	как это	1	8
49	мы должны	1	8
50	того же	4	7
51	и есть	3	7
52	представляет собой	16	7
53	внутренней речи	5	7
54	в нем	3	7
55	но он	1	7
56	по себе	4	7
57	внутренняя речь	1	7
58	так и	4	7
59	известном смысле	1	7
60	с другом	1	7
61	друг с	1	7
62	к объекту	3	7
63	и на	5	6
64	могли бы	2	6
65	но в	8	6
66	в этой	5	6
67	как он	3	6
68	состоит в	11	6
69	в другом	4	6
70	не в	14	6
71	речи в	1	6
72	что оно	1	6
73	что все	1	6
74	языка и	1	6
75	у него	1	6
76	развития в	1	6
77	но и	17	6
78	речи и	1	6
79	в той	8	6
80	в какой	2	6
81	к тому	7	6
82	в такой	1	5
83	мере в	3	5
84	должна быть	1	5
85	мы и	1	5
86	как в	1	5
87	в которой	2	5
88	на все	2	5
89	тому что	1	5
90	с ним	4	5
91	в то	9	5
92	тогда когда	2	5
93	в деятельности	1	5
94	никогда не	2	5
95	ничего не	1	5
96	этом отношении	2	5
97	же мере	2	5
98	на вопрос	4	5
99	но мы	1	5
100	можно сказать	2	5
101	заключается в	1	5
102	тот же	1	5
103	хотя бы	3	5
104	для него	2	5
105	как бы	5	5
106	обоих этих	1	5
107	не является	2	5
108	не знает	1	5
109	как известно	3	4
110	и то	2	4
111	той же	2	4
112	оба эти	1	4
113	а только	1	4
114	за пределы	2	4
115	в самом	6	4
116	все эти	2	4
117	отношение между	1	4
118	при этом	12	4
119	подобно тому	3	4
120	и по	2	4
121	это не	6	4
122	такой же	2	4
123	сущности говоря	1	4
124	в самых	1	4
125	могут быть	4	4
126	же самое	2	4
127	не есть	8	4
128	в пределах	2	4
129	еще не	3	4
130	и т.д	1	4
131	не означает	1	4
132	в качестве	31	4
133	так что	1	4
134	к мысли	1	4
135	не могут	3	4
136	с другой	4	4
137	именно в	4	4
138	и составляет	2	4
139	что мы	3	4
140	вместе с	4	4
141	тому как	3	4
142	в состоянии	1	4
143	с этой	1	4
144	в целом	5	4
145	в результате	1	4
146	тем более	2	4
147	связей и	1	4
148	в свою	1	4
149	этой точки	1	4
150	самом деле	2	3
151	между двумя	3	3
152	в первом	2	3
153	отношения между	1	3
154	мы не	1	3
155	как я	1	3
156	по своему	1	3
157	он может	2	3
158	но как	1	3
159	если в	3	3
160	все же	4	3
161	сознания в	4	3
162	как уже	2	3
163	и как	5	3
164	в действительности	1	3
165	то в	2	3
166	он в	1	3
167	и отношения	1	3
168	и тот	1	3
169	как с	1	3
170	функции и	1	3
171	на этом	2	3
172	и может	1	3
173	и тем	1	3
174	с тем	1	3
175	и того	5	3
176	в этих	1	3
177	таким же	1	3
178	в их	5	3
179	сих пор	1	3
180	и более	4	3
181	нас к	1	3
182	из которых	4	3
183	не менее	1	3
184	и отношений	1	3
185	только не	2	3
186	по своей	6	3
187	и является	2	3
188	и его	5	3
189	связи с	1	3
190	свою очередь	1	3
191	в себя	6	3
192	еще в	2	3
193	и с	2	3
194	до сих	1	3
195	в чем	1	3
196	этих двух	1	3
197	к нему	3	3
198	что и	3	3
199	своей природе	1	3
200	между тем	5	3
201	вопрос об	3	3
202	с одной	3	3
203	вопроса о	3	3
204	его и	2	3
205	в одном	1	3
206	а в	9	3
207	на примере	2	3
208	один и	1	3
209	говорит о	1	3
210	прежде всего	6	3
211	в частности	19	3
212	требует от	1	3
213	той мере	2	3
214	но это	1	3
215	одного и	2	3
216	одной стороны	3	3
217	к его	1	3
218	включает в	1	3
219	ее в	1	3
220	они не	1	3
221	отношения к	2	2
222	одним из	3	2
223	путь от	1	2
224	за скобки	1	2
225	не имеют	1	2
226	в зависимости	1	2
227	есть не	8	2
228	при анализе	1	2
229	из сказанного	1	2
230	совпадает с	2	2
231	принадлежит к	1	2
232	я не	1	2
233	зависимости от	1	2
234	в ней	1	2
235	быть в	1	2
236	столь же	4	2
237	в различных	1	2
238	во всех	1	2
239	а тем	1	2
240	мы будем	1	2
241	отличие от	6	2
242	связи и	1	2
243	его на	1	2
244	и к	3	2
245	учение о	1	2
246	то и	1	2
247	только один	1	2
248	тому же	4	2
249	из общей	1	2
250	если он	1	2
251	в случае	6	2
252	на его	2	2
253	мере как	1	2
254	из виду	2	2
255	свое время	2	2
256	мысли как	1	2
257	но все	1	2
258	те же	1	2
259	мы постараемся	1	2
260	в них	1	2
261	все равно	1	2
262	в своей	6	2
263	в котором	3	2
264	к предмету	2	2
265	высокой ступени	1	2
266	как совокупность	2	2
267	в отличие	6	2
268	мысли от	1	2
269	отношений между	1	2
270	и эти	1	2
271	их в	1	2
272	мы вынуждены	1	2
273	во всем	1	2
274	ничто не	2	2
275	для другого	1	2
276	не до	1	2
277	не способен	1	2
278	этот путь	1	2
279	в виду	1	2
280	но при	1	2
281	на основе	2	2
282	не с	4	2
283	а этот	1	2
284	том как	1	2
285	по мере	1	2
286	это происходит	1	2
287	сказанного выше	1	2
288	образом в	1	2
289	его в	1	2
290	на отдельные	1	2
291	которое дает	2	2
292	вслед за	1	2
293	слов и	1	2
294	знания и	1	2
295	может иметь	2	2
296	к объяснению	1	2
297	происходит в	1	2
298	справедливо говорит	1	2
299	только на	1	2
300	же в	1	2
301	из них	2	2
302	эти три	1	2
303	никто не	3	2
304	вовсе не	2	2
305	не говорит	1	2
306	как будто	3	2
307	представляют собой	2	2
308	и даже	1	2
309	а с	3	2
310	себя и	4	2
311	что для	1	2
312	обратиться к	3	2
313	о чем	1	2
314	ни на	1	2
315	и потому	2	2
316	научной мысли	1	2
317	в тот	1	2
318	и от	1	2
319	является для	1	2
320	только для	2	2
321	сознания и	1	2
322	понять что	1	2
323	которая в	3	2
324	предмета и	1	2
325	или не	2	2
326	образом с	1	2
327	отношением к	1	2
328	другой стороны	2	2
329	совершенно не	1	2
330	имеет место	5	2
331	из этого	1	2
332	в свое	2	2
333	приводит нас	1	2
334	жизни и	1	2
335	в своих	1	2
336	по поводу	1	2
337	это понятие	1	2
338	во всяком	1	2
339	все что	1	2
340	смысле слова	1	1
341	стороны одной	1	1
342	говоря о	2	1
343	также и	2	1
344	например в	1	1
345	нечто аналогичное	1	1
346	сам по	1	1
347	на самом	2	1
348	с целым	1	1
349	нем но	1	1
350	в какой-то	1	1
351	собственном смысле	1	1
352	и больше	1	1
353	мы уже	1	1
354	мы имеем	6	1
355	и о	2	1
356	что иное	5	1
357	в полной	3	1
358	и ее	1	1
359	событий и	1	1
360	быть понято	1	1
361	он был	1	1
362	он сам	1	1
363	заключенное в	1	1
364	иное как	5	1
365	нам представляется	1	1
366	бы то	3	1
367	является таким	1	1
368	с его	3	1
369	сознания а	1	1
370	происходит нечто	1	1
371	и подобно	1	1
372	в контакте	1	1
373	как правило	4	1
374	в ее	1	1
375	поэтому научное	1	1
376	они имеют	1	1
377	как справедливо	3	1
378	в наиболее	3	1
379	и навыков	1	1
380	он при	1	1
381	в собственном	3	1
382	и должны	1	1
383	как по	1	1
384	более чем	4	1
385	независимо от	1	1
386	что именно	2	1
387	системы функций	1	1
388	знания не	1	1
389	как к	2	1
390	как нам	1	1
391	перед нами	1	1
392	и наконец	1	1
393	ином отношении	1	1
394	к числу	1	1
395	более или	1	1
396	в себе	11	1
397	двумя полюсами	1	1
398	ним как	1	1
399	именно эта	1	1
400	не приходится	1	1
401	точку зрения	1	1
402	вопрос почему	1	1
403	что это	1	1
404	другого как	1	1
405	в нашем	3	1
406	самым и	1	1
407	на трех	1	1
408	думать что	2	1
409	нам как	1	1
410	имеем в	1	1
411	и те	1	1
412	его позиция	1	1
413	но прежде	1	1
414	приходят к	1	1
415	к миру	1	1
416	от которого	2	1
417	к некоторому	1	1
418	не как	1	1
419	собой не	2	1
420	том чтобы	7	1
421	в понятии	1	1
422	свою силу	1	1
423	языком и	1	1
424	одной и	1	1
425	понятия это	1	1
426	прежде чем	1	1
427	или иных	2	1
428	одно и	1	1
429	и заключается	2	1
430	от нее	1	1
431	этом последнем	1	1
432	которые уже	1	1
433	здесь мы	1	1
434	сознания является	1	1
435	области гуманитарных	1	1
436	полной мере	3	1
437	лишь в	5	1
438	входит в	1	1
439	восприятия в	1	1
440	может явиться	1	1
441	говоря мы	1	1
442	этом смысле	1	1
443	в ином	1	1
444	который по	1	1
445	оно как	1	1
446	ни в	4	1
447	и во-вторых	1	1
448	части нашей	1	1
449	случае мы	1	1
450	и уже	1	1
451	несмотря на	2	1
452	как сказано	1	1
453	вопроса об	1	1
454	на первый	1	1
455	мы подробно	1	1
456	этой связи	1	1
457	определяется и	1	1
458	сознания но	1	1
459	взгляд на	1	1
460	она в	1	1
461	знает и	1	1
462	место в	3	1
463	не столько	2	1
464	равной мере	1	1
465	то его	1	1
466	как будет	1	1
467	что говорит	1	1
468	качестве своих	1	1
469	которые в	2	1
470	самое время	2	1
471	возможно только	1	1
472	однако в	3	1
473	том же	1	1
474	ним в	1	1
475	мере и	1	1
476	этой второй	1	1
477	совершенно особого	1	1
478	все три	1	1
479	от нас	1	1
480	есть нечто	1	1
481	в обоих	1	1
482	дело не	3	1
483	отличается от	2	1
484	к этим	1	1
485	это всегда	3	1
486	его собственного	1	1
487	занимает центральное	1	1
488	он указывает	1	1
489	из него	1	1
490	на котором	1	1
491	о природе	1	1
492	единого целого	1	1
493	что ни	1	1
494	в самой	1	1
495	такова что	1	1
496	не принадлежат	1	1
497	они являются	1	1
498	отношения то	1	1
499	того в	1	1
500	такая же	1	1
501	в сознании	2	1
502	что речь	1	1
503	и систематизации	1	1
504	их внутреннюю	1	1
505	входят в	1	1
506	содержащиеся в	1	1
507	над ним	1	1
508	в каком	1	1
509	представляется нам	1	1
510	в специальном	1	1
511	что можно	1	1
512	начиная с	1	1
513	числе и	1	1
514	как для	1	1
515	столько в	1	1
516	но к	2	1
517	где он	1	1
518	для себя	2	1
519	не одного	1	1
520	в различении	1	1
521	но по	1	1
522	это единство	1	1
523	не могу	2	1
524	мысль о	2	1
525	даже самое	2	1
526	всей своей	1	1
527	и анализ	1	1
528	с языком	1	1
529	однако эта	1	1
530	природе своей	2	1
531	достаточной мере	1	1
532	по аналогии	1	1
533	контакте с	1	1
534	к тем	1	1
535	строго говоря	1	1
536	собой и	1	1
537	для этого	2	1
538	сводится к	5	1
539	и той	1	1
540	говорит об	1	1
541	чего она	1	1
542	одного из	2	1
543	на что	1	1
544	и просто	2	1
545	может не	1	1
546	аналогии с	1	1
547	и во	1	1
548	на всех	1	1
549	в которую	1	1
550	двумя крайними	1	1
551	во втором	1	1
552	нуждается в	8	1
553	и только	1	1
554	не более	4	1
555	другого в	3	1
556	которая и	1	1
557	во внутренней	1	1
558	все время	1	1
559	его то	1	1
560	один из	2	1
561	в большей	1	1
562	нечто нейтральное	1	1
563	языка на	1	1
564	внутреннее единство	1	1
565	что даже	1	1
566	общие понятия	1	1
567	может оказаться	1	1
568	система знаков	1	1
569	который в	2	1
570	всяком случае	1	1
571	во времени	4	1
572	потребности и	1	1
573	этот факт	1	1
574	не происходит	1	1
575	систематизации и	1	1
576	состоит не	1	1
577	одни и	1	1
578	сколько в	1	1
579	внимание в	1	1
580	для всех	1	1
581	есть в	1	1
582	оказывается в	2	1
583	есть чисто	2	1
584	с двумя	2	1
585	не можем	1	1
586	себя в	6	1
587	постараемся сейчас	1	1
588	чтобы он	1	1
589	оно в	1	1
590	в виде	1	1
591	в начале	2	1
592	для чего	2	1
593	что не	3	1
594	отношения не	1	1
595	чужого языка	1	1
596	а то	1	1
597	или даже	1	1
598	при помощи	2	1
599	языка но	1	1
600	за ним	1	1
601	только одно	1	1
602	утверждал что	1	1
603	слова если	1	1
604	самому факту	1	1
605	не так	1	1
606	мы находим	1	1
607	тогда как	14	1
608	он полагает	1	1
609	умственные способности	1	1
610	каждый из	2	1
611	при отсутствии	1	1
612	сказать на	1	1
613	как раз	1	1
614	значение только	1	1
615	и вместе	1	1
616	другой а	1	1
617	само собой	1	1
618	были бы	1	1
619	знаки и	1	1
620	со стороны	2	1
621	или иной	6	1
622	даже не	1	1
623	между которыми	1	1
624	внутреннюю структуру	1	1
625	и т.п	5	1
626	знаний и	1	1
627	с другим	4	1
628	влияние на	1	1
629	столько сколько	1	1
630	или иначе	1	1
631	здесь в	1	1
632	от конкретного	1	1
633	целого а	1	1
634	сознания как	1	1
635	его из	1	1
636	части этого	1	1
637	не было	1	1
638	этой части	1	1
639	поставить в	1	1
640	постановкой вопроса	1	1
641	целым рядом	1	1
642	более того	3	1
643	в ту	1	1
644	же точно	1	1
645	долгое время	1	1
646	одну из	1	1
647	его собственной	1	1
648	они приобретают	1	1
649	означало бы	1	1
650	языку не	1	1
651	если не	1	1
652	в связи	1	1
653	виде в	1	1
654	все более	1	1
655	бы оно	1	1
656	связь с	1	1
657	уже о	1	1
658	говорит нам	1	1
659	ко всем	1	1
660	виде тогда	1	1
661	не удается	1	1
662	и систематизацию	1	1
663	звуковую структуру	1	1
664	мы увидим	1	1
665	решение вопроса	1	1
666	сама же	1	1
667	на втором	1	1
668	в данном	2	1
669	для обозначения	1	1
670	она есть	2	1
671	аналогия с	1	1
672	смысле этого	1	1
673	чтобы увидеть	1	1
674	какого рода	1	1
675	что же	2	1
676	зрения и	1	1
677	когда же	1	1
678	или менее	1	1
679	в обратном	1	1
680	да и	1	1
681	их внутренней	1	1
682	согласно которому	1	1
683	исходя из	4	1
684	иначе говоря	9	1
685	или хотя	1	1
686	этого слова	7	1
687	в каких-то	1	1
688	и действия	1	1
689	этот принцип	1	1
690	феноменов и	1	1
691	и таким	1	1
692	выход из	1	1
693	или по	1	1
694	к другим	1	1
695	тех или	2	1
696	только мы	1	1
697	и для	1	1
698	операций при	1	1
699	при таком	1	1
700	того о	1	1
701	том виде	1	1
702	имеет дело	1	1
703	это как	2	1
704	своей собственной	1	1
705	в отдельных	1	1
706	для нас	1	1
707	особого рода	7	1
708	от него	1	1
709	и все	3	1
710	из себя	1	1
711	той или	6	1
712	исключительно в	1	1
713	хотя в	1	1
714	в равной	3	1
715	в достаточной	1	1
716	не являются	2	1
717	в целях	1	1
718	между ними	1	1
719	дело с	4	1
720	была бы	2	1
721	как единый	1	1
722	или иного	3	1
723	привел к	1	1
724	первом случае	2	1
725	оно может	3	1
726	не что	4	1
727	оно не	1	1
728	чем это	1	1
729	ли он	2	1
730	любой другой	1	1
731	и состоит	5	1
732	к действительности	1	1
733	того или	3	1
734	том числе	3	1
735	ничего иного	2	1
