N	2gram	Voloshinov_1	Problema
1	и не	1	28
2	не только	1	24
3	и в	3	20
4	точки зрения	1	14
5	но и	1	14
6	с точки	1	11
7	не менее	1	10
8	может быть	1	9
9	если бы	1	8
10	и все	1	8
11	то же	1	7
12	в ней	1	7
13	а не	1	7
14	и можно	1	5
15	не может	4	5
16	несмотря на	1	4
17	в то	1	4
18	и на	1	3
19	с другими	1	3
20	связи с	1	3
21	к тому	1	3
22	в его	1	3
23	для него	1	3
24	и больше	1	2
25	нет и	1	2
26	так называемая	1	2
27	сравнении с	1	2
28	художественной структуры	1	2
29	больше ничего	1	2
30	себе все	1	2
31	можно назвать	1	2
32	зрения их	1	1
33	при анализе	1	1
34	и предварительно	1	1
35	если в	2	1
36	категорий столь	1	1
37	ни один	1	1
38	он в	1	1
39	из этих	1	1
40	его от	1	1
41	смысл и	1	1
42	тому что	1	1
43	с теми	1	1
44	категорий то	1	1
45	анализа и	1	1
46	в каждом	1	1
47	можно и	1	1
48	может не	1	1
49	художественного произведения	1	1
50	по своим	1	1
51	достоевского и	2	1
52	мы видим	1	1
53	вещей и	1	1
54	поставить в	1	1
55	исходя из	1	1
56	бы в	1	1
57	бы на	1	1
58	и событий	1	1
