N	3gram	Vinokur_Vv_1	Myshleni
1	в том что	12	19
2	по сравнению с	3	14
3	по отношению к	4	10
4	с точки зрения	2	10
5	для того чтобы	21	8
6	с самого начала	1	7
7	к тому что	1	7
8	так же как	1	6
9	можно сказать что	3	6
10	от того что	1	6
11	то же самое	2	6
12	заключается в том	3	5
13	в зависимости от	1	5
14	можно было бы	3	5
15	по самой своей	2	4
16	не иначе как	1	4
17	и того же	2	4
18	одного и того	2	4
19	самой своей природе	2	4
20	как мы видели	2	4
21	потому что он	2	4
22	одной и той	2	3
23	из того что	1	3
24	до сих пор	5	3
25	и той же	2	3
26	в этом отношении	3	3
27	в первом случае	2	3
28	только то что	1	2
29	каждой из этих	1	2
30	в том же	1	2
31	представить себе что	2	2
32	в этом смысле	10	2
33	если принять во	1	2
34	когда мы говорим	1	2
35	он мог бы	1	2
36	с другой стороны	5	2
37	его отношение к	1	2
38	принять во внимание	2	2
39	в этом случае	6	2
40	одном и том	1	2
41	на этот вопрос	3	2
42	в значительной мере	1	2
43	и то что	2	2
44	с тем что	3	2
45	не могут быть	2	2
46	и том же	1	2
47	именно в этом	3	2
48	вместе с тем	3	2
49	не могут не	1	2
50	бы сказать что	1	2
51	том же направлении	1	2
52	если бы оно	1	2
53	мы имеем дело	1	2
54	в связи с	2	2
55	как раз в	1	2
56	состоит в том	2	2
57	заключенного в нем	1	2
58	не может быть	8	2
59	что в каждой	1	1
60	так как она	1	1
61	с одной стороны	4	1
62	не потому что	1	1
63	что остается еще	1	1
64	и именно в	3	1
65	связи с этим	1	1
66	сам по себе	1	1
67	тогда когда оно	1	1
68	потому что и	1	1
69	в их развитии	1	1
70	самом деле как	1	1
71	во второй половине	2	1
72	только тогда когда	1	1
73	может быть в	2	1
74	в одном случае	1	1
75	тот факт что	1	1
76	не просто как	1	1
77	и обратно в	1	1
78	что представляет собой	3	1
79	и тогда когда	1	1
80	и в конце	1	1
81	но не может	1	1
82	теми или иными	1	1
83	то обстоятельство что	1	1
84	а для второго	1	1
85	и его объектом	1	1
86	и в этом	3	1
87	не только по	1	1
88	один из наиболее	1	1
89	то о чем	1	1
90	к выводу что	5	1
91	в конце концов	2	1
92	в известной части	1	1
93	тех или иных	3	1
94	потому что в	1	1
95	а потому что	1	1
96	другой стороны как	1	1
97	с теми или	1	1
98	связей которые существуют	1	1
99	это в свою	1	1
100	вся эта работа	1	1
101	вопрос о природе	1	1
102	из наиболее важных	1	1
103	но с другой	1	1
104	своему значению для	1	1
105	как оно будет	1	1
106	никак не может	1	1
107	виде в самом	1	1
108	показывает что в	1	1
109	вопрос что такое	1	1
110	но как увидим	1	1
111	же самое что	2	1
112	есть не что	2	1
113	которой как мы	1	1
114	не могли не	1	1
115	так как эта	1	1
116	наконец в том	1	1
117	в гораздо большей	1	1
118	на самом деле	1	1
119	но в этом	1	1
120	но вместе с	2	1
121	имеют первостепенное значение	1	1
122	как мы знаем	1	1
123	в отличие от	3	1
124	и не могут	2	1
125	различие между ними	1	1
126	том что в	1	1
127	но и обратно	1	1
128	не что иное	4	1
129	ответить на этот	1	1
130	по своему значению	2	1
131	в широком смысле	7	1
132	не значит что	1	1
133	вообще не может	2	1
134	не только в	4	1
135	в настоящее время	1	1
136	и составляет содержание	1	1
137	иного рода и	1	1
138	той или иной	1	1
139	вопрос о том	5	1
140	в большей мере	2	1
141	зависимости от того	1	1
142	ответ на вопрос	2	1
143	в каждом данном	2	1
144	что иное как	4	1
145	в самом деле	5	1
146	после того как	2	1
147	только в одной	1	1
148	смысле этого слова	2	1
149	подобно тому как	1	1
150	в том или	1	1
151	если таким образом	2	1
152	в данном случае	4	1
153	точно так же	2	1
154	только в том	2	1
155	в разной мере	1	1
156	в лучшем случае	1	1
157	в этом понятии	1	1
158	в собственном смысле	2	1
159	собственном смысле слова	1	1
160	значение в истории	1	1
161	что на этот	1	1
162	на вопрос что	1	1
163	того чтобы ее	1	1
164	этот вопрос был	1	1
165	в каждой из	1	1
166	один из важнейших	1	1
167	тем не менее	8	1
168	и т.д и	1	1
169	в свою очередь	1	1
170	по глубине и	1	1
171	этой точки зрения	1	1
172	большая или меньшая	1	1
173	в известных пределах	1	1
174	имеем дело с	1	1
175	с этой точки	1	1
176	не то что	1	1
177	в этом пункте	1	1
