N	3gram	Losev_Vlad_2	Problema
1	не может быть	1	11
2	с точки зрения	3	6
3	в отличие от	3	5
4	в высшей степени	1	5
5	и прежде всего	1	5
6	имеет дело с	1	4
7	в данном случае	2	4
8	в самом деле	1	3
9	в этом смысле	1	3
10	бы то ни	1	3
11	можно было бы	2	3
12	то же время	3	3
13	в том что	9	3
14	в то же	3	3
15	тем не менее	6	3
16	и в нем	1	3
17	можно сказать что	1	2
18	в какой мере	1	2
19	в том же	2	2
20	на первый план	2	2
21	и в области	1	2
22	можно говорить и	1	2
23	и в то	1	2
24	и в частности	1	2
25	не только в	2	2
26	во всех своих	1	2
27	и в них	1	2
28	для того чтобы	1	2
29	в этом отношении	1	2
30	что иное как	1	1
31	хотя и не	2	1
32	а не с	1	1
33	в свою очередь	2	1
34	далеко не все	1	1
35	не говоря уже	2	1
36	в настоящее время	2	1
37	также и в	1	1
38	во что бы	1	1
39	не могли быть	1	1
40	которой не было	1	1
41	до сих пор	1	1
42	говоря уже о	2	1
43	до известной степени	1	1
44	при этом в	1	1
45	не было бы	1	1
46	на нее и	1	1
47	в нем он	1	1
48	на то что	2	1
49	может быть и	1	1
50	кроме того и	2	1
51	едва ли может	1	1
52	и не в	1	1
53	и тем не	1	1
54	конечно не в	1	1
55	что бы то	1	1
56	то время как	1	1
57	не что иное	1	1
58	но в то	1	1
59	к чему не	1	1
60	и в его	2	1
61	а также и	1	1
62	то ни стало	1	1
63	и как бы	1	1
64	не в том	3	1
65	в связи с	8	1
66	в том как	1	1
67	только в таком	1	1
68	и в том	1	1
69	в свое время	1	1
70	в государстве и	1	1
71	по себе не	1	1
72	что и здесь	1	1
73	представителей так называемого	1	1
74	а в том	2	1
75	и в свою	1	1
76	ни к чему	1	1
77	то что в	1	1
78	прежде всего от	1	1
79	раз и навсегда	1	1
80	равно как и	1	1
81	в то время	6	1
82	его отношение к	1	1
83	в тех же	1	1
84	и т д	1	1
85	что в его	1	1
86	к выводу что	1	1
87	оно может быть	1	1
88	миру и к	1	1
89	к нему с	1	1
90	и как мы	2	1
91	как мы уже	1	1
92	на этот вопрос	1	1
93	является как бы	1	1
94	дело в том	3	1
