N	3gram	Bakhtin_Fr_7	Dialekti
1	с точки зрения	3	8
2	в том что	3	6
3	пространства и времени	1	4
4	в связи с	1	4
5	то же время	9	4
6	о том что	1	4
7	и может быть	1	3
8	что иное как	1	3
9	в то же	9	3
10	сам по себе	1	3
11	не что иное	1	3
12	содержит в себе	1	3
13	мы уже знаем	1	3
14	не в состоянии	1	2
15	потому что он	1	2
16	более или менее	2	2
17	в силу своей	1	2
18	как и все	1	2
19	в данном случае	1	2
20	не только в	1	2
21	во всяком случае	1	2
22	есть не что	1	2
23	не должно быть	2	2
24	с самого начала	1	2
25	что в нем	1	2
26	и прежде всего	1	2
27	то же самое	1	2
28	уже знаем что	1	1
29	несколько слов об	1	1
30	на этом моменте	1	1
31	находим в этом	1	1
32	мы уже сказали	1	1
33	на самом деле	1	1
34	в этом смысле	1	1
35	в том и	1	1
36	так что в	1	1
37	о том как	2	1
38	мы находим в	1	1
39	в правой руке	1	1
40	но и в	1	1
41	на самом же	1	1
42	в этом отношении	2	1
43	в частности к	1	1
44	а в конце	1	1
45	бытие но не	1	1
46	кроме того и	1	1
47	со всех сторон	1	1
48	который должен быть	1	1
49	в это время	1	1
50	со всеми его	1	1
51	в конце концов	4	1
52	и в этом	1	1
53	и в этой	2	1
54	мы уже говорили	3	1
55	есть не только	1	1
56	о котором мы	1	1
57	по себе и	1	1
58	том и в	1	1
59	и в том	1	1
60	в свое время	2	1
61	что он есть	1	1
62	вещи в их	1	1
63	не имеет значения	1	1
64	пространство и время	1	1
65	все новые и	2	1
66	это и есть	1	1
67	того как он	2	1
68	вещей домашнего обихода	1	1
69	за то что	3	1
70	в другом случае	1	1
71	есть прежде всего	1	1
72	как мы уже	1	1
73	самом же деле	1	1
74	новые и новые	2	1
75	к тому же	1	1
76	и все его	1	1
77	не в этом	1	1
78	во все стороны	1	1
79	и в другом	1	1
