N	3gram	Vygotskiy__7	slovoVRo
1	в то же	1	12
2	той или иной	1	9
3	с точки зрения	21	8
4	в большинстве случаев	2	6
5	в каждый данный	1	5
6	во всяком случае	1	5
7	каждый данный момент	1	4
8	прямо и непосредственно	1	4
9	с одной стороны	5	4
10	с другой стороны	1	4
11	в зависимости от	1	3
12	в данном случае	5	3
13	таким образом в	2	3
14	так и в	1	3
15	в том и	3	2
16	свое выражение в	5	2
17	в этом случае	14	2
18	до сих пор	3	2
19	и во всех	1	2
20	и не может	1	2
21	в лучшем случае	2	2
22	одно и то	3	2
23	то время как	2	2
24	в первом случае	3	2
25	не только в	1	2
26	в то время	2	2
27	и то же	3	2
28	в известном смысле	2	2
29	и в этом	1	2
30	не могут быть	1	2
31	то же слово	1	2
32	в свою очередь	2	2
33	точки зрения самого	2	2
34	как мы уже	1	2
35	к тому что	6	2
36	можно было бы	1	2
37	друг с другом	2	2
38	слова как такового	1	2
39	этой работы по	1	1
40	и связанное с	1	1
41	а следовательно и	1	1
42	в нем с	1	1
43	и столь же	2	1
44	одной и той	2	1
45	прежде всего в	2	1
46	всегда знак равенства	1	1
47	и той же	2	1
48	как бы не	1	1
49	всего дальнейшего развития	1	1
50	слова не только	1	1
51	неизбежно приводят к	1	1
52	точки зрения является	1	1
53	которых мы говорили	2	1
54	той же задаче	1	1
55	нашло свое выражение	1	1
56	находится в состоянии	1	1
57	и непосредственно как	1	1
58	в отличие от	2	1
59	в неразрывной связи	1	1
60	на самом же	1	1
61	в этом отношении	3	1
62	по аналогии с	1	1
63	находит свое выражение	3	1
64	вне поля зрения	1	1
65	точки зрения не	1	1
66	в направлении к	2	1
67	этом случае в	2	1
68	речи в то	1	1
69	с этой точки	4	1
70	его внутренняя речь	1	1
71	ни в какой	2	1
72	может быть не	1	1
73	в каком направлении	1	1
74	слово входит в	1	1
75	в одной плоскости	1	1
76	речи как таковой	1	1
77	во всех этих	1	1
78	и ничего не	1	1
79	речи эти особенности	1	1
80	неразрывной связи с	1	1
81	все они в	1	1
82	несет на себе	1	1
83	в самой этой	1	1
84	о которых мы	2	1
85	не может быть	4	1
86	тем не менее	3	1
87	и во всяком	1	1
88	о том что	4	1
89	одного из подчиненных	1	1
90	таким образом на	1	1
91	никогда не может	1	1
92	слова как мы	1	1
93	если бы мы	1	1
94	этой точки зрения	4	1
95	с самого начала	7	1
96	не только не	9	1
97	и речи но	2	1
98	он еще не	1	1
99	включает в себя	1	1
100	можно сказать что	3	1
101	неизбежно приводит к	2	1
102	и вследствие этого	1	1
103	не в меньшей	1	1
104	к действительности и	1	1
105	языка так же	1	1
106	бы друг с	1	1
107	у нее нет	2	1
108	следовательно и в	1	1
109	между словом и	8	1
110	конечно не только	1	1
111	самом же деле	1	1
112	для того чтобы	18	1
113	в том что	13	1
114	друг друга и	1	1
115	как и в	3	1
116	даже с точки	1	1
117	самого начала в	1	1
118	привело к тому	1	1
119	таким образом с	1	1
120	и с другой	1	1
121	как мы видели	3	1
