N	2gram	Vygotskiy__3	Hudozhes
1	том что	14	16
2	и в	38	14
3	так и	1	13
4	не только	12	12
5	при этом	4	12
6	о том	6	12
7	в том	25	12
8	а не	7	12
9	и т	14	11
10	в себе	4	11
11	в этом	13	11
12	в рассказе	1	11
13	в своей	5	10
14	для него	2	10
15	то же	10	9
16	как и	8	9
17	что он	11	9
18	в качестве	2	9
19	у него	4	9
20	в этой	13	8
21	как в	4	8
22	то что	35	8
23	т п	5	8
24	ничего не	2	8
25	в его	5	8
26	между тем	7	8
27	в то	3	8
28	еще не	1	7
29	это не	1	7
30	не в	12	7
31	казалось бы	5	7
32	к тому	6	7
33	уже не	2	7
34	именно в	1	7
35	не может	7	7
36	как бы	14	7
37	а в	7	7
38	в первой	2	6
39	в глазах	1	6
40	было бы	12	6
41	никогда не	4	6
42	рассказа в	1	6
43	что в	20	6
44	самом деле	21	5
45	с его	1	5
46	перед нами	8	5
47	но в	3	5
48	ни в	3	5
49	точки зрения	16	5
50	и его	6	5
51	потому что	14	5
52	к себе	2	5
53	и он	1	5
54	можно было	1	5
55	только в	4	5
56	по мнению	2	5
57	друг друга	1	5
58	может быть	19	5
59	но и	5	5
60	в частности	1	5
61	в этих	2	5
62	одновременно и	3	5
63	жизни и	1	5
64	с с	2	4
65	мы уже	7	4
66	и о	3	4
67	в ней	15	4
68	столь же	2	4
69	в своем	5	4
70	и к	3	4
71	в действительности	1	4
72	то в	1	4
73	в самом	25	4
74	та же	3	4
75	на то	16	4
76	что она	16	4
77	он не	6	4
78	и читателя	1	4
79	и с	1	4
80	несмотря на	5	4
81	тому что	6	4
82	с ним	2	4
83	она не	6	4
84	в русской	2	4
85	как будто	4	4
86	и это	8	4
87	можно сказать	1	4
88	того что	4	4
89	один из	6	4
90	из них	6	4
91	в конце	2	4
92	как раз	8	4
93	не было	1	4
94	и все	10	4
95	только что	2	4
96	речь идет	4	3
97	по преимуществу	2	3
98	с точки	9	3
99	не имеют	2	3
100	едва ли	3	3
101	и на	6	3
102	в ее	7	3
103	отнюдь не	2	3
104	идет о	4	3
105	как к	2	3
106	все же	8	3
107	но он	2	3
108	в нем	4	3
109	т д	4	3
110	и по	2	3
111	на этом	5	3
112	его в	3	3
113	с этим	8	3
114	даже в	1	3
115	и смерти	1	3
116	в своих	4	3
117	ничем не	1	3
118	такой же	2	3
119	рассказа о	1	3
120	она в	3	3
121	и море	1	3
122	все эти	4	3
123	тем что	3	3
124	этом отношении	1	3
125	что при	1	3
126	как мы	7	3
127	того чтобы	9	3
128	первой половине	3	3
129	и когда	5	3
130	что у	7	3
131	том как	2	3
132	если бы	14	3
133	это в	1	3
134	же в	2	3
135	но не	1	3
136	будто бы	1	3
137	и даже	4	3
138	со стороны	2	3
139	превращается в	1	3
140	то и	3	3
141	однако и	2	3
142	по своему	4	3
143	своего времени	1	3
144	видит себя	1	3
145	и для	4	3
146	от него	1	3
147	или не	2	3
148	в таком	3	3
149	к этой	2	3
150	например в	2	2
151	же как	1	2
152	на самом	2	2
153	что когда	2	2
154	момент когда	1	2
155	в их	1	2
156	той же	2	2
157	мы не	5	2
158	героев мы	1	2
159	героев в	2	2
160	к своему	2	2
161	же мере	2	2
162	мы читаем	2	2
163	но как	2	2
164	в одной	2	2
165	как нам	1	2
166	хотя и	1	2
167	к художественному	1	2
168	в целом	4	2
169	только на	1	2
170	раз в	4	2
171	так сказать	5	2
172	на его	1	2
173	не следует	1	2
174	когда все	1	2
175	заключает в	1	2
176	однако в	1	2
177	с такими	1	2
178	то чтобы	1	2
179	в другом	5	2
180	ясно что	6	2
181	того или	1	2
182	все равно	1	2
183	должно быть	1	2
184	иначе говоря	5	2
185	автора и	2	2
186	в следующем	1	2
187	в такой	3	2
188	наше внимание	3	2
189	состоит в	3	2
190	если можно	1	2
191	не столько	1	2
192	от себя	1	2
193	сих пор	5	2
194	все это	3	2
195	для нее	1	2
196	как все	2	2
197	они не	2	2
198	бы на	1	2
199	и другое	4	2
200	не о	1	2
201	не имеет	6	2
202	одна из	4	2
203	с и	6	2
204	действующие лица	1	2
205	заметить что	2	2
206	на него	1	2
207	что на	1	2
208	не знаем	2	2
209	все еще	1	2
210	этой своей	1	2
211	у себя	1	2
212	с ее	2	2
213	здесь не	3	2
214	на основе	1	2
215	причина этого	1	2
216	характер и	1	2
217	в себя	1	2
218	и каждый	1	2
219	в речи	3	2
220	на вопрос	1	2
221	внимание на	2	2
222	никак не	7	2
223	и что	18	2
224	до сих	6	2
225	в конечном	1	2
226	в форме	1	2
227	деле в	1	2
228	как она	1	2
229	второй половине	1	2
230	но с	1	2
231	о двух	1	2
232	согласиться с	4	2
233	и потому	1	2
234	и так	1	2
235	так что	8	2
236	характер ее	1	2
237	больше не	3	2
238	в начале	1	2
239	по выражению	2	2
240	участие в	1	2
241	за ним	1	2
242	мы знаем	1	2
243	героев как	1	2
244	у нее	1	2
245	явно не	1	2
246	на стороне	1	2
247	представляют собой	2	2
248	или иначе	1	2
249	с той	4	2
250	действующих лиц	5	2
251	а с	2	2
252	себя и	1	2
253	что не	3	2
254	до конца	2	2
255	ближе к	1	2
256	эти слова	2	2
257	характера и	1	2
258	в изображении	1	2
259	что же	2	2
260	о человеке	2	2
261	в тот	1	2
262	и не	10	2
263	с этой	2	2
264	еще раз	1	2
265	каждого из	3	2
266	своей жизни	2	2
267	только для	3	2
268	пока еще	1	2
269	перед собой	2	2
270	в результате	1	2
271	о котором	5	2
272	своих героев	2	2
273	его жизнь	1	2
274	в море	2	2
275	легко заметить	1	2
276	или иного	1	2
277	этот момент	1	2
278	но еще	1	2
279	говорили о	1	1
280	а между	1	1
281	как известно	1	1
282	ли мы	1	1
283	занимает место	1	1
284	характер героя	1	1
285	относится и	1	1
286	к единичному	1	1
287	и то	8	1
288	каждый новый	2	1
289	словами и	1	1
290	им о	1	1
291	это и	1	1
292	нам кажется	1	1
293	ему что	1	1
294	в первом	1	1
295	смысл этого	3	1
296	и до	1	1
297	на две	1	1
298	из его	1	1
299	высшей степени	1	1
300	к рассказу	1	1
301	по его	3	1
302	к нашей	1	1
303	мы из	1	1
304	второй смысл	1	1
305	ней есть	1	1
306	за них	1	1
307	что уже	1	1
308	среды и	1	1
309	из области	3	1
310	происходит это	1	1
311	в сущности	10	1
312	узнаем что	2	1
313	что характер	1	1
314	с детства	1	1
315	я не	5	1
316	хотя бы	2	1
317	событий и	1	1
318	что можно	1	1
319	целого в	1	1
320	так а	1	1
321	в каждой	1	1
322	в сцене	1	1
323	а другие	1	1
324	время в	5	1
325	его словам	2	1
326	что его	2	1
327	в чем	1	1
328	действующее лицо	2	1
329	рассказ про	1	1
330	чем это	1	1
331	совсем не	3	1
332	с самой	2	1
333	ты их	1	1
334	бы в	3	1
335	от характера	1	1
336	в сторону	1	1
337	не все	1	1
338	в общем	2	1
339	отношение к	1	1
340	иначе не	1	1
341	тут же	1	1
342	нет и	1	1
343	в свои	1	1
344	не буду	1	1
345	один и	1	1
346	относится к	1	1
347	и я	2	1
348	это одно	3	1
349	что именно	2	1
350	она как	1	1
351	в полном	2	1
352	еще больше	1	1
353	бы я	1	1
354	и как	8	1
355	стал бы	1	1
356	не кажется	1	1
357	от этого	1	1
358	о самом	1	1
359	но смысл	3	1
360	есть на	1	1
361	к чему	6	1
362	и конечно	3	1
363	в которой	5	1
364	он в	2	1
365	можно не	1	1
366	только способ	1	1
367	бы не	3	1
368	всей своей	1	1
369	из этих	3	1
370	мы привыкли	1	1
371	и тот	1	1
372	только один	1	1
373	имеет для	1	1
374	их действия	1	1
375	не могла	2	1
376	в определенном	1	1
377	главным образом	3	1
378	к герою	1	1
379	этого характера	1	1
380	всех этих	2	1
381	не как	1	1
382	в силу	2	1
383	и вот	2	1
384	с таким	1	1
385	том чтобы	1	1
386	наших глазах	2	1
387	не исчерпывает	1	1
388	же самая	2	1
389	что ни	1	1
390	смысле как	1	1
391	и этот	3	1
392	все с	1	1
393	в нее	2	1
394	правило не	1	1
395	что все	3	1
396	тем в	2	1
397	которого была	1	1
398	том случае	1	1
399	их и	1	1
400	на этой	1	1
401	случаях и	1	1
402	роль в	1	1
403	и тем	3	1
404	он все	2	1
405	в итоге	1	1
406	к области	1	1
407	бы совершенно	6	1
408	для них	1	1
409	но уже	1	1
410	в гибели	1	1
411	но мы	2	1
412	мы пытались	1	1
413	каяться в	1	1
414	к своим	2	1
415	в высшей	1	1
416	к которым	5	1
417	далеко не	3	1
418	нашего исследования	1	1
419	с тем	8	1
420	а за	1	1
421	в слове	1	1
422	и уже	2	1
423	этим и	1	1
424	она действительно	1	1
425	он и	1	1
426	нисколько не	1	1
427	смысл и	4	1
428	когда в	4	1
429	них уже	1	1
430	или менее	1	1
431	письма и	1	1
432	места в	2	1
433	таким же	1	1
434	это делает	1	1
435	во времена	1	1
436	место в	3	1
437	в отличие	1	1
438	в которых	6	1
439	мысли и	1	1
440	знаем что	1	1
441	не исчерпывается	1	1
442	в заключительных	1	1
443	признать что	2	1
444	в одном	8	1
445	и тоне	2	1
446	друг другу	2	1
447	повести в	1	1
448	и более	2	1
449	их в	2	1
450	том и	2	1
451	тому чтобы	1	1
452	что этот	4	1
453	на всю	2	1
454	бы быть	1	1
455	между прочим	1	1
456	нас к	1	1
457	вовсе не	8	1
458	нельзя согласиться	1	1
459	так как	6	1
460	гораздо большей	1	1
461	но они	2	1
462	тем самым	1	1
463	сидя в	1	1
464	что эта	4	1
465	самого начала	6	1
466	этими двумя	2	1
467	как о	1	1
468	мысли в	1	1
469	в определении	1	1
470	дело в	1	1
471	от чужого	1	1
472	в плане	3	1
473	в основе	3	1
474	читаем что	1	1
475	вниманию читателя	1	1
476	и имеет	1	1
477	в самых	1	1
478	из их	1	1
479	это еще	1	1
480	не могло	1	1
481	заключается по	1	1
482	только не	1	1
483	каждый из	1	1
484	нельзя не	2	1
485	так много	1	1
486	и всегда	2	1
487	из басни	2	1
488	в самой	4	1
489	именно с	1	1
490	на тему	3	1
491	этих двух	1	1
492	в противоречие	2	1
493	или как	1	1
494	собой то	1	1
495	уже говорили	3	1
496	с но	2	1
497	мы помним	2	1
498	не потому	1	1
