N	3gram	Tiupa_Hudo_1	KulturaY
1	для того чтобы	2	15
2	в том что	7	15
3	с точки зрения	3	9
4	по отношению к	9	8
5	с другой стороны	5	6
6	о том что	1	5
7	по крайней мере	1	5
8	мере в какой	1	5
9	той мере в	1	5
10	в той мере	1	5
11	том что он	1	4
12	в русском языке	1	4
13	тем не менее	3	4
14	состоит в том	5	3
15	более или менее	5	3
16	в этом смысле	3	3
17	в соответствии с	1	3
18	того или иного	3	3
19	в связи с	1	3
20	а с другой	2	3
21	в свою очередь	2	3
22	не может быть	3	3
23	и того же	2	2
24	так или иначе	3	2
25	и потому что	1	2
26	в том и	2	2
27	в этом случае	1	2
28	в иных случаях	1	2
29	по большей части	2	2
30	а в том	1	2
31	то же время	5	2
32	заключается в том	1	2
33	этой точки зрения	1	2
34	и в самом	1	2
35	одного и того	2	2
36	в данном отношении	1	2
37	в то же	5	2
38	к тому что	2	2
39	том что она	1	1
40	в сочетании с	1	1
41	что иное как	1	1
42	в этой фразе	1	1
43	с ними и	1	1
44	в данный момент	2	1
45	это необходимо для	1	1
46	иметь в виду	1	1
47	это было бы	1	1
48	в настоящее время	1	1
49	а через посредство	1	1
50	так и не	4	1
51	с одной стороны	2	1
52	первого из этих	1	1
53	себе в этом	1	1
54	для себя и	1	1
55	том случае если	1	1
56	и в то	1	1
57	в таких случаях	1	1
58	можно говорить о	1	1
59	в отличие от	7	1
60	при этом что	1	1
61	вследствие того что	1	1
62	мы говорим о	1	1
63	существенно разнится от	1	1
64	состоит не в	1	1
65	отчет в том	1	1
66	в противном случае	2	1
67	с этой точки	1	1
68	в том случае	1	1
69	одно и то	3	1
70	позицию по отношению	1	1
71	тогда как в	1	1
72	едва ли не	1	1
73	в особенности в	1	1
74	но только для	1	1
75	в виду не	3	1
76	к вопросу о	1	1
77	тех или иных	2	1
78	и то же	3	1
79	отношению к которому	1	1
80	в стилистическом отношении	2	1
81	к нам не	1	1
82	имеем в виду	3	1
83	дело не в	1	1
84	исходит из того	1	1
85	та или иная	1	1
86	еще и потому	1	1
87	так же как	1	1
88	областями духовной культуры	1	1
89	при этом в	1	1
90	здесь как бы	1	1
91	не в качестве	1	1
92	на наших глазах	2	1
93	внимание не на	1	1
94	и тем самым	1	1
95	а всего лишь	1	1
96	но у нас	1	1
97	той или иной	4	1
98	что говоря о	1	1
99	мы имеем в	3	1
100	друг от друга	1	1
101	в этих случаях	1	1
102	во втором случае	1	1
103	только о том	1	1
104	не что иное	1	1
105	то что они	1	1
106	и в слове	1	1
107	все то что	1	1
108	точно так же	1	1
109	является как бы	1	1
110	тот или иной	2	1
