1	и в	22	43
2	и не	12	29
3	т е	16	26
4	может быть	11	23
5	как бы	1	22
6	не может	4	18
7	в пределах	4	16
8	но и	12	14
9	как и	3	14
10	в этом	17	13
11	точки зрения	2	13
12	что он	9	13
13	и т	16	13
14	в нем	9	12
15	в одном	2	12
16	по себе	1	11
17	не в	4	11
18	не только	14	11
19	как мы	8	10
20	в его	3	10
21	прежде всего	3	10
22	и на	4	10
23	но в	10	10
24	он не	5	9
25	никогда не	3	9
26	еще не	10	9
27	в большинстве	1	9
28	с точки	1	8
29	и его	4	8
30	то же	6	8
31	или в	11	8
32	большинстве случаев	2	8
33	в него	2	7
34	а не	6	7
35	о себе	3	7
36	перед нами	1	7
37	до сих	5	7
38	что же	1	7
39	то что	7	7
40	в то	2	7
41	сих пор	5	7
42	и сам	1	7
43	в другом	2	7
44	к себе	1	7
45	при этом	2	6
46	здесь не	3	6
47	не как	1	6
48	и все	3	6
49	в котором	2	6
50	в том	9	6
51	у него	3	6
52	в этих	11	6
53	хотя и	2	5
54	к нему	5	5
55	было бы	3	5
56	все эти	4	5
57	да и	2	5
58	все это	1	5
59	никак не	1	5
60	героя и	1	5
61	мы увидим	3	5
62	у меня	5	5
63	и он	2	5
64	и что	2	5
65	вовсе не	2	5
66	но не	7	5
67	на то	1	5
68	а в	6	5
69	но здесь	1	5
70	отношению к	2	5
71	самом деле	1	5
72	на фоне	1	5
73	так что	5	5
74	о том	3	5
75	и с	4	5
76	по отношению	2	5
77	таким образом	10	5
78	если же	1	4
79	с собой	2	4
80	я не	3	4
81	но он	4	4
82	с другом	1	4
83	же не	2	4
84	почему же	1	4
85	т д	15	4
86	и до	1	4
87	а как	1	4
88	во время	6	4
89	в своей	1	4
90	что в	15	4
91	к тому	3	4
92	их в	3	4
93	с другой	7	4
94	совершенно не	2	4
95	и это	2	4
96	себе и	2	4
97	только в	4	4
98	друг с	1	4
99	но эти	1	4
100	видеть и	1	4
101	на этот	1	4
102	ну так	1	4
103	в них	6	4
104	речи и	1	4
105	там где	7	4
106	по мере	1	4
107	типов и	1	4
108	человека в	1	4
109	но это	3	4
110	далеко не	3	4
111	в своем	2	4
112	этот вопрос	2	4
113	он ничего	2	4
114	мы не	1	4
115	так как	7	4
116	и здесь	7	3
117	в одной	3	3
118	в различных	1	3
119	героя с	2	3
120	могут быть	5	3
121	если бы	6	3
122	в виде	2	3
123	героя в	1	3
124	тому же	2	3
125	образом и	2	3
126	другой стороны	7	3
127	что так	1	3
128	уже не	7	3
129	с ним	1	3
130	там в	1	3
131	и для	2	3
132	говорят что	2	3
133	также и	1	3
134	а за	1	3
135	мы будем	1	3
136	и даже	2	3
137	во всем	1	3
138	этих трех	1	3
139	себя и	1	3
140	есть и	5	3
141	даже в	2	3
142	такой же	2	3
143	ничего не	6	3
144	тот же	1	3
145	он и	3	3
146	никому не	2	3
147	только на	2	3
148	должна быть	1	3
149	его в	3	3
150	тем что	4	3
151	мы уже	6	3
152	той же	2	3
153	можно было	1	3
154	не хочет	1	3
155	что и	9	3
156	он сам	1	3
157	со всеми	1	3
158	и к	3	3
159	и ее	3	3
160	между тем	2	3
161	она не	4	3
162	уже говорили	1	3
163	в приведенном	1	3
164	не менее	5	3
165	в себя	1	3
166	так и	2	3
167	души человеческой	1	3
168	кроме того	1	3
169	но для	1	3
170	и этим	1	3
171	в жизни	2	3
172	и их	1	3
173	не знает	1	3
174	а он	5	3
175	стороны и	3	3
176	все же	5	3
177	здесь в	1	3
178	в эту	1	3
179	и только	1	3
180	это не	6	3
181	с другим	1	2
182	имеется и	1	2
183	что это	1	2
184	того что	5	2
185	эти отношения	1	2
186	не есть	1	2
187	как если	1	2
188	а то	2	2
189	на том	3	2
190	того как	1	2
191	ту же	2	2
192	с тобой	2	2
193	входит в	1	2
194	целый ряд	3	2
195	мы здесь	4	2
196	человек с	1	2
197	даже из	1	2
198	то это	2	2
199	он так	1	2
200	но этот	2	2
201	например в	2	2
202	мы можем	6	2
203	этой комнате	1	2
204	во всяком	2	2
205	своей жизни	1	2
206	превращается в	3	2
207	это место	1	2
208	сказать что	3	2
209	не входит	1	2
210	в сторону	2	2
211	и о	2	2
212	том что	8	2
213	еще более	2	2
214	друга и	1	2
215	и та	1	2
216	человека и	1	2
217	уже в	1	2
218	его к	1	2
219	этого слова	1	2
220	от друга	1	2
221	одна из	2	2
222	и др	2	2
223	отношение к	4	2
224	ни в	2	2
225	конечно не	1	2
226	по своему	1	2
227	есть у	2	2
228	что на	4	2
229	вопрос о	2	2
230	для этого	1	2
231	него как	1	2
232	как выражение	1	2
233	сказать о	1	2
234	их с	1	2
235	с ними	3	2
236	об этом	1	2
237	на себе	1	2
238	и то	2	2
239	ее в	3	2
240	и как	3	2
241	а затем	3	2
242	с этим	8	2
243	в таком	1	2
244	и эта	1	2
245	указывает на	1	2
246	здесь мы	5	2
247	в такой	1	2
248	они могут	2	2
249	нами уже	1	2
250	уже и	1	2
251	его и	4	2
252	время как	2	2
253	с большим	5	2
254	в образе	1	2
255	человек и	1	2
256	что у	3	2
257	почти всегда	1	2
258	что такое	1	2
259	могут оказаться	1	2
260	этих случаях	7	2
261	художественного творчества	1	2
262	но все	2	2
263	и очень	1	2
264	другого и	1	2
265	лежит в	1	2
266	отличается от	1	2
267	из этих	3	2
268	и так	2	2
269	так же	3	2
270	тем не	5	2
271	это вовсе	1	2
272	для чего	1	2
273	на себя	2	2
274	что не	2	2
275	нет но	1	2
276	меня и	1	2
277	как в	2	2
278	бы не	1	2
279	что этот	1	2
280	что было	2	2
281	и кто	1	2
282	то время	2	2
283	для нас	4	2
284	быть и	3	2
285	в целом	3	2
286	но конечно	2	2
287	между собой	1	2
288	то и	6	2
289	из них	7	2
290	у нас	4	2
291	в руках	1	2
292	была бы	1	2
293	вид что	1	2
294	быть в	1	2
295	на одну	2	2
296	известно что	2	2
297	хотя бы	1	2
298	мы и	1	2
299	от них	3	2
300	друг от	1	2
301	и они	4	2
302	в которых	2	2
303	и герой	2	2
304	перед ним	1	2
305	и пр	11	2
306	здесь они	2	1
307	как братья	2	1
308	она принадлежит	3	1
309	и всей	1	1
310	связанных с	2	1
311	как не	1	1
312	не следует	1	1
313	и между	1	1
314	но прежде	1	1
315	говорит только	1	1
316	все они	1	1
317	то мы	2	1
318	в книге	1	1
319	же тенденция	1	1
320	однако в	1	1
321	нет мы	2	1
322	в ее	1	1
323	здесь еще	1	1
324	к своему	1	1
325	не раз	2	1
326	что автор	1	1
327	которых они	1	1
328	перехода из	1	1
329	как будто	2	1
330	не имеет	2	1
331	он их	1	1
332	же в	2	1
333	от нее	1	1
334	их и	3	1
335	и действительно	2	1
336	его за	1	1
337	на нее	3	1
338	потом в	2	1
339	все что	3	1
340	это еще	2	1
341	случаев в	1	1
342	и делают	1	1
343	вопрос почему	1	1
344	он находится	1	1
345	будем говорить	1	1
346	с сыном	1	1
347	стоит в	2	1
348	здесь гораздо	1	1
349	одном из	3	1
350	так может	2	1
351	с очень	2	1
352	есть разновидность	1	1
353	случае это	1	1
354	нас в	1	1
355	стоит на	3	1
356	о его	1	1
357	а уж	1	1
358	развивается в	1	1
359	одной стороны	2	1
360	и говорит	9	1
361	здесь конечно	1	1
362	чего она	1	1
363	человека как	1	1
