N	2gram	Tiupa_Disk_2	Myshleni
1	и в	16	28
2	в том	8	28
3	то что	5	28
4	в этом	16	27
5	того что	1	24
6	потому что	4	22
7	том что	10	19
8	не может	9	19
9	таким образом	1	18
10	что он	2	18
11	только в	3	18
12	в силу	1	17
13	что в	5	17
14	не только	10	16
15	точки зрения	4	13
16	может быть	16	13
17	сказать что	1	13
18	и не	15	11
19	как бы	4	11
20	к другим	1	11
21	но не	7	10
22	по отношению	4	10
23	с точки	2	10
24	к тому	1	10
25	но и	11	10
26	отношению к	4	10
27	в процессе	1	9
28	перехода от	1	9
29	в самом	1	8
30	тем самым	6	8
31	никогда не	2	8
32	тем что	1	8
33	в зоне	1	8
34	еще не	6	8
35	того же	2	7
36	то же	6	7
37	в сущности	1	7
38	отношение к	2	7
39	в своем	5	7
40	в которой	1	7
41	с самого	1	7
42	он не	3	7
43	в нем	7	7
44	письменной речи	1	7
45	самого начала	1	7
46	мышления и	1	7
47	там где	1	7
48	вместе с	2	7
49	между ними	1	7
50	же как	2	6
51	мы не	1	6
52	понятия в	1	6
53	в чем	1	6
54	и как	3	6
55	как и	16	6
56	для него	5	6
57	приводит к	3	6
58	так и	9	6
59	и что	1	6
60	можно сказать	3	6
61	его в	3	6
62	в родном	1	6
63	так что	1	6
64	в области	2	6
65	и развития	1	6
66	при переходе	1	6
67	в то	5	6
68	том же	1	5
69	вопрос о	1	5
70	из того	1	5
71	и на	5	5
72	но в	11	5
73	то в	1	5
74	в этой	4	5
75	переходе от	2	5
76	того как	1	5
77	в разных	1	5
78	не могут	1	5
79	могут быть	3	5
80	языка и	1	5
81	в пределах	4	5
82	это не	3	5
83	и все	3	5
84	по самой	1	5
85	речи и	1	5
86	и развитие	1	4
87	например в	3	4
88	и то	4	4
89	переход от	1	4
90	в первом	1	4
91	к другому	1	4
92	отношения между	2	4
93	той же	2	4
94	мы имеем	2	4
95	совпадает с	2	4
96	я не	1	4
97	во всех	1	4
98	в одной	1	4
99	в той	2	4
100	в себе	19	4
101	в нашем	1	4
102	на этом	1	4
103	и того	3	4
104	одного и	3	4
105	но если	1	4
106	он должен	1	4
107	не в	3	4
108	мысли в	1	4
109	своей природе	1	4
110	что на	2	4
111	оно не	1	4
112	что и	2	4
113	именно в	2	4
114	в качестве	16	4
115	в состоянии	1	4
116	друг друга	1	4
117	на этот	1	4
118	и следовательно	1	4
119	в частности	12	4
120	к жизни	3	4
121	это и	1	3
122	чего не	3	3
123	с его	6	3
124	из этих	3	3
125	одном и	1	3
126	связи и	1	3
127	как в	8	3
128	хотя и	1	3
129	представляет собой	11	3
130	и отношения	1	3
131	в случае	1	3
132	при этом	17	3
133	с ней	2	3
134	раз в	1	3
135	одной и	1	3
136	первую очередь	2	3
137	в них	3	3
138	иначе говоря	3	3
139	восприятия и	1	3
140	всякий раз	2	3
141	и той	1	3
142	для данного	3	3
143	до известной	1	3
144	в основе	4	3
145	по своей	6	3
146	этом отношении	4	3
147	отличается от	1	3
148	представляют собой	1	3
149	только то	1	3
150	в себя	2	3
151	действия и	1	3
152	и здесь	1	3
153	и т.д	1	3
154	во втором	1	3
155	в его	3	3
156	и только	1	3
157	слов и	1	3
158	один из	1	3
159	и его	3	3
160	есть в	2	3
161	этого понятия	1	3
162	до конца	1	3
163	в первую	2	3
164	на примере	2	3
165	и составляет	1	3
166	а не	14	3
167	на фоне	1	3
168	как это	1	3
169	требует от	1	3
170	в целом	2	3
171	в ходе	2	3
172	не знает	3	3
173	в своих	6	3
174	как на	3	3
175	одним из	1	2
176	самом деле	1	2
177	принадлежит к	3	2
178	основе этого	1	2
179	он сам	1	2
180	к которой	2	2
181	опирается на	1	2
182	прежде всего	7	2
183	все же	6	2
184	рода в	1	2
185	когда он	1	2
186	и наконец	3	2
187	не совпадает	1	2
188	все эти	3	2
189	но на	1	2
190	оказывается не	2	2
191	состоит в	16	2
192	к одному	1	2
193	с этой	1	2
194	различие между	1	2
195	в другом	3	2
196	несмотря на	1	2
197	в этих	3	2
198	в своей	6	2
199	в такой	1	2
200	в котором	3	2
201	и том	1	2
202	в которых	1	2
203	втором случае	1	2
204	но это	3	2
205	речи в	2	2
206	и более	1	2
207	необходимо чтобы	1	2
208	не менее	7	2
209	она не	1	2
210	имеем дело	1	2
211	с достаточной	1	2
212	приходит к	1	2
213	и от	1	2
214	как с	1	2
215	этот период	1	2
216	не с	2	2
217	к его	4	2
218	еще в	3	2
219	можно только	1	2
220	для этого	1	2
221	с ним	1	2
222	внимание на	1	2
223	при котором	2	2
224	этом заключается	1	2
225	в значительной	1	2
226	нас в	1	2
227	отношений с	1	2
