N	2gram	Bakhtin_Fr_8	Psycholo
1	то что	3	37
2	и в	56	30
3	в том	13	27
4	что в	5	24
5	и что	1	23
6	потому что	6	23
7	том что	8	21
8	того чтобы	4	20
9	таким образом	17	20
10	для того	2	20
11	как бы	11	19
12	что он	2	17
13	не только	8	16
14	в этом	14	14
15	в самом	9	14
16	то есть	24	13
17	как раз	2	13
18	так же	2	13
19	показать что	1	12
20	в сущности	8	12
21	с одной	4	12
22	одной стороны	2	12
23	вместе с	2	12
24	может быть	3	11
25	если бы	2	11
26	как на	1	11
27	о том	4	10
28	и то	2	9
29	никогда не	5	9
30	так как	4	9
31	с другой	2	9
32	для этого	1	9
33	не может	2	9
34	сказать что	3	9
35	самом деле	2	8
36	что это	4	8
37	при этом	4	8
38	заключается в	1	8
39	с тем	2	8
40	не в	3	8
41	к тому	1	8
42	и это	1	8
43	тому что	1	8
44	того что	1	8
45	мы видим	6	8
46	а не	2	8
47	могут быть	1	8
48	то же	11	7
49	но не	5	7
50	все же	2	7
51	и как	2	7
52	в нем	8	7
53	точки зрения	6	7
54	в основе	4	7
55	мы можем	1	7
56	действующих лиц	2	7
57	мы уже	10	6
58	в своем	3	6
59	что она	2	6
60	что все	4	6
61	как и	5	6
62	и его	12	6
63	как будто	1	6
64	в совершенно	4	6
65	и здесь	3	6
66	о котором	1	6
67	по мнению	1	6
68	и тем	1	6
69	уже в	2	6
70	тем что	1	6
71	но и	9	6
72	именно в	1	6
73	и не	9	6
74	и для	2	6
75	что оно	1	6
76	жизни и	1	6
77	еще не	10	5
78	по этому	1	5
79	о смерти	1	5
80	что они	2	5
81	когда он	2	5
82	в себе	4	5
83	в этой	6	5
84	было бы	2	5
85	рядом с	3	5
86	несмотря на	2	5
87	был бы	3	5
88	сих пор	8	5
89	только не	2	5
90	же самое	1	5
91	как мы	7	5
92	но в	6	5
93	один из	5	5
94	дело с	1	5
95	только в	9	5
96	именно на	1	5
97	до сих	8	5
98	а с	1	5
99	и потому	4	5
100	чувства и	1	5
101	указывает что	2	5
102	бы в	3	5
103	другой стороны	2	5
104	в своих	4	5
105	то это	1	4
106	в виду	1	4
107	в ней	4	4
108	друг к	1	4
109	стороны и	1	4
110	и к	4	4
111	мы говорили	1	4
112	в основу	1	4
113	к другу	1	4
114	в них	11	4
115	в своей	2	4
116	не могли	2	4
117	что эта	1	4
118	из которых	2	4
119	казалось бы	3	4
120	мы найдем	2	4
121	по сравнению	1	4
122	и совершенно	2	4
123	в его	18	4
124	на одном	2	4
125	не можем	1	4
126	только на	2	4
127	должен был	1	4
128	говорит о	2	4
129	прежде всего	6	4
130	которых мы	1	4
131	там где	3	4
132	в частности	7	4
133	сравнению с	1	4
134	в результате	5	4
135	от него	1	4
136	и все	6	4
137	а в	2	4
138	тем же	1	3
139	в их	3	3
140	той же	6	3
141	мы не	2	3
142	и о	3	3
143	и на	7	3
144	первый план	2	3
145	в ее	6	3
146	он говорит	2	3
147	как в	1	3
148	и наконец	3	3
149	в которой	4	3
150	из этих	1	3
151	на его	6	3
152	он не	5	3
153	состоит в	1	3
154	не как	2	3
155	что ни	1	3
