N	2gram	Vinokur_St_1	Problemy
1	и в	44	46
2	то есть	2	40
3	и не	16	27
4	может быть	15	23
5	не может	8	19
6	как бы	4	19
7	в нем	5	17
8	в этом	21	16
9	не только	18	14
10	слова в	1	13
11	перед нами	1	12
12	как мы	1	12
13	но и	10	12
14	как и	9	12
15	и на	1	11
16	точки зрения	11	11
17	в одном	1	11
18	а не	16	11
19	не в	12	10
20	и к	1	9
21	в самом	7	9
22	с точки	8	9
23	и все	2	9
24	в его	9	9
25	в том	36	9
26	вовсе не	19	9
27	прежде всего	7	9
28	до сих	7	8
29	конечно не	2	8
30	сих пор	7	8
31	или в	1	8
32	в сущности	2	7
33	еще не	3	7
34	в себе	2	7
35	и с	3	7
36	слова с	1	7
37	по себе	1	7
38	как раз	4	7
39	то же	5	6
40	никогда не	5	6
41	хотя и	1	6
42	но в	10	6
43	слово в	1	6
44	в каждом	3	6
45	ни в	3	6
46	что я	1	6
47	но это	6	6
48	на свой	2	6
49	и его	8	6
50	о нем	1	6
51	что он	10	6
52	только в	10	6
53	есть в	2	6
54	все это	5	6
55	в котором	5	5
56	ведь и	3	5
57	с его	1	5
58	во всех	8	5
59	по отношению	3	5
60	за пределы	2	5
61	при этом	2	5
62	это не	8	5
63	в то	9	5
64	это слово	4	5
65	и сам	2	5
66	о том	17	5
67	же время	4	5
68	к нему	2	5
69	если мы	1	5
70	мы находим	4	5
71	так как	5	5
72	у него	2	5
73	отношению к	3	5
74	жизни и	5	5
75	например в	8	4
76	самом деле	11	4
77	мы не	2	4
78	на себя	1	4
79	но не	3	4
80	как в	13	4
81	все же	8	4
82	кроме того	1	4
83	все эти	5	4
84	он не	2	4
85	таким образом	7	4
86	том что	29	4
87	в этих	2	4
88	своего рода	3	4
89	том же	1	4
90	слово как	1	4
91	в процессе	1	4
92	этих двух	3	4
93	потому что	6	4
94	так и	9	4
95	в виду	1	4
96	и других	1	4
97	можно сказать	1	4
98	же и	4	4
99	уже не	1	4
100	уже в	2	4
101	к ним	1	4
102	точек зрения	1	4
103	еще и	2	4
104	до конца	1	4
105	превращается в	2	4
106	очень часто	3	4
107	да и	3	4
108	то что	18	4
109	не знает	2	4
110	совершенно не	5	4
111	что в	30	4
112	но эти	1	4
113	том числе	2	4
114	также и	9	3
115	и это	2	3
116	тем же	3	3
117	здесь и	1	3
118	и до	1	3
119	той же	5	3
120	мы имеем	2	3
121	всех его	1	3
122	и о	1	3
123	так чтобы	1	3
124	то это	3	3
125	конечно и	3	3
126	отношение к	2	3
127	значение для	1	3
128	в той	6	3
129	в своем	2	3
130	из этих	6	3
131	в этой	11	3
132	как он	1	3
133	на то	4	3
134	но именно	2	3
135	их в	2	3
136	было бы	17	3
137	кажется что	3	3
138	далеко не	1	3
139	в слове	5	3
140	такой же	5	3
141	но если	4	3
142	и при	1	3
143	и их	2	3
144	в своей	6	3
145	не как	1	3
146	но он	2	3
147	в отношении	9	3
148	она не	2	3
149	правда в	1	3
150	дело в	6	3
151	по своей	2	3
152	на него	2	3
153	не могут	1	3
154	числе и	2	3
155	но при	1	3
156	и этим	1	3
157	здесь нет	1	3
158	чем у	2	3
159	если бы	9	3
160	и что	4	3
161	и во	2	3
162	и только	3	3
163	отличается от	1	3
164	себя в	1	3
165	первостепенное значение	1	3
166	а то	2	3
167	ведь это	1	3
168	в конце	3	3
169	что и	6	3
170	тем что	5	3
171	и даже	5	3
172	с другой	9	3
173	более того	1	3
174	него в	1	3
175	так же	5	3
176	к своему	1	3
177	что же	6	3
178	по существу	2	3
179	но для	2	3
180	и для	3	3
181	бы в	1	3
182	еще более	4	3
183	другой стороны	7	3
184	того же	3	3
185	и другие	1	3
186	уже после	1	3
187	а между	1	2
188	отношения к	2	2
189	же как	3	2
190	так я	1	2
191	а как	2	2
192	вопрос о	4	2
193	не была	2	2
194	и говорить	1	2
195	если в	2	2
196	нужно быть	1	2
197	нет и	1	2
198	в одной	1	2
199	с этим	3	2
200	стороны и	1	2
201	целый ряд	2	2
202	не было	4	2
203	зрения как	1	2
204	от этого	2	2
205	себе как	1	2
206	не хочет	2	2
207	бы и	4	2
208	бы не	2	2
209	так в	1	2
210	но ведь	8	2
211	но на	2	2
212	бы ни	1	2
213	время и	1	2
214	должна быть	3	2
215	на том	1	2
216	в узком	1	2
217	в корне	1	2
218	свое время	2	2
219	у пушкина	8	2
220	никому не	1	2
221	и по	5	2
222	но дело	1	2
223	но все	4	2
224	об этом	3	2
225	на все	1	2
226	лишь в	3	2
227	хотя бы	6	2
228	этом смысле	1	2
229	и тем	3	2
230	которую он	1	2
231	что такое	1	2
232	почти не	1	2
233	в которых	5	2
234	могло бы	2	2
235	не менее	5	2
236	одном из	1	2
237	которые в	2	2
238	всего его	1	2
239	того как	1	2
240	одна из	1	2
241	не могло	1	2
