N	3gram	Medvedev_F_3	Vladivir
1	в том что	3	9
2	в связи с	4	8
3	во всяком случае	6	6
4	тем не менее	2	6
5	что же касается	1	5
6	в это время	1	4
7	как мы знаем	4	4
8	дело в том	2	3
9	с точки зрения	14	3
10	в отличие от	2	3
11	в то же	7	3
12	не в том	1	3
13	в конце концов	2	3
14	так или иначе	1	3
15	то же время	7	3
16	о том что	1	3
17	хотя и не	1	2
18	ни в каких	2	2
19	на то что	1	2
20	в настоящее время	1	2
21	это нисколько не	1	2
22	и до конца	1	2
23	в том же	1	2
24	нам кажется что	2	2
25	на первый план	1	2
26	можно было бы	1	2
27	сам по себе	1	2
28	в данном случае	4	2
29	не только в	1	2
30	начала и до	1	2
31	в последнее время	1	2
32	так и не	1	2
33	с начала и	1	2
34	и все же	1	2
35	как мы видели	2	2
36	что в этом	1	1
37	для нас важно	1	1
38	так же и	2	1
39	и во всяком	2	1
40	со своей стороны	1	1
41	равно как и	2	1
42	в том числе	1	1
43	в этом случае	1	1
44	в своей работе	1	1
45	можно утверждать что	1	1
46	на этих же	1	1
47	они не могут	1	1
48	до сих пор	1	1
49	и в то	2	1
50	бы то ни	4	1
51	только то что	2	1
52	в этом отношении	3	1
53	в собственном смысле	1	1
54	полагать что в	1	1
55	по себе в	1	1
56	и форму его	1	1
57	вместе с тем	3	1
58	и тем не	1	1
59	до известной степени	2	1
60	время и в	1	1
61	в высшей степени	2	1
62	только тогда и	1	1
63	кроме того в	1	1
64	собственном смысле слова	1	1
65	он пишет в	1	1
66	и в том	1	1
67	не может быть	14	1
68	нет никаких оснований	1	1
69	в той же	1	1
70	в данную историческую	1	1
71	раз и навсегда	3	1
72	в этом же	1	1
73	три года в	1	1
74	и притом в	1	1
75	что в его	1	1
76	с самого начала	1	1
77	до конца однако	1	1
78	в самом деле	4	1
79	не могла быть	1	1
80	но все же	1	1
81	в этом рассуждении	1	1
82	можно сказать что	1	1
83	с тем и	1	1
84	в этом смысле	2	1
85	и в нем	1	1
86	для того чтобы	4	1
87	и вообще все	1	1
88	того чтобы стать	1	1
89	и т д	6	1
