N	4gram	Tiupa_Vved_1	TeoriaLi
1	в то же время	3	6
2	состоит в том что	1	3
3	не следует смешивать с	1	2
4	одного и того же	1	2
5	имеет в своем составе	1	2
6	в войне и мире	2	2
7	и не могло быть	1	2
8	последовательно вводятся автором в	1	1
9	мы имеем дело с	2	1
10	в той мере в	2	1
11	менее насыщенный деталями кадр	1	1
12	как более или менее	1	1
13	деталей в пределах кадрового	1	1
14	даже самая тривиальная в	1	1
15	поступки только раскрывают содержание	1	1
16	поименованное в тексте а	1	1
17	лишь поименованное в тексте	1	1
18	в свою очередь членится	1	1
19	имеет место слияние пространственных	1	1
20	и временных примет в	1	1
21	в данном случае это	1	1
22	или движется один отдельный	1	1
23	а не все что	2	1
24	той мере в какой	2	1
25	пространственных и временных примет	1	1
26	восприятия в каждый малый	1	1
27	не отделен от своей	1	1
28	автором в кадры повествования	1	1
29	примет в осмысленном и	1	1
30	осмысленном и конкретном целом	1	1
31	и его поступки только	1	1
32	кадры читательского восприятия в	1	1
33	судьбы они едины судьба	1	1
34	тривиальная в общеязыковом отношении	1	1
35	состав такого кадра входит	1	1
36	не все что может	1	1
37	как уже говорилось выше	1	1
38	все что может или	1	1
39	субъекта объекта и адресата	1	1
40	слияние пространственных и временных	1	1
41	задаваемый читателю ракурс видения	1	1
42	или менее насыщенный деталями	1	1
43	кадры повествования а читателем	1	1
44	индивида и его поступки	1	1
45	более или менее насыщенный	1	1
46	вводятся автором в кадры	1	1
47	временных примет в осмысленном	1	1
48	кадра входит лишь поименованное	1	1
49	слова в соответствии с	1	1
50	свою очередь членится на	1	1
51	в кадры читательского восприятия	1	1
52	в кадры повествования а	1	1
53	в пределах кадрового единства	1	1
54	в той или иной	1	1
55	внеличную сторону индивида и	1	1
56	единства фразы устанавливает задаваемый	1	1
57	времени в поле зрения	1	1
58	в осмысленном и конкретном	1	1
59	отрезок времени в поле	1	1
60	войне и мире толстого	1	1
61	отделен от своей судьбы	1	1
62	в том числе и	1	1
63	было и не могло	1	1
64	тем не менее не	1	1
65	и в то же	1	1
66	поле зрения читателя находится	1	1
67	читателю ракурс видения в	1	1
68	устанавливает задаваемый читателю ракурс	1	1
69	входит лишь поименованное в	1	1
70	читателя находится или движется	1	1
71	кадрового единства фразы устанавливает	1	1
72	только раскрывают содержание судьбы	1	1
73	читательского восприятия в каждый	1	1
74	насыщенный деталями кадр внутреннего	1	1
75	движется один отдельный кадр	1	1
76	фразы устанавливает задаваемый читателю	1	1
77	едины судьба выражает внеличную	1	1
78	деталями кадр внутреннего зрения	1	1
79	каждый малый отрезок времени	1	1
80	судьба выражает внеличную сторону	1	1
81	зрения читателя находится или	1	1
82	они едины судьба выражает	1	1
83	что может или пожелает	1	1
84	от своей судьбы они	1	1
85	его поступки только раскрывают	1	1
86	место слияние пространственных и	1	1
87	тексте а не все	1	1
88	не было и не	1	1
89	в каждый малый отрезок	1	1
90	или пожелает представить себе	1	1
91	пределах кадрового единства фразы	1	1
92	такого кадра входит лишь	1	1
93	может или пожелает представить	1	1
94	то же время они	1	1
95	в поле зрения читателя	1	1
96	находится или движется один	1	1
97	в тексте а не	1	1
98	сторону индивида и его	1	1
99	своей судьбы они едины	1	1
100	креативного и рецептивного сознаний	1	1
101	самая тривиальная в общеязыковом	1	1
102	малый отрезок времени в	1	1
103	выражает внеличную сторону индивида	1	1
