N	2gram	Bakhtin_Fr_6	VrazhdaK
1	в году	6	18
2	не только	10	9
3	в этом	12	8
4	и в	41	8
5	и что	5	8
6	но и	13	7
7	и все	9	7
8	года в	1	7
9	то что	10	7
10	что в	7	7
11	все же	4	6
12	но в	8	6
13	в нем	16	6
14	как и	7	6
15	в котором	4	6
16	и с	16	6
17	о нем	1	6
18	в начале	3	6
19	и даже	4	6
20	в романе	2	6
21	то же	5	5
22	об этом	1	5
23	в то	6	5
24	же время	5	5
25	между тем	2	5
26	у него	7	5
27	не было	1	5
28	и не	3	5
29	в ней	4	4
30	что он	6	4
31	в истории	2	4
32	при этом	3	4
33	это не	1	4
34	несмотря на	1	4
35	все это	11	4
36	с ним	4	4
37	о том	9	4
38	для нас	2	4
39	уже в	4	4
40	может быть	2	4
41	как бы	7	4
42	так же	5	4
43	одним из	4	3
44	он был	4	3
45	в чем	3	3
46	с его	5	3
47	в своем	5	3
48	и как	4	3
49	в этот	1	3
50	раз в	2	3
51	его в	1	3
52	он не	2	3
53	далеко не	1	3
54	том что	7	3
55	но он	5	3
56	и его	13	3
57	связи с	2	3
58	человека в	1	3
59	и о	1	3
60	и во	2	3
61	в его	7	3
62	в том	2	3
63	и у	2	3
64	в конце	2	3
65	тем что	5	3
66	в связи	1	3
67	о себе	1	3
68	наряду с	1	3
69	матери и	1	3
70	и то	2	2
71	и он	5	2
72	он сам	3	2
73	в эти	2	2
74	человека с	2	2
75	в той	5	2
76	в письмах	1	2
77	мотивы и	1	2
78	в этой	8	2
79	что к	1	2
80	в себе	5	2
81	чувств и	1	2
82	их в	2	2
83	таким образом	17	2
84	в глазах	1	2
85	в них	7	2
86	рядом с	5	2
87	а с	1	2
88	историю о	1	2
89	не мог	3	2
90	на первый	3	2
91	в эту	2	2
92	во время	9	2
93	точки зрения	2	2
94	в своей	2	2
95	с точки	2	2
96	место в	1	2
97	не менее	1	2
98	одна из	1	2
99	никогда не	8	2
100	в момент	1	2
101	к себе	2	2
102	его с	1	2
103	на это	1	2
104	и это	1	2
105	же не	1	2
106	этот роман	2	2
107	еще не	1	2
108	эту сцену	1	2
109	а также	5	2
110	там же	1	2
111	центрального образа	1	2
112	этот момент	1	2
113	тем более	2	2
114	и образы	2	2
115	уже не	1	2
116	из них	5	2
117	для него	1	2
118	отношение к	1	2
119	к ним	1	2
120	как раз	2	2
121	и т.п	19	2
122	о влиянии	1	2
123	и стал	1	2
124	о чем	1	2
125	эти годы	1	2
126	начиная с	2	2
127	не может	4	2
128	вместе с	6	2
129	в него	3	2
130	но это	3	2
131	а в	4	2
132	это в	1	2
133	как известно	2	1
134	от этой	1	1
135	к людям	1	1
136	с утверждением	1	1
137	также и	6	1
138	человека и	2	1
139	как имя	1	1
140	что образ	5	1
141	того же	4	1
142	это и	2	1
143	ему не	1	1
144	о чисто	1	1
145	которую они	1	1
146	в их	1	1
147	из всех	1	1
148	полагает что	1	1
149	той же	5	1
150	и увидев	1	1
151	что уже	1	1
152	не слишком	1	1
153	он как	1	1
154	совпадает с	1	1
155	говорить о	2	1
156	хуже чем	1	1
157	роман в	1	1
158	ему в	1	1
159	в числе	1	1
160	а другие	1	1
161	литературе и	3	1
162	одном из	1	1
163	на них	1	1
164	первый план	3	1
165	влияния на	2	1
166	одним словом	1	1
167	но не	2	1
168	о смерти	1	1
169	энергии и	1	1
170	раз а	1	1
171	был также	1	1
172	и т.д	1	1
173	что они	2	1
174	к сожалению	1	1
175	рассказы о	3	1
176	и я	1	1
177	как говорит	1	1
178	как в	4	1
179	с этим	3	1
180	дает нам	2	1
181	для всех	1	1
182	сходство между	1	1
183	и наконец	4	1
184	и отчасти	2	1
185	роль играет	1	1
186	тут нет	1	1
187	то в	1	1
188	в самом	10	1
189	что это	5	1
190	в целом	1	1
191	не был	2	1
192	что же	1	1
193	еще один	1	1
194	рассказ о	1	1
195	и холодным	1	1
196	во многих	1	1
197	как он	2	1
198	у женщин	2	1
199	не могла	1	1
200	в плен	1	1
201	да и	1	1
202	знали что	1	1
203	в первой	3	1
204	при виде	1	1
205	всех этих	2	1
206	сердце и	1	1
207	этот процесс	1	1
208	ее своей	1	1
209	в плане	3	1
210	из него	1	1
211	людей и	3	1
212	это конечно	1	1
213	есть все	1	1
214	конечно в	2	1
215	мировой литературе	1	1
216	их и	1	1
217	самим собой	2	1
218	это было	2	1
219	заключается в	2	1
220	как пример	3	1
221	смеха и	1	1
222	было бы	3	1
223	исторического момента	1	1
224	в жизни	1	1
225	а за	2	1
226	которой он	1	1
227	он и	1	1
228	отражение и	1	1
229	в развитии	2	1
230	шесть месяцев	2	1
231	одного и	2	1
232	в этих	2	1
233	и их	3	1
234	предполагать что	2	1
235	представление о	2	1
236	далее в	1	1
237	своего рода	1	1
238	чтоб я	1	1
239	не будем	2	1
240	через несколько	1	1
241	не могли	1	1
242	иногда о	1	1
243	с такими	1	1
244	них много	1	1
245	но они	4	1
246	не имеет	1	1
247	правда в	1	1
248	как о	2	1
249	также что	3	1
250	ничего не	1	1
251	того как	1	1
252	того в	1	1
253	и пули	1	1
254	эпизода с	1	1
255	же года	1	1
256	ему и	1	1
257	своем увлечении	1	1
258	потому что	3	1
259	в эпизоде	5	1
260	до того	3	1
261	этом отношении	3	1
262	не знали	1	1
263	такие же	1	1
264	один раз	2	1
265	в мировой	1	1
266	смотреть в	1	1
267	легенда о	1	1
268	в духе	3	1
269	могут быть	1	1
270	во все	1	1
271	по характеру	1	1
272	этой легенды	1	1
273	по всем	1	1
274	не забудем	1	1
275	эти не	1	1
276	и образ	4	1
277	его почти	1	1
278	в ее	5	1
279	людям если	1	1
280	то время	1	1
281	роль в	4	1
282	веру в	1	1
283	его были	1	1
284	и сам	3	1
285	так и	5	1
286	на нее	1	1
287	ясно что	1	1
288	еще в	5	1
289	во второй	1	1
290	том как	1	1
291	жизнь и	1	1
292	и вообще	4	1
293	до сих	3	1
294	о знаменитом	1	1
295	нас в	1	1
296	это была	1	1
297	к нему	3	1
298	доходит до	2	1
299	во всех	17	1
300	от них	1	1
301	говорить об	1	1
302	в форме	2	1
303	любил и	1	1
304	в другой	1	1
305	вслед за	1	1
306	романа в	3	1
307	руки его	1	1
308	в литературе	5	1
309	к которому	1	1
310	нас интересует	1	1
311	один из	6	1
312	но с	2	1
313	оказалось что	1	1
314	он стал	2	1
315	тому назад	1	1
316	которым он	1	1
317	в предисловии	1	1
318	во всем	5	1
319	вскоре после	1	1
320	то он	2	1
321	он уже	1	1
322	не страшен	1	1
323	начало в	1	1
324	себя в	2	1
325	что для	1	1
326	забудем что	1	1
327	говорит о	1	1
328	с различными	1	1
329	никто не	2	1
330	мы находим	2	1
331	в одном	5	1
332	для правильного	1	1
333	ее не	1	1
334	каждый из	2	1
335	не просто	1	1
336	в особенности	7	1
337	связан с	1	1
338	и речи	1	1
339	и из	1	1
340	с другой	4	1
341	именно в	4	1
342	характерно для	1	1
343	такое же	1	1
344	прежде всего	10	1
345	на этот	1	1
346	до конца	2	1
347	и самый	3	1
348	в ту	1	1
349	одну из	2	1
350	что из	1	1
351	во франции	5	1
352	с помощью	6	1
353	в частности	2	1
354	него в	1	1
355	он собрал	1	1
356	что за	1	1
357	того что	3	1
358	хотя он	2	1
359	был в	2	1
360	в условиях	1	1
361	сих пор	3	1
362	в основном	1	1
363	этими тремя	1	1
364	между прочим	1	1
365	под влиянием	1	1
366	более того	4	1
367	которых он	1	1
368	и от	4	1
369	и другими	1	1
370	о котором	4	1
371	это как	1	1
372	тот кто	1	1
373	хотя и	2	1
374	и перед	1	1
375	бы в	2	1
376	еще более	2	1
377	конце концов	1	1
378	в обоих	1	1
379	нем самом	1	1
380	но нас	1	1
381	другой стороны	2	1
382	они как	1	1
383	бы его	1	1
384	из этого	4	1
385	героя в	1	1
386	жизни и	3	1
387	к этой	1	1
388	помощью которых	2	1
389	как на	1	1
390	в таком	1	1
391	все что	4	1
392	образа его	1	1
393	они не	3	1
