N	3gram	Bakhtin_Fr_4	Myslijsy
1	более или менее	3	8
2	в том что	1	7
3	и того же	1	6
4	в свою очередь	1	6
5	одного и того	1	6
6	подобно тому как	3	4
7	до сих пор	1	4
8	в то время	2	4
9	то время как	1	3
10	с одной стороны	2	3
11	смысле этого слова	1	3
12	а равно и	1	2
13	на самом деле	1	2
14	и все остальные	1	2
15	о которой мы	1	2
16	того что они	1	2
17	одно и то	1	2
18	с другой стороны	3	2
19	для того чтобы	3	2
20	то же время	8	2
21	так и в	1	2
22	не может быть	1	2
23	с самого начала	3	2
24	в то же	8	2
25	и то же	1	2
26	таким образом в	3	2
27	если бы он	1	1
28	один и тот	2	1
29	то в слове	1	1
30	и всякого рода	1	1
31	дело в том	1	1
32	что это не	1	1
33	но даже и	1	1
34	одной стороны и	1	1
35	том случае если	1	1
36	и в других	2	1
37	в отличие от	1	1
38	эти общие черты	1	1
39	всякий раз как	1	1
40	но это не	1	1
41	и не может	1	1
42	со всех сторон	1	1
43	в том случае	1	1
44	мы не знаем	1	1
45	и в нашем	1	1
46	все же не	1	1
47	в связи с	1	1
48	при этом и	1	1
49	и тот же	2	1
50	то есть когда	1	1
51	он вовсе не	1	1
52	далеко не все	1	1
53	и как бы	1	1
54	никто никогда не	1	1
55	даже и в	1	1
56	и независимо от	1	1
57	о том что	2	1
58	мы прежде всего	1	1
59	мы можем сказать	1	1
60	то есть в	2	1
61	что и в	1	1
62	их отношения к	1	1
63	мы уже не	1	1
64	в большинстве случаев	5	1
65	что одно и	1	1
66	мы видели что	1	1
