N	2gram	Losev_Prob_3	StatiiOP
1	и в	44	29
2	том что	12	27
3	в том	21	27
4	в этом	17	21
5	не только	14	19
6	но и	10	19
7	что в	8	19
8	о том	6	17
9	что пушкин	1	15
10	в его	9	13
11	что он	9	13
12	у пушкина	6	12
13	между прочим	2	12
14	в которой	2	11
15	то что	23	11
16	все это	5	11
17	таким образом	9	10
18	к тому	3	10
19	и т	13	9
20	в своем	5	9
21	он не	8	9
22	пушкина и	3	9
23	потому что	25	9
24	так и	10	9
25	и не	35	9
26	пушкин и	1	9
27	как на	2	9
28	но в	12	8
29	как раз	8	8
30	по поводу	2	8
31	в ней	5	7
32	в самом	3	7
33	так например	1	7
34	но все	3	7
35	в своей	5	7
36	в котором	2	7
37	пушкина с	1	7
38	не столько	2	7
39	тому что	4	7
40	для того	1	7
41	в виду	10	7
42	с тем	5	7
43	вместе с	2	7
44	одним из	1	6
45	вопрос о	1	6
46	и на	1	6
47	все же	6	6
48	т д	13	6
49	факт что	1	6
50	вовсе не	37	6
51	того чтобы	1	6
52	и его	5	6
53	об этом	3	6
54	и что	7	6
55	в одном	1	6
56	до сих	2	6
57	было бы	8	5
58	точки зрения	5	5
59	не знали	2	5
60	была бы	1	5
61	в языке	1	5
62	того что	8	5
63	в качестве	3	5
64	своего рода	1	5
65	обратить внимание	1	5
66	прежде всего	3	5
67	а не	18	5
68	о чем	2	5
69	в той	3	5
70	как бы	9	5
71	сих пор	2	5
72	речь идет	1	4
73	то обстоятельство	1	4
74	кроме того	3	4
75	на память	1	4
76	хотя и	5	4
77	и к	6	4
78	в нем	9	4
79	что у	3	4
80	в другом	2	4
81	и с	9	4
82	не в	13	4
83	дело в	4	4
84	ничего не	3	4
85	обстоятельство что	1	4
86	но также	2	4
87	и о	5	4
88	разумеется что	1	4
89	внимание на	1	4
90	но с	2	4
91	связи с	8	4
92	при помощи	8	4
93	для него	3	4
94	до того	1	4
95	с другой	7	4
96	именно в	2	4
97	в частности	2	4
98	тот факт	1	4
99	а как	2	4
100	к этому	1	4
101	например в	1	3
102	же как	3	3
103	самом деле	3	3
104	на самом	7	3
105	идет о	1	3
106	в их	2	3
107	его не	2	3
108	хотя бы	3	3
109	подчеркнуть что	1	3
110	и он	1	3
111	не был	2	3
112	но не	3	3
113	не то	2	3
114	которые не	1	3
115	меньше всего	1	3
116	как в	5	3
117	с этим	2	3
118	не было	5	3
119	что это	3	3
120	в известном	2	3
121	тому же	1	3
122	вообще не	1	3
123	в начале	2	3
124	из них	2	3
125	ни в	8	3
126	в этих	2	3
127	но он	1	3
128	пушкиным и	1	3
129	по себе	25	3
130	не менее	10	3
131	иметь в	1	3
132	никогда не	6	3
133	и по	2	3
134	это слово	1	3
135	тем что	4	3
136	у нас	10	3
137	и именно	2	3
138	оно не	1	3
139	в образе	1	3
140	на нее	1	3
141	столько же	2	3
142	и здесь	5	3
143	но это	8	3
144	так что	12	3
145	с нею	2	3
146	всяком случае	6	3
147	связан с	1	3
148	что на	1	3
149	и даже	14	3
150	еще и	7	3
151	а с	2	3
152	до конца	1	3
153	так же	5	3
154	другой стороны	5	3
155	не является	11	3
156	другое дело	2	3
157	во всяком	9	3
158	также и	16	2
159	того же	2	2
160	только потому	2	2
161	такое же	1	2
162	тем же	2	2
163	смысл этого	1	2
164	то же	13	2
165	на первом	1	2
166	почти все	1	2
167	пушкина где	1	2
168	бы то	4	2
169	отличие от	3	2
170	что они	5	2
171	на то	3	2
172	там где	1	2
173	в истории	1	2
174	мере в	1	2
175	и как	3	2
176	по пути	1	2
177	на тот	1	2
178	более или	1	2
179	все эти	7	2
180	в этой	3	2
181	в себе	8	2
182	как он	1	2
183	на его	1	2
184	при этом	4	2
185	если бы	3	2
186	тем не	10	2
187	не к	1	2
188	и более	2	2
189	то ни	6	2
190	конечно в	1	2
191	для своей	1	2
192	его в	3	2
193	это было	2	2
194	само собою	1	2
195	о которых	3	2
196	как и	10	2
197	во внимание	2	2
198	несмотря на	1	2
199	в один	1	2
200	или менее	1	2
201	которую он	1	2
202	что такое	3	2
203	нас не	5	2
204	в отношении	2	2
205	с точки	2	2
206	в отличие	2	2
207	от его	2	2
208	даже в	1	2
209	и вся	1	2
210	нет никакого	4	2
211	но они	1	2
212	что с	1	2
213	в то	9	2
214	дело не	2	2
215	не имеет	9	2
216	в процессе	2	2
217	только не	1	2
218	и всегда	2	2
219	очень мало	2	2
220	не может	7	2
221	только с	4	2
222	образом не	1	2
223	в каком	4	2
224	например что	1	2
225	искусства и	2	2
226	поэт не	1	2
227	и это	9	2
228	в ее	4	2
229	и сам	5	2
230	принять во	1	2
231	особенно в	1	2
232	в содержании	1	2
233	говорят что	1	2
234	как мог	1	2
235	а также	4	2
236	говорит об	1	2
237	никак не	9	2
238	если принять	1	2
