N	3gram	Propp_Russ_2	Vladivir
1	в том что	18	9
2	во всяком случае	1	6
3	в то время	2	6
4	тем не менее	2	6
5	в это время	1	4
6	дело в том	1	3
7	более или менее	1	3
8	в отличие от	3	3
9	о том что	4	3
10	на то что	1	2
11	в настоящее время	1	2
12	в том же	1	2
13	можно было бы	1	2
14	в данном случае	6	2
15	в том чтобы	2	2
16	так как это	1	2
17	в свою очередь	1	2
18	к этому времени	1	2
19	а не на	1	2
20	после того как	2	2
21	до некоторой степени	1	2
22	как мы видели	1	2
23	что здесь в	1	1
24	что иное как	2	1
25	не может не	1	1
26	а это в	1	1
27	для нас важно	1	1
28	не было ни	1	1
29	потому что в	1	1
30	это в свою	1	1
31	в этом случае	6	1
32	а может быть	1	1
33	в этом отношении	1	1
34	то что в	1	1
35	однако здесь еще	1	1
36	вместе с тем	4	1
37	может быть и	1	1
38	каждый из этих	1	1
39	то время как	1	1
40	кроме того в	2	1
41	как и вообще	1	1
42	не только как	1	1
43	делать не будем	1	1
44	но вместе с	2	1
45	то что по	1	1
46	в первую очередь	1	1
47	и в том	1	1
48	не может быть	3	1
49	далеко не все	1	1
50	нужно было бы	1	1
51	мы имеем не	2	1
52	это подтверждается и	1	1
53	данном случае мы	1	1
54	все это нужно	1	1
55	не говорится о	1	1
56	к выводу что	1	1
57	в течение всего	1	1
58	не могла быть	1	1
59	из этих элементов	1	1
60	можно сказать что	1	1
61	с тем и	1	1
62	в москве в	1	1
63	только тогда когда	3	1
64	как мы уже	1	1
65	в году у	1	1
66	по этому поводу	2	1
67	но это не	1	1
68	не что иное	2	1
69	во многих случаях	2	1
70	для того чтобы	6	1
71	а именно в	2	1
72	там же в	4	1
73	но если она	1	1
74	пока еще не	2	1
75	i и сл	1	1
76	и т д	5	1
