N	3gram	Vinokur_Ku_2	FransuaR
1	то же время	3	6
2	в то же	3	6
3	и до конца	1	5
4	до сих пор	1	4
5	в связи с	3	4
6	большей или меньшей	3	3
7	на самом деле	2	3
8	в отличие от	2	3
9	а также и	1	3
10	и прежде всего	1	3
11	для того чтобы	8	3
12	в своей книге	1	2
13	и в других	1	2
14	в этом отношении	3	2
15	можно было бы	9	2
16	это вовсе не	1	2
17	за этим словесным	1	2
18	в значительной степени	1	2
19	одной и той	1	2
20	или меньшей степени	3	2
21	по сравнению с	1	2
22	в большей или	3	2
23	и той же	1	2
24	не может быть	4	2
25	в данном случае	1	2
26	о том что	1	2
27	можно сказать что	2	2
28	как и в	1	2
29	как мы видели	1	2
30	смысле этого слова	1	1
31	всего тем что	1	1
32	к этой книге	3	1
33	в частности и	1	1
34	что иное как	1	1
35	в области изучения	1	1
36	к слову в	1	1
37	все дело в	1	1
38	том что в	1	1
39	какой бы то	1	1
40	прежде всего в	1	1
41	дело в том	1	1
42	в настоящее время	1	1
43	но даже и	2	1
44	также и в	1	1
45	здесь прежде всего	1	1
46	в этом случае	2	1
47	сих пор еще	1	1
48	потому что не	1	1
49	может быть только	2	1
50	с точки зрения	8	1
51	отношению же к	1	1
52	языка но и	2	1
53	хотя бы и	2	1
54	в таких случаях	2	1
55	для этой цели	1	1
56	бы то ни	1	1
57	сказать несколько слов	1	1
58	вместо того чтобы	1	1
59	об этом в	1	1
60	было бы привести	2	1
61	речи так как	1	1
62	данном очерке в	1	1
63	и с другой	1	1
64	большую роль в	1	1
65	и в области	1	1
66	может быть и	1	1
67	и в частности	1	1
68	не что иное	1	1
69	в нашем смысле	2	1
70	в том чтобы	1	1
71	то ни было	1	1
72	какое же значение	1	1
73	отличается от просто	1	1
74	но те же	1	1
75	с помощью которого	1	1
76	прежде всего тем	1	1
77	и в этой	1	1
78	не только для	1	1
79	и в обычном	1	1
80	нашем смысле но	1	1
81	примеров можно было	1	1
82	по отношению же	1	1
83	во всяком случае	5	1
84	с другой стороны	7	1
85	само по себе	5	1
86	и еще не	1	1
87	в свое время	2	1
88	только то что	1	1
89	есть не что	1	1
90	в вопросе о	1	1
91	узком смысле слова	1	1
92	заключается в том	1	1
93	в сущности и	1	1
94	в свою очередь	2	1
95	связи с этим	1	1
96	но и для	1	1
97	с самого начала	1	1
98	и в самом	2	1
99	в данном очерке	1	1
100	мы находим и	1	1
101	мы знаем что	2	1
102	с полным правом	1	1
103	в узком смысле	2	1
104	тех или иных	1	1
105	но все же	2	1
106	но также и	2	1
107	и здесь не	1	1
108	в том что	10	1
109	не нуждается в	1	1
110	как мы знаем	1	1
111	и в другом	2	1
