N	2gram	Vinokur_Ku_3	Mirosoze
1	может быть	14	30
2	не только	17	29
3	и в	23	28
4	не может	6	28
5	но и	3	25
6	а не	11	25
7	он не	3	24
8	в этом	16	20
9	не было	4	18
10	не в	5	16
11	потому что	12	16
12	в ней	3	15
13	в своей	4	15
14	и есть	5	14
15	никогда не	1	14
16	в самом	13	11
17	для него	1	11
18	и не	10	11
19	в своем	4	10
20	было бы	16	10
21	что в	13	10
22	прежде всего	9	10
23	что он	6	10
24	был бы	3	10
25	и потому	1	10
26	с тем	6	9
27	но он	1	9
28	и его	1	9
29	не есть	3	9
30	в его	11	9
31	есть лишь	1	9
32	из самых	1	8
33	в котором	2	8
34	но не	3	8
35	менее всего	1	7
36	но в	2	7
37	в себе	1	7
38	в самой	1	7
39	к нему	1	7
40	того что	11	7
41	должна быть	3	6
42	и на	1	6
43	он сам	1	6
44	в которой	1	6
45	лишь в	8	6
46	ведет к	1	6
47	только в	6	6
48	вместе с	2	6
49	все это	2	6
50	в том	22	6
51	нет и	1	5
52	если он	1	5
53	это не	3	5
54	как и	5	5
55	что есть	2	5
56	у нас	10	5
57	не могут	5	5
58	то что	4	5
59	и я	2	5
60	русской литературы	1	5
61	смысле слова	2	4
62	отношения к	1	4
63	это и	3	4
64	есть не	3	4
65	xix века	3	4
66	отношение к	3	4
67	за пределы	2	4
68	увидим что	2	4
69	чем у	1	4
70	не к	1	4
71	не как	2	4
72	в этих	2	4
73	точки зрения	23	4
74	в их	6	4
75	в которых	3	4
76	есть путь	1	4
77	она не	3	4
78	мог бы	2	4
79	что и	6	4
80	один из	4	4
81	уже не	8	4
82	уже в	3	4
83	есть уже	1	4
84	а в	5	4
85	тем что	5	4
86	и вместе	1	4
87	не знал	1	4
88	с этой	3	4
89	которых он	1	4
90	от него	1	4
91	не знает	2	4
92	вряд ли	1	3
93	с этим	1	3
94	когда он	2	3
95	бы и	3	3
96	когда человек	1	3
97	на том	2	3
98	этот процесс	1	3
99	и вот	3	3
100	на этом	2	3
101	и с	3	3
102	его в	2	3
103	не мог	1	3
104	том что	11	3
105	но если	3	3
106	не имеет	3	3
107	ничего не	6	3
108	к тому	3	3
109	в ее	4	3
110	учение о	2	3
111	в него	1	3
112	социальной среды	1	3
113	конечно не	2	3
114	не так	3	3
115	и их	1	3
116	так как	9	3
117	я хочу	3	3
118	в иных	1	3
119	это есть	1	3
120	должно быть	7	3
121	для нас	4	3
122	интерес к	1	3
123	хотя бы	9	3
124	будто бы	1	3
125	в свете	2	3
126	творческие силы	1	3
127	мы увидим	1	3
128	есть и	1	3
129	на своем	1	3
130	также и	5	2
131	чтобы не	2	2
132	связана с	1	2
133	он знает	1	2
134	вопрос о	11	2
135	время как	1	2
136	в виду	8	2
137	не иметь	1	2
138	литературы и	1	2
139	не все	2	2
140	по отношению	3	2
141	относится к	2	2
142	т е	32	2
143	как в	4	2
144	все же	5	2
145	и как	2	2
146	и к	3	2
147	чего же	1	2
148	за собой	1	2
149	под ним	1	2
150	он в	2	2
151	все эти	7	2
152	бы не	3	2
153	приводит к	1	2
154	к учению	1	2
155	как он	2	2
156	если бы	8	2
157	раз когда	1	2
158	не значит	5	2
159	в россии	2	2
160	входит в	1	2
161	на протяжении	2	2
162	и мы	1	2
163	чем в	2	2
164	оказывается что	1	2
165	мысли и	2	2
166	от его	1	2
167	сих пор	8	2
168	в то	3	2
169	к этим	1	2
170	в основе	1	2
171	же система	1	2
172	того чтобы	11	2
173	по своей	1	2
174	в каком	3	2
175	необходимости в	1	2
176	когда мы	3	2
177	могут быть	6	2
178	одно только	2	2
179	отличается от	2	2
180	всего в	1	2
181	как для	1	2
182	смысле в	1	2
183	на помощь	1	2
184	он мог	1	2
185	и от	1	2
186	то время	1	2
187	и что	7	2
188	есть также	2	2
189	и нужно	2	2
190	о нем	1	2
191	о том	6	2
192	может не	1	2
193	с разных	1	2
194	с того	1	2
195	и кровь	1	2
196	своему значению	1	2
197	и те	1	2
198	и бог	1	2
199	мы видим	1	2
200	пишет он	1	2
201	не стал	1	2
202	никто не	1	2
203	нет никаких	1	2
204	отношению к	2	2
205	как будто	1	2
206	для того	12	2
207	в свой	1	2
208	до сих	8	2
209	и самый	2	2
210	связано с	1	2
211	на этот	2	2
212	о чем	2	2
213	учению о	1	2
214	по своему	2	2
215	в той	4	2
216	потому ли	1	2
217	как бы	5	2
218	том смысле	1	2
219	быть не	2	2
220	в начале	1	2
221	и для	1	2
222	в идеале	1	2
223	она может	2	2
224	всего что	1	2
225	отношении к	1	2
226	что без	1	2
227	в свою	1	2
228	сказать что	7	2
229	есть потому	1	2
230	эти слова	2	2
231	к этой	1	2
232	к этому	1	2
233	все что	1	2
234	я и	3	1
235	ту же	1	1
236	также что	2	1
237	жизни русской	1	1
238	и т	54	1
239	через которые	2	1
240	сплошь и	3	1
241	и то	1	1
242	на самом	3	1
243	отражает все	1	1
244	между двумя	1	1
245	к другому	2	1
246	направлены были	1	1
247	был и	1	1
248	в зависимости	7	1
249	все русские	1	1
250	из всех	1	1
251	бы уже	2	1
252	мы имеем	2	1
253	мы не	3	1
254	и ничего	1	1
255	установить что	1	1
256	и через	2	1
257	но она	1	1
258	в деле	1	1
259	я не	5	1
260	то это	3	1
261	и самой	1	1
262	зависимости от	8	1
263	есть вместе	1	1
264	еще не	9	1
265	как ему	1	1
266	тем как	1	1
267	то мы	3	1
268	самом деле	14	1
269	иных случаях	1	1
270	отказ от	1	1
271	всякий раз	1	1
272	в сторону	1	1
273	когда будет	1	1
274	тех же	4	1
275	и действительно	3	1
276	он пишет	2	1
277	отличие от	2	1
278	новым словом	1	1
279	что они	2	1
280	и хочу	1	1
281	которые не	1	1
282	более чем	2	1
283	что во	1	1
284	в одной	1	1
285	как к	2	1
286	один только	1	1
287	это был	1	1
288	говорит что	1	1
289	в каком-то	1	1
290	это более	1	1
291	в противоположность	1	1
292	есть самое	1	1
293	россии не	1	1
294	в смысл	1	1
295	со своей	1	1
296	отказывается от	1	1
297	что же	5	1
298	что ничего	1	1
299	разных точек	1	1
300	интересно что	1	1
301	имеем в	1	1
302	можно лишь	1	1
303	духовной культуры	1	1
304	а вовсе	1	1
305	как совершенно	1	1
306	русское слово	1	1
307	он все	1	1
308	этим связано	1	1
309	есть дело	1	1
310	всех этих	1	1
311	в силу	6	1
312	есть один	1	1
313	с таким	1	1
314	его от	1	1
315	лишь с	4	1
316	что сам	3	1
317	который с	1	1
318	удивительно что	1	1
319	в каждом	1	1
320	как они	2	1
321	значение в	2	1
322	том случае	4	1
323	и чтобы	2	1
324	в понимании	1	1
325	не умеет	1	1
326	искусства в	1	1
327	зрения и	1	1
328	после этого	1	1
329	определяется тем	1	1
330	и рядом	3	1
331	уже быть	1	1
332	быть поставлено	1	1
333	а что	2	1
334	человек который	1	1
335	когда я	1	1
336	смысл и	2	1
337	же я	1	1
338	же есть	1	1
339	лучше всего	1	1
340	сказать в	1	1
341	одно дело	1	1
342	во время	1	1
343	что такое	4	1
344	в такой	1	1
345	и без	2	1
346	она в	1	1
347	ведь не	1	1
348	что до	1	1
349	он дает	1	1
350	в отличие	2	1
351	стоит в	1	1
352	что я	1	1
353	ответить на	2	1
354	сам же	2	1
355	нельзя было	1	1
356	мир и	1	1
357	точку зрения	2	1
358	творчества и	1	1
359	и более	3	1
360	и наоборот	1	1
361	не должно	1	1
362	вовсе не	5	1
363	почти все	1	1
364	ему как	1	1
365	если и	2	1
366	в отношении	3	1
367	не менее	12	1
368	культурной жизни	1	1
369	есть прежде	1	1
370	имеет смысла	1	1
371	в русской	1	1
372	весь смысл	1	1
373	пушкина но	1	1
374	и именно	3	1
375	когда они	1	1
376	в самых	1	1
377	чем не	1	1
378	это еще	2	1
379	не могло	1	1
380	науку о	1	1
381	так много	1	1
382	казалось бы	1	1
383	и такой	2	1
384	а во	1	1
385	может в	1	1
386	такая же	2	1
387	во всем	1	1
388	а лишь	3	1
389	и после	1	1
390	только с	1	1
391	же до	2	1
392	встретился с	1	1
393	в области	14	1
394	не потому	3	1
395	от того	5	1
396	всему этому	1	1
397	было уже	1	1
398	от которой	1	1
399	приходит к	1	1
400	можно и	1	1
401	из всего	2	1
402	и о	4	1
403	город и	1	1
404	связи со	1	1
405	на той	1	1
406	культуры и	1	1
407	в пределах	2	1
408	так в	2	1
409	не столько	4	1
410	слова а	1	1
411	в устойчивой	1	1
412	природе своей	1	1
413	можно было	11	1
414	так и	6	1
415	по природе	1	1
416	и каждый	1	1
417	она была	1	1
418	предмет его	1	1
419	означает что	1	1
420	каждый раз	1	1
421	именно потому	1	1
422	сам был	1	1
423	узнать в	1	1
424	при котором	2	1
425	одного из	1	1
426	это потому	1	1
427	не стоит	1	1
428	нас в	3	1
429	заключается в	4	1
430	всей нашей	1	1
431	доходит до	2	1
432	существенное в	1	1
433	путь к	2	1
434	от них	1	1
435	и всякая	1	1
436	и только	3	1
437	быть что	1	1
438	вообще и	3	1
439	также в	1	1
440	все время	1	1
441	быть и	1	1
442	моменты в	2	1
443	сразу же	2	1
444	речи о	1	1
445	одной из	1	1
446	этот вопрос	3	1
447	проникнуть в	1	1
448	в вопросе	1	1
449	то он	3	1
450	наше время	1	1
451	что как	3	1
452	между тем	4	1
453	образа в	1	1
454	и ее	1	1
455	что написано	2	1
456	с какой	1	1
457	же и	1	1
458	можно изучать	1	1
459	книгу о	1	1
460	говорить об	1	1
461	ничего нельзя	1	1
462	то и	2	1
463	в нашей	4	1
464	потому в	2	1
465	всяком случае	1	1
466	что она	5	1
467	в одном	2	1
468	т п	41	1
469	говорим что	1	1
470	вот оказывается	1	1
471	уже совершенно	2	1
472	рядом с	1	1
473	бы из	1	1
474	отношении между	1	1
475	выходит за	1	1
476	путь этот	1	1
477	возражение и	1	1
478	нам всем	1	1
479	по своим	1	1
480	а именно	3	1
481	есть подлинная	1	1
482	и др	1	1
483	системы и	1	1
484	что не	4	1
485	обратиться к	1	1
486	содержания как	1	1
487	сообщения и	1	1
488	а на	1	1
489	может ли	1	1
490	стать на	3	1
491	точек зрения	2	1
492	в ряду	3	1
493	слова что	1	1
494	думал что	1	1
495	смысл этот	1	1
496	если не	1	1
497	культуры он	1	1
498	не видит	1	1
499	области литературной	1	1
500	в частности	2	1
501	ими не	1	1
502	к его	2	1
503	мы говорим	4	1
504	подхода к	2	1
505	вопросе о	2	1
506	отношений между	2	1
507	мы опять	1	1
508	ко всякому	1	1
509	к жизни	1	1
510	все внимание	1	1
511	он будет	2	1
512	она есть	2	1
513	этих словах	1	1
514	наряду с	1	1
515	к великому	1	1
516	которые открываются	1	1
517	что мы	2	1
518	было сказано	1	1
519	только для	2	1
520	но это	5	1
521	о его	1	1
522	форме к	1	1
523	от нас	2	1
524	в смысле	1	1
525	и часто	1	1
526	было еще	1	1
527	уже на	1	1
528	об отношении	1	1
529	бы так	1	1
530	но также	5	1
531	то не	2	1
532	целый ряд	4	1
533	или нет	1	1
534	еще более	2	1
535	тем более	5	1
536	не должен	1	1
537	против того	1	1
538	ли что	1	1
539	я в	3	1
540	что вообще	3	1
541	лежит в	1	1
542	давно уже	1	1
543	за этим	1	1
544	от всякого	1	1
545	еще ничего	1	1
546	в период	1	1
547	лишь по	1	1
548	возможно лишь	1	1
549	а внутри	1	1
550	а ведь	1	1
551	понимается как	2	1
552	культуры в	1	1
553	на это	1	1
554	и эта	1	1
555	быть до	1	1
556	так же	2	1
557	во всяком	2	1
558	они не	3	1
559	смысле что	1	1
560	слова это	1	1
