N	2gram	Vinokur_Ku_2	Komedia
1	и в	23	22
2	и не	16	21
3	т е	22	16
4	том что	11	13
5	таким образом	5	12
6	в том	19	12
7	так как	15	11
8	со стороны	4	11
9	ни в	4	10
10	потому что	25	10
11	в самом	12	9
12	до сих	1	9
13	вместе с	5	9
14	сих пор	1	9
15	в этом	18	8
16	в глазах	2	8
17	в своем	2	8
18	о том	1	8
19	если бы	12	8
20	в его	5	8
21	что и	3	8
22	что он	5	8
23	едва ли	1	7
24	то же	6	7
25	при этом	2	7
26	об этом	5	7
27	в конце	4	7
28	только что	1	7
29	а в	3	7
30	в свою	2	7
31	того же	3	6
32	самом деле	9	6
33	еще не	5	6
34	ст сл	1	6
35	так что	1	6
36	тому же	1	6
37	в то	4	6
38	и его	3	6
39	к тому	4	6
40	того чтобы	11	6
41	свою очередь	2	6
42	ясно что	5	6
43	и что	8	6
44	для того	9	6
45	может быть	15	6
46	как раз	3	6
47	к этому	4	6
48	речь идет	2	5
49	не хочет	2	5
50	отношение к	1	5
51	более чем	1	5
52	но в	11	5
53	не только	20	5
54	а по	1	5
55	он не	3	5
56	в своей	2	5
57	в которых	2	5
58	не менее	7	5
59	же время	3	5
60	iv в	1	5
61	связи с	3	5
62	хотя и	4	5
63	к нему	2	5
64	что в	10	5
65	по отношению	1	5
66	тем что	3	5
67	прежде всего	8	5
68	как это	5	5
69	все это	5	5
70	и т	39	4
71	в ней	3	4
72	он был	1	4
73	с другой	8	4
74	нет и	1	4
75	меньше всего	1	4
76	отнюдь не	4	4
77	все же	7	4
78	когда он	1	4
79	то что	9	4
80	что к	1	4
81	в себе	1	4
82	что она	3	4
83	но все	4	4
84	и с	7	4
85	должен был	1	4
86	с тем	2	4
87	несмотря на	5	4
88	точки зрения	14	4
89	не в	8	4
90	однако в	1	4
91	в отношении	2	4
92	самого начала	1	4
93	у него	3	4
94	и здесь	5	4
95	с самого	1	4
96	так и	4	4
97	здесь нет	1	4
98	с помощью	7	4
99	т п	24	4
100	вовсе не	9	4
101	но и	7	4
102	до конца	3	4
103	а не	10	4
104	в связи	4	4
105	и для	2	4
106	бы в	1	4
107	тем более	1	4
108	хотя бы	9	4
109	так же	4	4
110	идет о	1	3
111	говорить о	4	3
112	на них	1	3
113	столь же	1	3
114	с его	1	3
115	в ее	1	3
116	с этим	3	3
117	и к	1	3
118	тем же	2	3
119	в которой	1	3
120	в этой	6	3
121	на то	4	3
122	не могла	1	3
123	в нем	4	3
124	прежде чем	1	3
125	приводит к	5	3
126	то ни	1	3
127	было бы	15	3
128	в них	4	3
129	все равно	2	3
130	далеко не	1	3
131	как и	2	3
132	чем в	3	3
133	и еще	2	3
134	на месте	1	3
135	с точки	8	3
136	тем не	6	3
137	их в	1	3
138	отец и	1	3
139	к ним	1	3
140	не имеет	4	3
141	никогда не	2	3
142	ничего не	4	3
143	на это	3	3
144	он так	1	3
145	возможно что	1	3
146	с полным	1	3
147	обращается к	1	3
148	одного из	2	3
149	тех пор	2	3
150	одной из	1	3
151	нисколько не	3	3
152	с одной	2	3
153	что не	6	3
154	следует что	3	3
155	не так	1	3
156	всяком случае	5	3
157	мы можем	1	3
158	в других	1	3
159	цитаты из	1	3
160	и даже	2	3
161	на этот	2	3
162	один из	5	3
163	если не	1	3
164	в частности	2	3
165	не может	9	3
166	конечно не	2	3
167	по своему	1	3
168	одной стороны	1	3
169	как бы	4	3
170	с этой	2	3
171	в целом	1	3
172	до тех	1	3
173	не знает	3	3
174	дело с	1	3
175	в какой	1	3
176	во всяком	5	3
177	отношения к	2	2
178	мы не	1	2
179	в сущности	9	2
180	время как	1	2
181	и он	1	2
182	меньше чем	2	2
183	и на	6	2
184	бы то	1	2
185	он говорит	1	2
186	конечном счете	2	2
187	отличие от	2	2
188	что они	2	2
189	и я	1	2
190	как в	3	2
191	что касается	2	2
192	целый ряд	5	2
193	в результате	4	2
194	всего лишь	3	2
195	не приходится	1	2
196	так или	2	2
197	то обстоятельство	7	2
198	ни было	1	2
199	и если	2	2
200	состоит в	2	2
201	в силу	7	2
202	из всех	1	2
203	не с	1	2
204	а как	1	2
205	это не	6	2
206	еще одно	3	2
207	который по	1	2
208	не мог	1	2
209	и без	1	2
210	в котором	1	2
211	в их	2	2
212	в одном	1	2
213	того кто	1	2
214	что эта	2	2
215	тому что	1	2
216	она не	2	2
217	дело не	2	2
218	ему и	1	2
219	хочет быть	1	2
220	в области	11	2
221	в руки	1	2
222	ли не	2	2
223	все еще	1	2
224	если же	1	2
225	и это	3	2
226	как мы	3	2
227	и о	4	2
228	в виду	3	2
229	здесь не	3	2
230	без всякого	1	2
231	то время	1	2
232	роль в	2	2
233	можно было	9	2
234	наряду с	1	2
235	в эпоху	1	2
236	а также	3	2
237	в другом	2	2
238	на вопрос	1	2
239	аналогии с	3	2
240	в конечном	2	2
241	между тем	6	2
242	этих слов	1	2
243	нуждается в	2	2
244	речь шла	1	2
245	не как	2	2
246	тот же	5	2
247	могло быть	1	2
248	должен быть	5	2
249	по мнению	1	2
250	различных жанров	1	2
251	вполне возможно	1	2
252	в качестве	8	2
253	уже в	3	2
254	если мы	4	2
255	мы знаем	4	2
256	был бы	2	2
257	понимает что	1	2
258	этом отношении	3	2
259	они будут	1	2
260	от того	4	2
261	п не	1	2
262	хоть и	1	2
263	или иначе	3	2
264	что для	2	2
265	не было	4	2
266	а на	2	2
267	обстоятельство что	7	2
268	что мы	6	2
269	он и	2	2
270	из которых	3	2
271	в пределах	4	2
272	не могут	5	2
273	для обозначения	2	2
274	сравнению с	1	2
275	по существу	5	2
276	в уже	1	2
277	его от	1	2
278	этом случае	2	2
279	только для	2	2
280	является ли	2	2
281	ли в	1	2
282	и все	2	2
283	конце концов	3	2
284	нет никаких	1	2
285	даже при	1	2
286	е в	1	2
287	не будет	1	2
288	между ними	1	2
289	только как	2	2
290	другой стороны	7	2
291	совершенно не	3	2
292	в свое	2	2
293	к этой	3	2
294	по сравнению	2	2
295	в своих	2	2
296	это в	2	2
297	всем и	1	1
298	несколько десятков	1	1
299	чтобы не	2	1
300	по адресу	1	1
301	себя да	1	1
302	за которым	1	1
303	же по	1	1
304	он требует	1	1
305	и до	2	1
306	аналогией с	1	1
307	свое место	2	1
308	в зависимости	4	1
309	и должен	1	1
310	мы имеем	5	1
311	этому же	1	1
312	уверен что	1	1
313	вопрос о	9	1
314	я не	5	1
315	как впрочем	2	1
316	зависимости от	5	1
317	первого и	1	1
318	жизни это	1	1
319	разве не	2	1
320	так давно	1	1
321	это время	1	1
322	и говорить	1	1
323	в большинстве	1	1
324	все эти	12	1
325	не был	1	1
326	говоря уже	2	1
327	реагировать на	1	1
328	насколько мне	1	1
329	в лондоне	1	1
330	в чем	1	1
331	только после	1	1
332	не без	1	1
333	глаза на	1	1
334	в обеих	1	1
335	но не	6	1
336	но как	1	1
337	ответ на	2	1
338	очевидно что	2	1
