N	3gram	Medvedev_F_3	Myslijsy
1	в том что	3	16
2	смысле этого слова	2	7
3	по отношению к	3	5
4	сам по себе	1	5
5	не в том	1	5
6	то же время	7	5
7	от того что	1	5
8	в то же	7	5
9	вместе с тем	3	4
10	с другой стороны	5	4
11	не только в	1	4
12	то же что	2	4
13	потому что он	3	3
14	внутренней формы слова	1	3
15	по мере того	1	3
16	до сих пор	1	3
17	я и не	1	3
18	может быть только	2	3
19	одним и тем	2	3
20	и тем же	2	3
21	с одной стороны	1	3
22	мере того как	1	3
23	и т д	6	3
24	тем не менее	2	3
25	для того чтобы	4	3
26	не может быть	14	3
27	подобно тому как	4	2
28	в том же	1	2
29	в таком случае	1	2
30	потому что и	1	2
31	в этом отношении	3	2
32	в собственном смысле	1	2
33	и т п	5	2
34	художественное произведение есть	1	2
35	вместе с этим	1	2
36	и той же	1	2
37	и в том	1	2
38	жизни и потому	1	2
39	мы не можем	2	2
40	так и в	2	2
41	как и в	1	2
42	если бы например	1	2
43	есть одно из	1	2
44	и в самом	1	2
45	не только не	2	2
46	как бы ни	2	2
47	но никак не	1	2
48	можно сказать что	1	2
49	с тем и	1	2
50	этого слова и	1	2
51	к тому что	2	2
52	одной и той	1	2
53	сама по себе	1	2
54	этого слова в	1	2
55	и столь же	1	1
56	так же и	2	1
57	а не в	3	1
58	к одной и	1	1
59	равно как и	2	1
60	на самом деле	12	1
61	в самом деле	4	1
62	только тогда и	1	1
63	то же самое	3	1
64	нам кажется что	2	1
65	том что это	1	1
66	вовсе не об	1	1
67	и произведения искусства	1	1
68	было бы невозможно	1	1
69	и в других	1	1
70	и со стороны	2	1
71	сами по себе	2	1
72	между собою в	1	1
73	было бы уместно	1	1
74	лишь тогда когда	2	1
75	каждой из этих	1	1
76	нужно прибавить что	1	1
77	из того что	1	1
78	в поэтическом произведении	1	1
79	каков бы ни	1	1
80	в противном случае	1	1
81	со всех сторон	1	1
82	слова и его	2	1
83	сводится к тому	1	1
84	он был бы	1	1
85	в смысле совокупности	1	1
86	была вложена в	1	1
87	в данном случае	4	1
88	но столь же	1	1
89	в действительности и	1	1
90	из виду что	1	1
91	и тот же	1	1
92	только один из	1	1
93	если бы в	1	1
94	те или другие	1	1
95	а не как	1	1
96	так или иначе	1	1
97	с нашей точки	1	1
98	для меня не	1	1
99	бы оно ни	1	1
100	и что в	1	1
101	не видеть что	1	1
102	бы ни был	1	1
103	могут быть даны	1	1
104	со своей стороны	1	1
105	потому что они	1	1
106	один и тот	1	1
107	форма и содержание	1	1
108	оно есть не	1	1
109	только то что	2	1
110	а вместе с	1	1
111	вовсе не в	2	1
112	о том что	1	1
113	том что этот	1	1
114	и художественное произведение	2	1
115	в художественном произведении	3	1
116	не может стать	2	1
117	на то что	1	1
118	может и не	1	1
119	в предложении в	1	1
120	друг с другом	1	1
121	того как мы	1	1
122	именно потому что	2	1
123	все то что	1	1
124	действительность есть уже	1	1
125	как мы видели	2	1
126	формы и содержания	2	1
