N	3gram	Tiupa_Narr_1	EvropaiC
1	в том что	8	16
2	до сих пор	1	12
3	по отношению к	6	10
4	друг с другом	1	9
5	с точки зрения	2	8
6	на самом деле	1	7
7	более или менее	2	7
8	друг от друга	1	6
9	в самом деле	1	5
10	может быть и	1	4
11	к тому же	4	4
12	с другой стороны	4	4
13	не может быть	5	4
14	о том что	6	4
15	тем не менее	3	4
16	и того же	1	3
17	не может не	2	3
18	одного и того	1	3
19	в том же	1	3
20	не подлежит сомнению	1	3
21	и то что	1	3
22	так же как	2	3
23	в данном случае	4	3
24	так или иначе	2	3
25	все же не	4	3
26	в связи с	2	3
27	не в состоянии	1	2
28	том что он	1	2
29	при этом что	1	2
30	только то что	1	2
31	бы то ни	3	2
32	он не может	1	2
33	то же время	3	2
34	то ни было	3	2
35	с одной стороны	7	2
36	а с другой	1	2
37	так и для	1	2
38	что несмотря на	1	2
39	как и в	1	2
40	двух или нескольких	1	2
41	в свою очередь	3	2
42	но все же	4	2
43	в то же	3	2
44	не может порвать	1	1
45	в чистом виде	1	1
46	никогда не было	1	1
47	приходится искать в	1	1
48	в данный момент	1	1
49	состоит именно в	2	1
50	иметь в виду	1	1
51	дело в том	1	1
52	а не в	2	1
53	в этом последнем	1	1
54	то же самое	1	1
55	все та же	2	1
56	из них в	1	1
57	не отличается от	2	1
58	это не так	1	1
59	точки зрения настоящего	1	1
60	независимо от того	1	1
61	том числе и	4	1
62	живет своей особой	1	1
63	том или ином	2	1
64	точно так же	2	1
65	в мире не	1	1
66	по крайней мере	1	1
67	в том или	2	1
68	и с точки	1	1
69	на первый взгляд	2	1
70	состоит в том	3	1
71	но по существу	1	1
72	к одному из	1	1
73	в нем не	1	1
74	так и от	1	1
75	перед нами два	1	1
76	все то что	1	1
77	именно в том	2	1
78	то есть в	2	1
79	должна быть признана	1	1
80	может показаться что	1	1
81	мысль о том	1	1
82	и т.д в	1	1
83	тем более что	1	1
84	в том числе	6	1
85	пока еще не	1	1
86	как мы видели	1	1
87	от друга в	1	1
88	и у нас	1	1
89	тот или иной	1	1
90	том что оно	1	1
