N	4gram	Vygotskiy__4	Narrotol
1	состоит в том что	3	4
2	мы имеем дело с	1	2
3	точно так же как	1	2
4	в том смысле как	1	1
5	у нас нет никаких	1	1
6	не что иное как	1	1
7	в том виде в	1	1
8	с этой точки зрения	4	1
9	вступает в противоречие с	1	1
10	нас нет никаких оснований	1	1
11	мы узнаем что в	1	1
12	том виде в каком	1	1
13	что с точки зрения	1	1
14	к тому или иному	2	1
15	с одной стороны и	2	1
16	том смысле как мы	1	1
17	одного и того же	5	1
18	сомневаться в том что	1	1
19	в то время как	1	1
20	одним и тем же	3	1
