N	2gram	Bakhtin_Pr_3	Russkaja
1	не может	2	22
2	и не	15	19
3	в том	14	17
4	в этом	8	17
5	и в	53	14
6	то что	9	13
7	самим собой	1	12
8	то же	6	11
9	точки зрения	4	11
10	таким образом	6	11
11	в то	5	10
12	же время	5	10
13	но и	7	10
14	в себе	5	9
15	не только	4	9
16	том что	5	9
17	с точки	2	9
18	может быть	12	9
19	во всяком	1	9
20	прежде всего	15	8
21	как на	1	8
22	и если	3	7
23	и с	6	7
24	о том	2	7
25	мы должны	4	7
26	в своем	1	6
27	и к	5	6
28	в россии	1	6
29	в своих	2	6
30	все это	8	6
31	и для	4	6
32	для того	1	6
33	что он	4	6
34	всяком случае	1	6
35	для всех	2	6
36	на самом	1	6
37	а между	2	5
38	и на	18	5
39	во всех	12	5
40	в нем	10	5
41	при этом	3	5
42	он не	3	5
43	было бы	5	5
44	в своей	3	5
45	никогда не	2	5
46	потому что	5	5
47	между тем	2	5
48	а потому	1	5
49	только в	4	5
50	хотя бы	2	5
51	конечно не	4	5
52	или иной	1	5
53	до сих	5	5
54	себя и	2	5
55	из которых	1	5
56	по существу	5	5
57	сих пор	5	5
58	а в	2	5
59	жизни в	3	5
60	и то	1	4
61	но не	5	4
62	себе и	1	4
63	более или	3	4
64	не в	2	4
65	в этой	1	4
66	на земле	14	4
67	его в	2	4
68	как и	11	4
69	или менее	3	4
70	в их	2	4
71	во всем	2	4
72	а лишь	1	4
73	ли это	1	4
74	когда они	1	4
75	в мире	5	4
76	можно было	1	4
77	и т.д	2	4
78	в его	8	4
79	так как	7	4
80	вместе с	2	4
81	он будет	1	4
82	как бы	14	4
83	к вопросу	1	4
84	жизни и	9	4
85	что в	2	4
86	к этой	1	4
87	вряд ли	1	3
88	говорить о	2	3
89	и ни	1	3
90	еще не	5	3
91	он сам	4	3
92	из этих	1	3
93	что они	1	3
94	в самом	2	3
95	что это	2	3
96	главным образом	3	3
97	и по	3	3
98	для них	1	3
99	о которых	1	3
100	несмотря на	2	3
101	всех этих	1	3
102	но если	1	3
103	и сейчас	1	3
104	таким же	1	3
105	мы говорили	1	3
106	знаем что	1	3
107	одна из	7	3
108	связи с	1	3
109	в сознании	2	3
110	то это	1	3
111	той или	1	3
112	что все	1	3
113	для этого	1	3
114	при котором	1	3
115	но мы	1	3
116	вопросу о	1	3
117	и во	4	3
118	что и	3	3
119	одной из	4	3
120	в качестве	1	3
121	в большинстве	4	3
122	из них	4	3
123	в конце	3	3
124	друг друга	1	3
125	тем что	2	3
126	именно в	2	3
127	собой а	1	3
128	что для	1	3
129	не было	4	3
130	ко всем	2	3
131	и потому	5	3
132	да и	2	3
133	культуры в	1	3
134	или в	1	3
135	конце концов	1	3
136	все они	1	3
137	от этой	1	2
138	от своей	1	2
139	видеть в	1	2
140	но она	1	2
141	в ней	7	2
142	в таком	2	2
143	время в	1	2
144	именно на	1	2
145	по отношению	2	2
146	не просто	1	2
