N	2gram	Vinokur_St_1	Mirosoze
1	и в	44	46
2	в нем	5	22
3	у него	2	22
4	может быть	15	21
5	в этом	21	20
6	не только	18	18
7	и не	16	18
8	никогда не	5	18
9	для него	6	18
10	но и	10	15
11	не может	8	15
12	как и	9	13
13	а не	16	13
14	прежде всего	7	12
15	потому что	6	12
16	не было	4	11
17	но он	2	11
18	в ней	3	11
19	у нас	11	11
20	но в	10	10
21	в себе	2	10
22	он не	2	10
23	он был	3	9
24	не в	12	9
25	не знает	2	9
26	и есть	1	8
27	отношение к	2	8
28	в своем	2	8
29	так как	5	8
30	она не	2	8
31	как бы	4	8
32	но это	6	8
33	как в	13	7
34	и к	1	7
35	в нашем	1	7
36	в этой	11	7
37	хотя бы	6	7
38	и потому	2	7
39	и для	3	7
40	что он	10	7
41	вопрос о	4	6
42	что это	4	6
43	в русской	1	6
44	не могу	1	6
45	так же	5	6
46	того что	9	6
47	и там	1	6
48	жизни и	5	6
49	то же	5	5
50	я не	7	5
51	совсем не	2	5
52	в самом	7	5
53	бы и	4	5
54	и вот	1	5
55	что она	4	5
56	что все	2	5
57	в своей	6	5
58	в отношении	9	5
59	в конце	3	5
60	и его	8	5
61	к тому	1	5
62	и это	2	5
63	это не	8	5
64	в его	9	5
65	для того	10	5
66	то что	18	5
67	тот кто	1	5
68	и все	2	5
69	в духе	1	5
70	также и	9	4
71	мысль что	1	4
72	с его	1	4
73	у них	1	4
74	на деле	1	4
75	думать что	2	4
76	чем у	2	4
77	том что	29	4
78	тому что	3	4
79	не имеет	4	4
80	того чтобы	11	4
81	только и	1	4
82	должны быть	3	4
83	должен быть	3	4
84	что у	4	4
85	так и	9	4
86	на путь	1	4
87	для этого	2	4
88	себя в	1	4
89	уже не	1	4
90	вопроса о	3	4
91	что и	6	4
92	они не	1	4
93	до конца	1	4
94	т е	15	4
95	что в	30	4
96	же как	3	3
97	чтобы не	1	3
98	это и	4	3
99	той же	5	3
100	и самого	1	3
101	и на	1	3
102	в чем	3	3
103	что нет	2	3
104	он в	1	3
105	как он	1	3
106	в россии	4	3
107	в каждом	3	3
108	и с	3	3
109	на все	1	3
110	его в	2	3
111	ни в	3	3
112	в них	1	3
113	всю жизнь	1	3
114	и тогда	2	3
115	в такой	2	3
116	что было	1	3
117	не для	2	3
118	можно ли	4	3
119	и против	1	3
120	того как	1	3
121	по своей	2	3
122	только с	2	3
123	не существует	3	3
124	было в	1	3
125	если бы	9	3
126	и перед	2	3
127	о том	17	3
128	и во	2	3
129	и можно	2	3
130	что они	7	3
131	в том	36	3
132	только в	10	3
133	есть в	2	3
134	не так	1	3
135	и никогда	1	3
136	тем что	5	3
137	от того	1	3
138	с другим	1	3
139	до сих	7	3
140	к которому	4	3
141	связано с	1	3
142	сих пор	7	3
143	и от	1	3
144	отношении к	1	3
145	сказать что	7	3
146	в своих	2	3
147	те которые	1	3
148	отношения к	2	2
149	не имеют	1	2
150	и за	3	2
151	его не	1	2
152	который был	1	2
153	же начала	1	2
154	во всех	8	2
155	по отношению	3	2
156	не хотел	1	2
157	более чем	2	2
158	под его	1	2
159	как к	3	2
160	хотя и	1	2
161	говорит что	3	2
162	от этого	2	2
163	на какой	1	2
164	то в	3	2
165	и этим	1	2
166	в которой	4	2
167	момент его	1	2
168	бы не	2	2
169	и те	2	2
170	если он	1	2
171	но на	2	2
172	этого вопроса	2	2
173	еще более	4	2
174	тут не	2	2
175	лишь в	3	2
176	то все	1	2
177	если я	1	2
178	не всегда	2	2
179	чем в	3	2
180	в этих	2	2
181	точки зрения	11	2
182	нас не	1	2
183	место в	1	2
184	но эта	1	2
185	которые в	2	2
186	тогда когда	1	2
187	правда в	1	2
188	чем не	1	2
189	ничего не	2	2
190	было не	2	2
191	как будто	4	2
192	в основе	3	2
193	нет ни	2	2
194	оно не	1	2
195	революции в	1	2
196	мысль о	1	2
197	свои силы	2	2
198	он так	1	2
199	можно было	13	2
200	еще в	1	2
201	после того	1	2
202	по себе	1	2
203	в разных	1	2
204	и возможно	1	2
205	и та	1	2
206	и что	4	2
207	в сущности	2	2
208	к нему	2	2
209	чтобы получить	1	2
210	не надо	2	2
211	наук и	1	2
212	но с	3	2
213	тот же	1	2
214	между тем	3	2
215	так что	6	2
216	же и	4	2
217	уже в	2	2
218	ни одного	2	2
219	и других	1	2
220	себе в	1	2
221	не о	1	2
222	были бы	1	2
223	е в	2	2
224	или иной	1	2
225	что не	3	2
226	превращается в	2	2
227	не означает	1	2
228	и своим	1	2
229	верил в	1	2
230	до последних	1	2
231	вместе с	1	2
232	к своему	1	2
233	такого рода	2	2
234	я никогда	1	2
235	что же	6	2
236	да и	3	2
237	сам не	1	2
238	но для	2	2
239	бы в	1	2
240	быть и	2	2
241	а в	17	2
242	к самым	1	2
243	отношению к	3	2
244	это была	1	2
245	он лишь	1	2
246	пор не	1	1
247	и то	5	1
248	самом деле	11	1
249	мере в	2	1
250	ведь и	3	1
251	от которых	1	1
252	должна быть	3	1
253	было глубоко	1	1
254	очень далеко	1	1
255	мы не	2	1
256	мы любим	4	1
257	все уже	1	1
258	не была	2	1
259	еще до	1	1
260	говорить о	2	1
261	обращения с	1	1
262	степени как	1	1
263	не знают	1	1
264	на них	1	1
265	быть никакого	1	1
266	быть в	2	1
267	не оставляет	1	1
268	нет не	1	1
269	не все	3	1
270	если в	2	1
271	в новом	4	1
272	нет и	1	1
273	в свои	1	1
274	за пределы	2	1
275	но без	1	1
276	с этим	3	1
277	путь в	1	1
278	это был	1	1
279	я должен	1	1
280	в каком-то	2	1
281	не быть	1	1
282	ответственности за	1	1
283	лежит на	1	1
284	не хочет	2	1
285	ни один	2	1
286	в целом	5	1
287	все эти	5	1
288	или во	1	1
289	то я	1	1
290	во многих	3	1
291	право на	1	1
292	для дела	1	1
293	раз в	2	1
294	бы только	1	1
295	и кто	1	1
296	личность но	1	1
297	на то	4	1
298	ответом на	1	1
299	и другим	1	1
300	он должен	2	1
301	было чуждо	1	1
302	наших глазах	2	1
303	у пушкина	8	1
304	в плане	1	1
305	что ни	2	1
306	имел бы	1	1
307	но все	4	1
308	значительной степени	1	1
309	в другом	3	1
310	об этом	3	1
311	их и	1	1
312	с целью	1	1
313	входит в	1	1
314	на протяжении	1	1
315	его личности	1	1
316	было бы	17	1
317	всю свою	1	1
318	по истории	2	1
319	и тем	3	1
320	так называемого	1	1
321	каком-то более	1	1
322	с тем	1	1
323	эту тему	4	1
324	и уже	2	1
325	которой он	1	1
326	принадлежит в	1	1
327	в развитии	1	1
328	на себя	1	1
329	перед собой	2	1
330	но я	4	1
331	которую он	1	1
332	бы на	1	1
333	но если	4	1
334	от своего	1	1
335	будет в	1	1
336	что такое	1	1
