N	2gram	Propp_Isto_3	EvropaiE
1	и в	22	37
2	в пределах	4	25
3	точки зрения	2	23
4	что в	15	21
5	не только	14	18
6	с точки	1	17
7	в то	2	16
8	то же	6	15
9	хотя бы	1	15
10	в своем	2	14
11	но в	10	14
12	в качестве	2	14
13	но и	12	14
14	и не	12	14
15	в этом	17	12
16	в том	9	11
17	так и	2	10
18	отнюдь не	1	9
19	только в	4	9
20	прежде всего	3	9
21	не может	4	9
22	так же	3	9
23	т е	16	9
24	в ее	1	8
25	было бы	3	8
26	в своей	1	8
27	к тому	3	8
28	между тем	2	8
29	с одной	2	8
30	одной стороны	2	8
31	также и	1	7
32	а также	2	7
33	того что	5	7
34	так как	7	7
35	с другой	7	7
36	как и	3	7
37	по своему	1	7
38	между прочим	3	7
39	может быть	11	6
40	и на	4	6
41	стороны и	3	6
42	на то	1	6
43	том что	8	6
44	вовсе не	2	6
45	и даже	2	6
46	как бы	1	6
47	с этой	1	6
48	то что	7	6
49	же как	2	5
50	столь же	1	5
51	но не	7	5
52	не в	4	5
53	и по	1	5
54	но если	1	5
55	как мы	8	5
56	одной из	1	5
57	в виде	2	5
58	со стороны	3	5
59	в частности	5	5
60	и потому	2	5
61	в течение	6	5
62	этой точки	1	5
63	мы не	1	4
64	вопрос о	2	4
65	в некотором	1	4
66	в ней	2	4
67	независимо от	2	4
68	во многих	2	4
69	чем в	1	4
70	даже в	2	4
71	не имеет	2	4
72	к ней	4	4
73	по себе	1	4
74	можно сказать	2	4
75	как это	4	4
76	для нас	4	4
77	сказать что	3	4
78	в каком	1	4
79	из всех	1	3
80	на себя	2	3
81	как в	2	3
82	и к	3	3
83	представляет собой	3	3
84	северной америке	1	3
85	вообще не	1	3
86	в определенном	1	3
87	мы можем	6	3
88	не будет	1	3
89	не дает	2	3
90	большинстве случаев	2	3
91	и тем	1	3
92	в них	6	3
93	с тем	2	3
94	мы видели	13	3
95	и некоторые	2	3
96	во второй	1	3
97	она в	1	3
98	в которых	2	3
99	можно ли	3	3
100	никогда не	3	3
101	потому что	3	3
102	уже и	1	3
103	ли это	2	3
104	с другом	1	3
105	во все	2	3
106	можно было	1	3
107	о том	3	3
108	от них	3	3
109	что и	9	3
110	и только	1	3
111	народов и	1	3
112	всяком случае	2	3
113	из них	7	3
114	себе в	2	3
115	к ним	1	3
116	тем что	4	3
117	и прежде	1	3
118	в свою	4	3
119	говорит о	1	3
120	связано с	4	3
121	там где	7	3
122	в данном	4	3
123	друг с	1	3
124	и для	2	3
125	и от	3	3
126	обстоит дело	1	3
127	на своем	1	3
128	это так	1	3
129	ее в	3	3
130	как на	1	3
131	в таком	1	3
132	во всяком	2	3
133	и то	2	2
134	должна быть	1	2
135	и этот	1	2
136	есть не	1	2
137	и другая	1	2
138	из того	2	2
139	на них	1	2
140	между собой	1	2
141	он сам	1	2
142	ли такое	1	2
143	но как	1	2
144	в сторону	2	2
145	друг от	1	2
146	более чем	1	2
147	его на	2	2
148	с этим	8	2
149	хотя и	2	2
150	целый ряд	3	2
151	и как	3	2
152	есть ли	2	2
153	что это	1	2
154	в этой	5	2
155	этот процесс	1	2
156	главным образом	1	2
157	он не	5	2
158	на одну	2	2
159	прочим и	1	2
160	в силу	2	2
161	таким образом	10	2
162	это значит	1	2
163	в мире	1	2
164	и с	4	2
165	заключается в	1	2
166	с другими	1	2
167	окажется что	1	2
168	сказывается в	1	2
169	для них	3	2
170	далеко не	3	2
171	такой же	2	2
172	иначе обстоит	1	2
173	в эту	1	2
174	в этих	11	2
175	в котором	2	2
176	представление о	3	2
177	одном из	3	2
178	и более	2	2
179	только те	1	2
180	она не	4	2
181	к берегу	1	2
182	вопрос не	1	2
183	как будто	2	2
184	что на	4	2
185	в порядке	1	2
186	могут быть	5	2
187	случаях когда	1	2
188	пределах этих	1	2
189	только одно	1	2
190	утверждать что	2	2
191	но по	3	2
192	от друга	1	2
193	как не	1	2
194	свою очередь	1	2
195	данном случае	3	2
196	и ту	1	2
197	на месте	2	2
198	если бы	6	2
199	в известных	1	2
200	и поэтому	1	2
201	и та	1	2
202	и что	2	2
203	могут в	1	2
204	к нему	5	2
205	ее от	1	2
206	в его	3	2
207	подходит к	1	2
208	также в	1	2
209	ли здесь	2	2
210	мы должны	7	2
211	этот вопрос	2	2
212	не можем	1	2
213	в большинстве	1	2
214	при вступлении	1	2
215	при помощи	3	2
216	в одном	2	2
217	заметить что	1	2
218	в других	4	2
219	а именно	4	2
220	в год	1	2
221	только к	1	2
222	в некоторых	5	2
223	на этот	1	2
224	а не	6	2
225	не означает	1	2
226	долгое время	1	2
227	можно утверждать	2	2
228	начиная с	1	2
229	вместе с	9	2
230	за тем	1	2
231	или по	5	2
232	близко подходит	1	2
233	что же	1	2
234	ко всему	1	2
235	в стране	2	2
236	происходит в	2	2
237	или в	11	2
238	такое предположение	2	2
239	то не	2	2
240	и все	3	2
241	но еще	1	2
242	еще более	2	2
243	же в	2	2
244	в другой	4	2
245	мы видим	8	2
246	а в	6	2
247	не есть	1	2
248	другой стороны	7	2
249	жизни и	2	2
250	и эта	1	2
251	в северной	3	2
252	так но	1	1
253	ту же	2	1
254	также что	1	1
255	и т	16	1
256	напомнить о	1	1
257	например в	2	1
258	в русских	3	1
259	доступ в	1	1
260	связана с	3	1
261	мы здесь	4	1
262	в тех	2	1
263	и это	2	1
264	но тем	2	1
265	и до	1	1
266	исходит из	1	1
267	к кругу	1	1
268	той же	2	1
269	или наоборот	2	1
270	большую роль	1	1
271	время как	2	1
272	историческое явление	1	1
273	достаточно чтобы	2	1
274	нет ли	1	1
275	то это	2	1
276	случае из	1	1
277	выходит и	1	1
278	быть в	1	1
279	что его	1	1
280	тем как	1	1
281	бы она	2	1
282	то мы	2	1
283	видели что	4	1
284	через некоторое	2	1
285	мы будем	1	1
286	к которой	1	1
