N	2gram	Vinokur_Ku_3	Komedia
1	и в	23	22
2	по адресу	2	14
3	т е	32	13
4	том что	11	12
5	в г	1	11
6	но и	3	11
7	в том	22	11
8	не только	17	10
9	в то	3	10
10	и т	54	9
11	как и	5	9
12	может быть	14	9
13	таким образом	9	8
14	о том	6	8
15	и его	1	8
16	в одном	2	8
17	и не	10	8
18	то же	6	6
19	тому же	3	6
20	не в	5	6
21	в отношении	3	6
22	ни в	3	6
23	одного из	1	6
24	что он	6	6
25	между и	1	6
26	к тому	3	6
27	а в	5	6
28	в которой	1	6
29	что в	13	6
30	до нас	1	5
31	как в	4	5
32	то время	1	5
33	при этом	6	5
34	нападки на	1	5
35	во время	1	5
36	потому что	12	5
37	так и	6	5
38	между тем	4	5
39	один из	4	5
40	уже в	3	5
41	в его	11	5
42	прежде всего	9	5
43	т п	41	5
44	о которых	1	5
45	с другой	7	5
46	когда же	1	5
47	все это	2	5
48	другой стороны	3	5
49	время как	1	4
50	что они	2	4
51	ср также	1	4
52	но в	2	4
53	т д	8	4
54	и вот	3	4
55	в другом	1	4
56	на протяжении	2	4
57	известно что	1	4
58	несмотря на	1	4
59	точки зрения	23	4
60	в котором	2	4
61	в их	6	4
62	одном из	1	4
63	так как	9	4
64	как мы	5	4
65	на него	3	4
66	же время	1	4
67	ли не	1	4
68	так в	2	4
69	ясно что	4	4
70	а также	4	4
71	что и	6	4
72	в качестве	2	4
73	тем что	5	4
74	именно в	3	4
75	в результате	3	4
76	же в	1	4
77	по поводу	3	4
78	к этому	1	4
79	речь идет	3	3
80	же как	1	3
81	в тех	2	3
82	идет о	1	3
83	мы не	3	3
84	и о	4	3
85	и на	1	3
86	в чем	5	3
87	с одной	4	3
88	в этом	16	3
89	все же	5	3
90	хотя и	5	3
91	и как	2	3
92	в целом	4	3
93	главным образом	2	3
94	он не	3	3
95	здесь мы	1	3
96	и богатство	1	3
97	и с	3	3
98	его в	2	3
99	первую очередь	3	3
100	чаще всего	1	3
101	и ее	1	3
102	вопрос о	11	3
103	не менее	12	3
104	однако в	2	3
105	даже в	1	3
106	по отношению	3	3
107	того как	7	3
108	к этим	1	3
109	казалось бы	1	3
110	ничего не	6	3
111	за исключением	1	3
112	у нас	10	3
113	могут быть	6	3
114	после того	6	3
115	судить по	1	3
116	в частности	2	3
117	тот же	6	3
118	одной из	1	3
119	только в	6	3
120	в виде	1	3
121	в начале	1	3
122	отношение к	3	3
123	каждый из	1	3
124	как раз	4	3
125	так же	2	3
126	как это	7	3
127	по своему	2	3
128	одной стороны	4	3
129	не мог	1	3
130	всего в	1	3
131	г и	1	3
132	отношению к	2	3
133	того же	4	2
134	тех же	4	2
135	ту же	1	2
136	на две	1	2
137	почти всегда	1	2
138	из всех	1	2
139	в сущности	4	2
140	на себя	2	2
141	в большом	1	2
142	большей частью	1	2
143	столь же	4	2
144	бы то	1	2
145	тем как	1	2
146	отличие от	2	2
147	за пределы	2	2
148	относится к	2	2
149	чем же	2	2
150	наряду с	1	2
151	несколько раз	1	2
152	в рамках	5	2
