N	3gram	Bakhtin_Fr_6	KulturaY
1	для того чтобы	1	15
2	в том что	2	15
3	с точки зрения	2	9
4	по отношению к	1	8
5	в самом деле	4	7
6	с другой стороны	2	6
7	о том что	5	5
8	в зависимости от	1	5
9	в этом отношении	3	5
10	что же касается	1	4
11	до сих пор	3	4
12	том что он	1	4
13	более или менее	1	3
14	о том как	1	3
15	вместе с тем	1	3
16	в связи с	1	3
17	а с другой	1	3
18	не может быть	1	3
19	и того же	1	2
20	как раз на	1	2
21	рано или поздно	1	2
22	и вовсе не	2	2
23	в каждом из	1	2
24	то же время	5	2
25	несколько слов о	1	2
26	заключается в том	1	2
27	но все же	1	2
28	одного и того	1	2
29	в то же	5	2
30	он должен быть	1	1
31	в ней на	1	1
32	они свидетельствуют о	1	1
33	и в особенности	2	1
34	в настоящее время	1	1
35	так рядом с	1	1
36	никак не может	2	1
37	свидетельствует о том	1	1
38	и там где	1	1
39	с одной стороны	4	1
40	только для того	1	1
41	у нас на	1	1
42	в строгом смысле	1	1
43	таким образом не	1	1
44	и что нет	1	1
45	лишь тогда когда	1	1
46	но рано или	1	1
47	в себе и	1	1
48	в ней получают	1	1
49	на этот вопрос	1	1
50	и даже в	1	1
51	из того факта	1	1
52	в первом случае	3	1
53	и на все	1	1
54	первый из них	1	1
55	не только в	1	1
56	и литературной речи	1	1
57	со всем тем	1	1
58	во всех этих	2	1
59	притом не только	1	1
60	до того что	1	1
61	но в нем	1	1
62	это все же	1	1
63	если они не	1	1
64	та или иная	1	1
65	но и с	2	1
66	было бы неправильно	1	1
67	было бы у	1	1
68	вместо того чтобы	3	1
69	потому что они	1	1
70	до наших дней	1	1
71	самом деле в	1	1
72	рядом с этим	1	1
73	между тем как	1	1
74	каждом из этих	1	1
75	той или иной	1	1
76	смысле этого слова	1	1
77	но нас интересует	1	1
78	в литературе и	2	1
79	во втором случае	3	1
80	в большинстве случаев	4	1
81	после того как	1	1
82	таким образом в	2	1
83	все то что	4	1
84	и с его	2	1
85	говорит он о	1	1
86	того факта что	1	1
87	что и в	1	1
