N	2gram	Savitsky_P_1	Istorich
1	и в	14	26
2	т е	3	22
3	никогда не	1	13
4	потому что	3	13
5	и на	1	12
6	в этом	10	12
7	в том	9	12
8	что в	4	12
9	может быть	5	11
10	и т	3	10
11	не только	17	10
12	том что	4	10
13	с другой	5	10
14	и не	12	10
15	еще не	1	9
16	но и	6	9
17	и это	2	8
18	все же	1	8
19	в нем	3	8
20	т д	1	8
21	вместе с	1	8
22	другой стороны	1	8
23	например в	2	7
24	но в	9	7
25	мы можем	1	7
26	с одной	3	7
27	одной стороны	3	7
28	мы не	3	6
29	в ином	1	6
30	в русской	4	6
31	и с	2	6
32	в виде	2	6
33	то что	4	6
34	не может	4	6
35	то же	9	5
36	в ней	6	5
37	в жертву	1	5
38	и этим	1	5
39	как и	1	5
40	и эти	1	5
41	и что	1	5
42	в то	7	5
43	в его	2	5
44	мы видим	1	5
45	только в	7	5
46	связаны с	1	5
47	коротко ли	1	5
48	там где	1	5
49	его в	1	5
50	с его	1	4
51	что оно	1	4
52	но как	1	4
53	из этих	1	4
54	и по	1	4
55	это не	3	4
56	и тем	2	4
57	с тем	3	4
58	совершенно ясно	1	4
59	а также	4	4
60	что и	1	4
61	в других	1	4
62	прежде всего	3	4
63	как бы	4	4
64	в это	1	4
65	есть и	1	4
66	же как	1	3
67	и через	1	3
68	связана с	1	3
69	и то	1	3
70	должна быть	1	3
71	в себе	3	3
72	если он	1	3
73	главным образом	2	3
74	если бы	4	3
75	и вот	2	3
76	в них	2	3
77	и ее	1	3
78	не в	5	3
79	она не	1	3
80	могут быть	3	3
81	и другие	1	3
82	в качестве	9	3
83	и других	2	3
84	и только	1	3
85	со стороны	2	3
86	далеко не	1	3
87	но есть	1	3
88	не было	2	3
89	в частности	2	3
90	в данном	1	3
91	наряду с	3	3
92	случаях когда	1	3
93	вопрос о	1	3
94	а в	4	3
95	еще в	1	3
96	является и	1	3
97	как на	2	3
98	они не	1	3
99	представляет собой	1	2
100	он был	1	2
101	но не	3	2
102	на то	1	2
103	с этим	2	2
104	в своем	4	2
105	такова же	1	2
106	и как	3	2
107	что это	1	2
108	северной америке	3	2
109	в этой	1	2
110	на этой	1	2
111	живет в	1	2
112	было бы	6	2
113	по всему	1	2
114	в эту	2	2
115	в которых	5	2
116	знаем что	1	2
117	не будем	2	2
118	в древней	1	2
119	одна сторона	1	2
120	тем самым	3	2
121	не имеет	1	2
122	одна из	2	2
123	не вполне	1	2
124	идут от	1	2
125	от нее	1	2
126	что при	1	2
127	где он	1	2
128	происходит и	1	2
129	только то	1	2
130	с собой	1	2
131	когда в	1	2
132	о котором	1	2
133	сводится к	3	2
134	борьбе с	1	2
135	того что	2	2
136	в народе	1	2
137	именно на	1	2
138	мы знаем	1	2
139	не будут	1	2
140	всяком случае	1	2
141	и мертвых	1	2
142	а с	1	2
143	что не	1	2
144	не означает	1	2
145	а не	2	2
146	что из	2	2
147	в одно	1	2
148	так же	1	2
149	живых и	1	2
150	стороны и	2	2
151	что мы	3	2
152	но для	1	2
153	для нас	2	2
154	мы должны	4	2
155	только что	1	2
156	в этих	1	2
157	не есть	1	2
158	с ними	3	2
159	в северной	2	2
160	во всяком	1	2
161	также что	1	1
162	отношения к	2	1
163	также и	1	1
164	в русских	1	1
165	и есть	2	1
166	которые были	1	1
167	именно здесь	1	1
168	есть не	2	1
169	к народу	1	1
170	что если	1	1
171	которую мы	2	1
172	бы что	1	1
173	воздух и	1	1
174	этом не	1	1
175	оно есть	1	1
176	в полной	2	1
177	и растет	1	1
178	что его	1	1
179	во всех	2	1
180	укрепляется и	1	1
181	не все	1	1
182	он будет	1	1
183	отличие от	1	1
184	не просто	1	1
185	в истории	1	1
186	более чем	2	1
187	что именно	1	1
188	помнить что	2	1
189	и где	1	1
190	хотя и	3	1
191	и к	4	1
192	более или	1	1
193	формы в	1	1
194	применительно к	1	1
195	экономики и	5	1
196	но на	1	1
197	одно и	1	1
198	и если	4	1
199	положение что	1	1
200	по-видимому не	2	1
201	есть та	1	1
202	вовлечение в	1	1
203	в силу	2	1
204	никак не	2	1
205	чтобы в	1	1
206	с формами	1	1
207	а затем	1	1
208	что все	1	1
209	связанные с	1	1
210	в мире	2	1
211	народа его	2	1
212	и должна	1	1
213	в жизни	2	1
214	с богом	1	1
215	духа в	1	1
216	был и	1	1
217	выражена в	1	1
218	одно из	1	1
219	или менее	1	1
220	точки зрения	3	1
221	и при	1	1
222	мысль и	1	1
223	в котором	4	1
224	прийти к	1	1
225	не столько	2	1
226	все это	2	1
227	и более	1	1
228	и наоборот	1	1
229	того кто	1	1
230	из числа	1	1
231	и вся	1	1
232	и очень	1	1
233	что есть	1	1
234	не менее	2	1
235	что с	1	1
236	подошел к	2	1
237	того чтобы	1	1
238	бога не	1	1
239	и злая	1	1
240	казалось бы	1	1
241	недостаточно для	1	1
242	этом мире	1	1
243	где уже	1	1
244	как она	1	1
245	над ним	1	1
246	в области	11	1
247	человека с	1	1
248	особый и	2	1
249	сделана попытка	1	1
250	сравнении с	3	1
251	числе и	1	1
252	в наши	1	1
253	все еще	1	1
254	бы ни	2	1
255	должен быть	1	1
256	и о	5	1
257	с ее	1	1
258	в ее	2	1
259	как по	1	1
260	пр есть	1	1
261	для тех	2	1
262	те же	1	1
263	не с	1	1
264	ясно что	1	1
265	в борьбе	1	1
266	что от	1	1
267	живого и	1	1
268	для этого	1	1
269	стремление к	1	1
270	находится в	1	1
271	и здесь	1	1
272	тех кто	4	1
273	могут дать	1	1
274	с того	1	1
275	этих двух	1	1
276	восходит к	1	1
277	того света	1	1
278	между тем	3	1
279	переходит в	1	1
280	бы она	1	1
281	выступает как	1	1
282	них в	1	1
283	также в	1	1
284	в свете	1	1
285	а она	1	1
286	в современной	1	1
287	не как	1	1
288	друг друга	1	1
289	может оказаться	1	1
290	их не	1	1
291	ранних и	1	1
292	тот или	1	1
293	есть в	2	1
294	и современная	1	1
295	уже в	1	1
296	если мы	1	1
297	где бы	2	1
298	мир в	1	1
299	и крылья	1	1
300	к ним	1	1
301	и пр	5	1
302	мы возьмем	1	1
303	для того	3	1
304	где в	2	1
305	были бы	1	1
306	в государство	1	1
307	именно как	2	1
308	не осуществляется	1	1
309	государство и	1	1
310	именно в	2	1
311	жизни народа	1	1
312	с другом	1	1
313	древнего востока	1	1
314	европы и	1	1
315	не исключает	1	1
316	индия и	1	1
317	нигде в	1	1
318	как ни	1	1
319	чем к	1	1
320	пути в	2	1
321	в мир	1	1
322	эти черты	1	1
323	друг с	1	1
324	и м	1	1
325	единства в	1	1
326	быть именно	1	1
327	между прочим	2	1
328	явление и	1	1
329	только мы	1	1
330	тем более	2	1
331	в сравнении	3	1
332	же в	4	1
333	давно уже	1	1
334	может и	2	1
335	в иной	1	1
336	в отдельности	1	1
337	частности в	1	1
338	пути к	1	1
339	к этой	1	1
340	видим в	1	1
341	это в	1	1
342	том числе	2	1
