N	3gram	Tiupa_Lite_3	Myslijsy
1	по отношению к	4	13
2	в том что	4	13
3	не может быть	3	9
4	только в том	1	6
5	тем не менее	1	6
6	с другой стороны	2	5
7	потому что не	2	4
8	но и в	2	4
9	субъекта и объекта	1	4
10	в свою очередь	1	4
11	подобно тому как	2	3
12	с точки зрения	3	3
13	с одной стороны	4	3
14	сама по себе	1	3
15	и в том	1	3
16	то же время	7	3
17	не только в	2	3
18	в то же	7	3
19	что иное как	1	2
20	что по мнению	1	2
21	бы то ни	2	2
22	но и для	1	2
23	к тому что	1	2
24	и при этом	1	2
25	не только для	1	2
26	для того чтобы	1	2
27	не только не	1	2
28	и т п	1	2
29	не что иное	1	2
30	друг от друга	1	2
31	быть не может	1	2
32	нет дела до	1	1
33	не говоря уже	4	1
34	на самом деле	1	1
35	с тех пор	1	1
36	одной стороны и	2	1
37	и там где	1	1
38	не может как	1	1
39	и не только	1	1
40	более того что	1	1
41	говоря уже о	3	1
42	в этом отношении	5	1
43	то что в	1	1
44	из того что	2	1
45	при этом не	1	1
46	но это не	1	1
47	может быть только	1	1
48	с этой точки	1	1
49	более или менее	1	1
50	то ни было	2	1
51	там где есть	1	1
52	может быть не	1	1
53	в нас самих	1	1
54	в связи с	1	1
55	но при этом	1	1
56	и потому не	1	1
57	в этих словах	1	1
58	не в одном	2	1
59	между тем как	1	1
60	что несмотря на	1	1
61	в этом с	1	1
62	начинается там где	1	1
63	и тем самым	2	1
64	о том что	4	1
65	в одном из	2	1
66	этой точки зрения	1	1
67	вопрос о том	1	1
68	до какой степени	1	1
69	жизни человеческого духа	1	1
70	на то что	2	1
71	но не в	1	1
72	легко может быть	1	1
73	можно быть только	1	1
