N	2gram	Voloshinov_1	Psycholo
1	то что	3	37
2	и в	16	30
3	в том	3	27
4	что в	3	24
5	и что	1	23
6	том что	3	21
7	того чтобы	1	20
8	таким образом	9	20
9	все время	1	20
10	для того	1	20
11	как бы	5	19
12	что он	2	17
13	не только	7	16
14	и мы	2	16
15	если мы	2	16
16	в этом	9	14
17	в самом	2	14
18	как раз	1	13
19	так же	2	13
20	в сущности	1	12
21	с одной	1	12
22	одной стороны	1	12
23	вместе с	3	12
24	может быть	17	11
25	если бы	1	11
26	что мы	2	11
27	как на	1	11
28	о том	2	10
29	и то	1	9
30	никогда не	2	9
31	увидим что	1	9
32	так как	4	9
33	с другой	1	9
34	для этого	2	9
35	не может	8	9
36	сказать что	7	9
37	мы увидим	1	9
38	самом деле	6	8
39	мы имеем	1	8
40	что это	2	8
41	при этом	6	8
42	с тем	1	8
43	сейчас же	1	8
44	к тому	1	8
45	и это	6	8
46	мы видим	2	8
47	а не	1	8
48	могут быть	3	8
49	то же	2	7
50	зависимости от	1	7
51	но не	1	7
52	все же	1	7
53	и как	3	7
54	в нем	4	7
55	точки зрения	8	7
56	в основе	3	7
57	этих двух	1	7
58	мы можем	9	7
59	как это	3	7
60	мы уже	2	6
61	что если	1	6
62	что она	1	6
63	на этом	3	6
64	как и	2	6
65	и его	8	6
66	психической энергии	1	6
67	и здесь	1	6
68	по мнению	1	6
69	уже в	1	6
70	но и	4	6
71	и не	4	6
72	и для	2	6
73	что оно	2	6
74	совершенно не	8	6
75	жизни и	3	6
76	и есть	3	5
77	еще не	5	5
78	о смерти	1	5
79	что они	1	5
80	когда он	1	5
81	в этой	4	5
82	было бы	2	5
83	эмоций и	2	5
84	несмотря на	1	5
85	сих пор	3	5
86	только не	1	5
87	же самое	1	5
88	как мы	4	5
89	но в	4	5
90	сводится к	2	5
91	один из	2	5
92	дело с	1	5
93	только в	4	5
94	нашего организма	1	5
95	до сих	3	5
96	а с	1	5
97	и потому	3	5
98	чувства и	2	5
99	в своих	1	5
100	в виду	1	4
101	в ней	1	4
102	и к	6	4
103	мы говорили	1	4
104	в них	2	4
105	именно то	1	4
106	в своей	2	4
107	у нас	1	4
108	по сравнению	3	4
109	внимание на	1	4
110	в его	4	4
111	на одном	1	4
112	в него	5	4
113	только что	1	4
114	не можем	2	4
115	только на	3	4
116	чувств и	3	4
117	в конце	1	4
118	от того	1	4
119	говорит о	1	4
120	прежде всего	9	4
121	аффекты и	1	4
122	в частности	2	4
123	сравнению с	3	4
124	и все	4	4
125	а в	3	4
126	не есть	2	4
127	аффектов в	1	3
128	по его	1	3
129	той же	1	3
130	полагает что	1	3
131	мы не	2	3
132	и о	2	3
133	из того	1	3
134	и на	4	3
135	первый план	1	3
136	энергии и	1	3
137	мы сейчас	1	3
138	и наконец	4	3
139	самое важное	1	3
140	из этих	2	3
141	на его	1	3
142	он не	2	3
143	находит себе	1	3
144	можно было	1	3
145	человека в	1	3
146	в другом	1	3
147	меньше всего	2	3
148	эти два	1	3
149	ни в	5	3
150	в этих	3	3
151	вопрос о	1	3
152	и вся	2	3
153	вовсе не	1	3
154	с теми	1	3
155	самого начала	4	3
156	и отсюда	1	3
157	одна из	1	3
158	этом отношении	1	3
159	в каком	2	3
160	с другом	1	3
161	не могут	2	3
162	что при	1	3
163	данном случае	1	3
164	с самого	4	3
165	так и	4	3
166	времени и	1	3
167	это только	1	3
168	остановимся на	1	3
169	что и	2	3
170	и только	9	3
171	что здесь	1	3
172	чем это	1	3
173	тот же	1	3
174	для него	6	3
175	в состоянии	1	3
176	у него	2	3
177	уже совершенно	1	3
178	что на	2	3
179	со стороны	1	3
180	эти две	1	3
181	на этот	1	3
182	художественной формы	1	3
183	с которым	1	3
184	в данном	1	3
185	друг с	1	3
186	при таком	1	3
187	не существует	2	3
188	формы и	1	3
189	для нас	2	3
190	мы должны	1	3
191	хотя бы	4	3
192	в свою	1	3
193	в психологии	1	3
194	по поводу	1	3
195	это в	1	3
196	к этому	2	3
197	ту же	2	2
198	же как	2	2
199	того же	2	2
200	это и	1	2
201	почти не	2	2
202	этой теории	2	2
203	что эти	1	2
204	едва ли	3	2
205	отношения к	3	2
206	что между	1	2
207	что иное	1	2
208	он был	1	2
209	между собой	2	2
210	иное как	1	2
211	с его	7	2
212	во всех	3	2
213	предположить что	1	2
214	на самом	4	2
215	совсем не	2	2
216	с совершенно	1	2
217	и теряет	1	2
218	в центре	1	2
219	с этим	2	2
220	нам кажется	2	2
221	что по	1	2
222	ни один	1	2
223	все эти	5	2
224	в нашем	1	2
225	один план	1	2
226	как он	1	2
227	по самому	1	2
228	в нашей	1	2
229	оно в	1	2
230	образом и	1	2
231	и вот	3	2
232	как они	1	2
233	каком отношении	1	2
234	и с	8	2
235	искусства в	1	2
236	он является	1	2
237	и того	1	2
238	одного и	1	2
239	энергии в	1	2
240	на первый	2	2
241	лучшим доказательством	1	2
242	это делает	2	2
243	с точки	6	2
244	все события	1	2
245	его мнению	1	2
246	страх и	1	2
247	которые конечно	1	2
248	что есть	1	2
249	дело в	1	2
250	к этим	1	2
251	чем не	3	2
252	и так	2	2
253	во всем	1	2
254	аффектов с	1	2
255	в образах	1	2
256	все то	2	2
257	отличается от	1	2
258	знаем что	2	2
259	в себя	1	2
260	приводит к	1	2
261	мы только	1	2
262	и другими	1	2
263	мог бы	1	2
264	еще в	1	2
265	и даже	4	2
266	ничего не	1	2
267	или иной	1	2
268	находится в	2	2
269	и та	1	2
270	но мы	4	2
271	можно сказать	4	2
272	это второе	1	2
273	это может	1	2
274	и можно	1	2
275	этом смысле	3	2
276	это же	1	2
277	в качестве	1	2
278	бы по	1	2
279	связи с	1	2
280	не дает	1	2
281	в душе	2	2
282	мы знаем	3	2
283	в одном	3	2
284	даже и	1	2
285	себя и	2	2
286	и эта	1	2
287	и самый	1	2
288	с помощью	2	2
289	всех трех	1	2
290	в течение	1	2
291	к следующему	2	2
292	с этой	2	2
293	все это	4	2
294	и таким	2	2
295	той или	1	2
296	и ни	1	2
297	же в	1	2
298	есть то	1	2
299	между ними	3	2
300	не знает	2	2
301	противоречий и	1	2
302	не что	1	2
303	во внешнем	1	2
304	пути своего	1	1
305	отношении и	1	1
306	все остальное	1	1
307	он может	1	1
308	шаг за	1	1
309	других областей	1	1
310	влечения и	1	1
311	когда человек	1	1
312	нем нет	2	1
313	на две	3	1
314	процессы и	1	1
315	и могут	1	1
316	на место	1	1
317	ли у	1	1
318	другую и	1	1
319	рая и	1	1
320	мы и	1	1
321	конечно и	1	1
322	свое отношение	1	1
323	и говорить	2	1
324	на них	2	1
325	столь же	1	1
326	в чем	5	1
327	этим не	1	1
328	основано на	1	1
329	их так	1	1
330	но как	2	1
331	с самой	1	1
332	связано с	1	1
333	вступают в	1	1
334	отношение к	5	1
335	к сожалению	1	1
336	на первой	1	1
337	общего с	1	1
338	от содержания	1	1
339	дает нам	1	1
340	как нам	1	1
341	образом с	1	1
342	хотя и	1	1
343	но несмотря	1	1
344	свой круг	1	1
345	может допустить	1	1
346	организма на	1	1
347	черты своего	1	1
348	этой цели	1	1
349	от этого	1	1
350	тон и	1	1
351	в ужас	1	1
352	психологии и	1	1
353	та же	1	1
354	фрейд правда	1	1
355	под ним	1	1
356	исключительно на	1	1
357	жизнь как	1	1
358	или во	1	1
359	не сделал	1	1
360	учение о	3	1
361	всем его	1	1
362	остановимся прежде	1	1
363	имеем в	1	1
364	во многих	1	1
365	как основа	1	1
366	с чем	1	1
367	быть поняты	1	1
368	главным образом	1	1
369	время и	1	1
370	но именно	1	1
371	с принципом	1	1
372	единство в	1	1
373	и вообще	2	1
374	и лежат	1	1
375	не являются	1	1
376	есть та	1	1
377	по своему	2	1
378	но вместе	1	1
379	от нее	1	1
380	и может	4	1
381	сознание и	5	1
382	различие между	1	1
383	момент и	1	1
384	на этой	3	1
385	за собою	1	1
386	на протяжении	2	1
387	в жизни	2	1
388	его все	2	1
389	и бессознательного	1	1
390	которой скрывается	1	1
391	жизни но	1	1
392	есть там	1	1
393	в один	4	1
394	в эту	1	1
395	что такое	5	1
396	именно и	1	1
397	в следующем	1	1
398	вторая часть	1	1
399	все и	2	1
400	явление очень	1	1
401	процессом и	1	1
402	любовь и	1	1
403	для объяснения	1	1
404	не менее	2	1
405	в корне	1	1
406	чувствами и	1	1
407	но эта	1	1
408	выше мы	1	1
409	точку зрения	1	1
410	которые в	1	1
411	страха и	1	1
412	по крайней	3	1
413	на другую	1	1
414	есть еще	1	1
415	их в	3	1
416	же мы	1	1
417	он выясняет	1	1
418	этих трех	2	1
419	в тесной	1	1
420	можем теперь	2	1
421	него те	1	1
422	она не	1	1
423	иной раз	1	1
424	и форму	1	1
425	тогда когда	1	1
426	и вместо	1	1
427	только из	1	1
428	заставляет говорить	1	1
429	в самых	1	1
430	и аффектов	1	1
431	вытекает из	1	1
432	не имеет	1	1
433	это мы	1	1
434	не их	1	1
435	ужас и	1	1
436	на язык	3	1
437	в разных	1	1
438	обратим внимание	1	1
439	всего на	1	1
440	очень мало	1	1
441	пути и	1	1
442	в русском	1	1
443	за которой	1	1
444	и теперь	3	1
445	ничто не	1	1
446	здесь же	2	1
447	оно влечет	1	1
448	каждый день	1	1
449	в области	3	1
450	жизненной деятельности	1	1
451	и оно	3	1
452	т.п и	1	1
453	к себе	3	1
454	должны быть	1	1
455	одну и	1	1
456	они утверждают	1	1
457	это содержание	1	1
458	для его	1	1
459	бессознательного и	4	1
460	на это	1	1
461	в применении	1	1
462	же совершенно	1	1
463	на наших	1	1
464	с ее	4	1
465	как не	2	1
466	в некоторых	1	1
467	как один	1	1
468	без всякого	1	1
469	на другой	1	1
470	только при	1	1
471	и этим	2	1
472	только то	2	1
473	она может	1	1
474	прямо противоположных	1	1
475	ее жизнь	1	1
476	если они	1	1
477	с первым	1	1
478	недаром многие	1	1
479	каждого из	1	1
480	вот если	1	1
481	представлений и	3	1
482	быть может	2	1
483	своего происхождения	1	1
484	мы вправе	1	1
485	и начало	1	1
486	оказывается таким	1	1
487	о нем	1	1
488	часто и	1	1
489	и т.д	1	1
490	но к	1	1
491	имеем дело	1	1
492	сила которая	1	1
493	другими словами	2	1
494	говорит об	1	1
495	его жизни	1	1
496	которые на	1	1
497	деле мы	1	1
