N	2gram	Losev_Prob_5	Dialekti
1	и не	12	30
2	или от	1	22
3	и есть	1	19
4	а не	5	18
5	и т	1	17
6	ничего не	2	17
7	может быть	7	17
8	то что	18	16
9	т д	1	15
10	и в	30	15
11	как бы	6	14
12	точки зрения	10	14
13	не имеет	1	14
14	так как	6	14
15	что это	1	13
16	по себе	2	13
17	того что	3	13
18	это не	2	12
19	в этом	17	11
20	и вот	1	11
21	ясно что	4	11
22	в том	12	11
23	прежде всего	6	11
24	не может	5	11
25	и все	9	11
26	том что	17	10
27	потому что	13	10
28	с ее	1	10
29	личности и	1	10
30	это и	1	9
31	то же	2	9
32	мы не	2	9
33	было бы	4	9
34	с точки	8	9
35	в виду	3	9
36	и что	6	9
37	уже не	6	9
38	все это	1	9
39	что иное	3	8
40	в чем	2	8
41	не в	7	8
42	в себе	4	8
43	не только	18	8
44	мифологии и	1	8
45	ни в	4	8
46	и это	1	8
47	и о	5	8
48	и ее	1	8
49	иное как	3	8
50	не что	3	8
51	не просто	5	7
52	что именно	2	7
53	как и	7	7
54	по крайней	4	7
55	и вообще	9	7
56	и его	6	7
57	что оно	1	7
58	только в	9	7
59	крайней мере	4	7
60	или в	4	7
61	что он	7	7
62	что в	5	7
63	мифа и	1	6
64	перед нами	1	6
65	хотя и	8	6
66	и тем	3	6
67	в то	4	6
68	же время	1	6
69	что и	6	6
70	так что	11	6
71	вовсе не	8	6
72	и даже	14	6
73	а именно	12	6
74	в результате	7	6
75	тем более	1	6
76	сказать что	9	6
77	мы имеем	2	5
78	и на	6	5
79	с его	1	5
80	только тогда	3	5
81	сама по	1	5
82	в своем	11	5
83	то в	1	5
84	учение о	3	5
85	на то	2	5
86	что она	1	5
87	в нем	6	5
88	что такое	1	5
89	же это	1	5
90	что я	1	5
91	в ней	3	5
92	но только	3	5
93	того чтобы	2	5
94	тогда когда	4	5
95	я не	2	5
96	таким образом	13	5
97	как только	1	5
98	о том	12	5
99	так и	7	5
100	другими словами	1	5
101	можно сказать	6	5
102	и можно	1	5
103	именно в	3	5
104	если мы	1	5
105	есть символ	1	5
106	для того	3	5
107	в смысле	4	5
108	и для	6	5
109	также и	12	4
110	или по	1	4
111	хотя бы	2	4
112	что они	3	4
113	в этой	10	4
114	и как	6	4
115	не как	1	4
116	в силу	5	4
117	то ни	2	4
118	и с	5	4
119	этом смысле	3	4
120	с тем	5	4
121	бытия и	1	4
122	она не	1	4
123	уже о	1	4
124	той или	1	4
125	ничего общего	1	4
126	и знания	1	4
127	еще не	3	4
128	в его	12	4
129	оказывается что	4	4
130	мы должны	1	4
131	с ними	1	4
132	есть в	2	4
133	в одном	3	4
134	не о	1	4
135	как раз	5	4
136	отнюдь не	4	4
137	так же	5	4
138	на свете	1	4
139	но это	1	4
140	один из	2	4
141	тех или	2	4
142	бы в	1	4
143	именно о	2	4
144	жизни и	2	4
145	но и	13	4
146	то на	1	3
147	отношения к	1	3
148	и то	5	3
149	только потому	1	3
150	едва ли	4	3
151	что если	1	3
152	и тут	2	3
153	так чтобы	1	3
154	то мы	1	3
155	а если	1	3
156	со стороны	1	3
157	надо было	1	3
158	как в	2	3
159	с этим	1	3
160	своей и	1	3
161	и нет	2	3
162	когда он	2	3
163	и наконец	1	3
164	но в	9	3
165	от этого	3	3
166	бы и	1	3
167	все эти	2	3
168	и если	1	3
169	от нее	1	3
170	об этом	4	3
171	мы уже	1	3
172	проявление личности	1	3
173	не всегда	3	3
174	в данном	2	3
175	в своей	22	3
176	в их	1	3
177	чтобы это	1	3
178	только для	2	3
179	нет никакого	3	3
180	иной раз	2	3
181	и притом	5	3
182	мы можем	5	3
183	свободы и	4	3
184	есть только	3	3
185	могут быть	1	3
186	вы не	1	3
187	говоря уже	1	3
188	то или	1	3
189	имеется в	1	3
190	этот момент	1	3
191	и следовательно	1	3
192	и об	1	3
193	все на	1	3
194	для всех	1	3
195	об его	2	3
196	в виде	10	3
197	при помощи	6	3
198	даже и	4	3
199	или иное	1	3
200	в области	2	3
201	в природе	1	3
202	себя и	1	3
203	что не	2	3
204	говорит о	7	3
205	смысла и	1	3
206	у нас	7	3
207	ни о	1	3
208	когда она	1	3
209	и потому	1	3
210	из которых	1	3
211	личности когда	1	3
212	на другое	1	3
213	что здесь	2	3
214	от него	1	3
215	или нет	1	3
216	с ним	3	3
217	в свою	2	3
218	не говоря	1	3
219	в сравнении	3	3
220	только о	1	3
221	будет ли	1	3
222	тем самым	1	3
223	к этому	2	3
224	не думает	1	2
225	человека и	4	2
226	и без	2	2
227	тех же	1	2
228	очень много	1	2
229	то самое	1	2
230	вопрос о	1	2
231	науки и	1	2
232	бы ни	1	2
233	сам по	1	2
234	только после	1	2
235	бы не	3	2
236	начале и	1	2
237	мы будем	2	2
238	сам собою	1	2
239	нет и	1	2
240	если она	1	2
241	все же	9	2
242	кроме того	2	2
243	что по	1	2
244	в этот	1	2
245	или иную	1	2
246	в самом	5	2
247	в которой	5	2
248	из этих	1	2
249	тоже не	2	2
250	всей его	1	2
251	при этом	4	2
252	тем не	5	2
253	в понятии	1	2
254	тут не	1	2
255	собственно говоря	1	2
256	с этой	2	2
257	но все	4	2
258	не будет	2	2
259	об этой	1	2
260	от одного	1	2
261	весь мир	1	2
262	в них	2	2
263	между собою	1	2
264	нисколько не	5	2
265	со всей	2	2
266	том как	1	2
267	в котором	2	2
268	земли или	1	2
269	представление о	2	2
270	говорил о	1	2
271	далее в	1	2
272	что было	1	2
273	не могли	1	2
