N	2gram	Bakhtin_Fr_7	Sovremen
1	не может	3	17
2	может быть	4	12
3	точки зрения	5	12
4	таким образом	19	11
5	мы не	2	9
6	в каждом	1	8
7	в этом	15	7
8	и в	41	7
9	каждый раз	1	6
10	ничего не	4	6
11	как и	14	6
12	и не	7	6
13	в результате	2	6
14	и наконец	4	5
15	все эти	13	5
16	прежде всего	11	5
17	с точки	3	5
18	в дальнейшем	1	4
19	в том	11	4
20	если мы	1	4
21	из них	3	4
22	же это	1	4
23	так как	3	4
24	каждого элемента	1	4
25	мы видели	5	4
26	не только	5	4
27	с помощью	6	4
28	как бы	7	4
29	вместе с	5	4
30	это не	6	4
31	их в	2	4
32	а в	5	4
33	жизни и	3	4
34	он может	3	3
35	в первом	1	3
36	с самого	2	3
37	то же	13	3
38	момент времени	1	3
39	и т.д	2	3
40	у всех	1	3
41	все же	1	3
42	еще не	2	3
43	но в	8	3
44	он в	1	3
45	в этой	13	3
46	в себе	11	3
47	уже в	5	3
48	как он	2	3
49	ведь это	1	3
50	в одном	3	3
51	в конце	8	3
52	в нем	7	3
53	при этом	3	3
54	на этой	4	3
55	было бы	4	3
56	а не	2	3
57	и потому	3	3
58	мы называем	1	3
59	не в	9	3
60	все это	10	3
61	самого начала	1	3
62	не подлежит	3	3
63	одна из	4	3
64	и все	14	3
65	в системе	1	3
66	у нас	1	3
67	и к	5	3
68	в области	2	3
69	как мы	11	2
70	свою очередь	3	2
71	между всеми	1	2
72	и есть	3	2
73	роль в	2	2
74	все те	2	2
75	той же	3	2
76	времени и	1	2
77	на этом	5	2
78	из одного	4	2
79	и даже	1	2
80	и что	1	2
81	на другом	2	2
82	и во	2	2
83	подлежит сомнению	1	2
84	самом деле	1	2
85	в его	12	2
86	с совершенно	1	2
87	может иметь	2	2
88	с этим	2	2
89	некоторое время	1	2
90	в самом	1	2
91	в которой	2	2
92	не будем	1	2
93	что это	4	2
94	в нашем	1	2
95	со всеми	2	2
96	и они	1	2
97	уже не	2	2
98	так сказать	3	2
99	в виде	1	2
100	который как	1	2
101	всяком случае	1	2
102	у него	6	2
103	и по	3	2
104	отличие от	1	2
105	ее на	1	2
106	но все	4	2
107	развития он	1	2
108	известных нам	1	2
109	что все	2	2
110	а на	2	2
111	на этот	1	2
112	которой он	2	2
113	такой же	3	2
114	из которых	2	2
115	знаем что	1	2
116	такого рода	1	2
117	же мы	1	2
118	на котором	1	2
119	не знаем	2	2
120	она может	1	2
121	еще более	2	2
122	в новых	2	2
123	теперь же	1	2
124	мы видим	6	2
125	тот же	2	2
126	в свою	3	2
127	не могут	1	2
128	же самое	1	2
129	что в	9	2
130	в таком	1	2
131	во всяком	2	2
132	и наиболее	1	1
133	должен быть	2	1
134	правда не	2	1
135	и это	5	1
136	своего развития	1	1
137	времени не	1	1
138	с жизнью	1	1
139	человека и	1	1
140	функции в	1	1
141	с ее	3	1
142	через все	2	1
143	на другой	2	1
144	очень важную	1	1
145	на самом	2	1
146	ведь в	1	1
147	подготовлено и	1	1
148	это и	1	1
149	возникновения и	2	1
150	них своя	1	1
151	между двумя	1	1
152	здесь и	2	1
153	характерное для	1	1
154	отношению к	2	1
155	так в	1	1
156	и до	6	1
157	в мире	3	1
158	по аналогии	1	1
159	можно было	3	1
160	от старого	2	1
161	мы уже	12	1
162	из всех	2	1
163	есть не	2	1
164	здесь нет	2	1
165	мы имеем	2	1
166	элементы и	1	1
167	и наш	2	1
168	мы в	2	1
169	поэтому в	1	1
170	этот был	1	1
171	что иное	1	1
172	приобретает особое	1	1
173	или как	1	1
174	того же	3	1
175	подчеркнуть что	1	1
176	о том	6	1
177	в ней	5	1
178	и та	1	1
179	не соответствует	1	1
180	одного из	2	1
181	утверждает что	1	1
182	аналогии с	1	1
183	без труда	2	1
184	на них	3	1
185	он сам	1	1
186	именно эти	1	1
187	все его	3	1
188	иное как	1	1
189	быть в	1	1
190	же время	9	1
191	что его	1	1
192	его в	3	1
193	с его	2	1
194	во всех	3	1
195	природы и	1	1
196	выбор и	1	1
197	данном случае	1	1
198	совсем не	3	1
199	но не	1	1
200	образом все	1	1
201	к этому	5	1
202	точка зрения	2	1
203	вся эта	2	1
204	во втором	1	1
205	по отношению	2	1
206	отвлекаясь от	1	1
207	во всей	2	1
208	может стать	2	1
209	к концу	1	1
210	в ту	1	1
211	все время	2	1
212	чем же	1	1
213	другой день	1	1
214	в самый	2	1
215	к которому	1	1
216	к нему	5	1
217	форму и	1	1
