N	2gram	Nazirov_Tv_1	Problema
1	то есть	12	46
2	в его	13	43
3	и не	7	42
4	и в	21	38
5	не может	4	27
6	может быть	5	26
7	как бы	17	22
8	по отношению	1	21
9	в художественном	1	20
10	отнюдь не	5	19
11	отношению к	1	19
12	и с	3	17
13	и его	6	16
14	в этом	6	15
15	в нем	3	15
16	и т	3	14
17	только в	5	13
18	т п	2	13
19	прежде всего	4	13
20	но не	3	12
21	художественного творчества	1	12
22	в искусстве	1	12
23	во всех	1	11
24	в области	1	11
25	ни в	1	11
26	таким образом	5	10
27	в их	3	10
28	к нему	1	10
29	не только	7	9
30	не имеет	1	9
31	его в	1	9
32	но и	3	9
33	и как	4	8
34	было бы	1	8
35	место в	3	8
36	в том	7	8
37	художественное произведение	1	8
38	то что	8	8
39	еще не	1	7
40	в самом	3	7
41	в плане	1	7
42	как и	12	7
43	не в	2	7
44	содержание в	1	7
45	с другой	3	7
46	между тем	1	7
47	отметить что	1	7
48	с помощью	1	7
49	в своей	4	7
50	что в	12	7
51	самом деле	2	6
52	и наконец	2	6
53	не к	1	6
54	не есть	1	6
55	можно только	1	6
56	все же	5	6
57	а в	6	6
58	только как	1	6
59	себя как	2	5
60	тем как	1	5
61	отличие от	2	5
62	в своем	4	5
63	все эти	1	5
64	при этом	7	5
65	то же	13	5
66	это не	4	5
67	в них	1	5
68	далеко не	3	5
69	в отличие	2	5
70	так и	2	5
71	в основе	2	5
72	и о	1	5
73	никогда не	3	5
74	не нужно	2	5
75	с ним	3	5
76	не на	1	5
77	а не	5	5
78	могут быть	2	5
79	все они	1	5
80	имеет место	1	5
81	на самом	3	4
82	в виду	2	4
83	в ней	2	4
84	конечном счете	4	4
85	как в	8	4
86	но в	7	4
87	в себе	2	4
88	перестает быть	1	4
89	в данном	2	4
90	не менее	6	4
91	тем самым	7	4
92	в то	15	4
93	в ее	1	4
94	данном случае	2	4
95	о том	6	4
96	в конечном	4	4
97	от всех	1	4
98	с ними	1	4
99	всех его	1	4
100	в других	1	4
101	к которому	1	4
102	что не	2	4
103	в романе	10	4
104	в более	1	4
105	хотя бы	5	4
106	может и	1	4
107	сказать что	2	4
108	другой стороны	1	4
109	также и	1	3
110	действительности и	2	3
111	искусстве мы	1	3
112	говорить о	1	3
113	бы то	1	3
114	кроме того	1	3
115	и к	1	3
116	в целом	4	3
117	вследствие этого	1	3
118	он не	8	3
119	то ни	1	3
120	в мире	4	3
121	а как	2	3
122	и тем	2	3
123	том что	11	3
124	тем не	2	3
125	на него	1	3
126	же время	12	3
127	и это	1	3
128	хотя и	3	3
129	и от	4	3
130	приводит к	2	3
131	в дальнейшем	3	3
132	и должно	1	3
133	и содержание	1	3
134	но с	1	3
135	одной из	4	3
136	с одной	1	3
137	со всеми	3	3
138	слова не	1	3
139	входят в	1	3
140	и даже	3	3
141	оно не	1	3
142	себя и	1	3
143	одной стороны	1	3
144	есть лишь	1	3
145	его как	2	3
146	связь с	1	3
147	в область	1	3
148	и на	7	3
149	да и	1	3
150	слова и	1	3
151	но это	5	3
152	все это	10	3
153	культуры и	1	3
154	от него	1	3
155	и все	6	3
156	ни было	1	3
157	не знает	2	3
158	в таком	1	3
159	и завершается	1	2
160	и есть	1	2
161	в котором	6	2
162	его не	1	2
163	их и	1	2
164	есть не	2	2
165	мы имеем	1	2
166	не во	2	2
167	единство и	1	2
168	но она	2	2
169	не вполне	1	2
170	я не	3	2
171	и он	2	2
172	столь же	1	2
173	в чем	2	2
174	с его	11	2
175	себя все	1	2
176	не все	1	2
177	в истории	1	2
178	как к	2	2
179	его преодоление	1	2
180	себе не	2	2
181	отнесены к	1	2
182	к чему	1	2
183	и у	2	2
184	что это	1	2
185	и те	1	2
186	не имеют	4	2
187	оно было	1	2
188	на этом	1	2
189	есть единство	1	2
190	человека в	6	2
191	в каждом	3	2
192	здесь мы	2	2
193	и других	3	2
194	действительности в	2	2
195	форму и	1	2
196	о которых	1	2
197	на первый	1	2
198	но которые	1	2
199	и более	1	2
200	том же	1	2
201	этой области	1	2
202	в таких	1	2
203	что эта	1	2
204	она не	1	2
205	дело в	3	2
206	одна из	2	2
207	слово и	1	2
208	действительности но	1	2
209	в самой	1	2
210	связи с	1	2
211	содержания как	1	2
212	у нас	1	2
213	к себе	1	2
214	не могут	1	2
215	есть только	1	2
216	отличается от	1	2
217	же самое	1	2
218	что оно	1	2
219	что все	3	2
