N	2gram	Ircho_Kome_3	Vladivir
1	с ]	1	46
2	и в	22	30
3	в этом	8	20
4	то что	4	20
5	у него	4	19
6	и не	21	18
7	в том	12	18
8	и с	4	14
9	что он	8	13
10	в конце	7	13
11	с п	2	12
12	не только	5	12
13	том что	13	12
14	там же	1	12
15	что в	5	12
16	как мы	2	11
17	в его	8	11
18	а в	7	11
19	сказать что	1	11
20	а также	2	10
21	не было	2	10
22	в с	1	10
23	и даже	3	10
24	все же	4	9
25	было бы	3	9
26	не в	4	9
27	в то	6	9
28	не может	3	9
29	потому что	10	9
30	в своем	8	8
31	но в	5	8
32	не мог	2	8
33	связи с	5	8
34	но и	4	8
35	в связи	4	8
36	вместе с	9	8
37	до конца	4	7
38	ни в	10	7
39	которую он	2	7
40	точки зрения	4	7
41	никогда не	3	7
42	не менее	5	7
43	в эти	1	7
44	может быть	6	7
45	а не	4	7
46	как это	5	7
47	для нас	1	7
48	и все	2	7
49	он был	4	6
50	хотя и	5	6
51	и к	3	6
52	в себе	4	6
53	об этом	7	6
54	тем не	3	6
55	и его	6	6
56	то время	2	6
57	его жизни	1	6
58	всякого рода	1	6
59	только в	1	6
60	всяком случае	3	6
61	а именно	1	6
62	прежде всего	5	6
63	о чем	7	6
64	к этому	6	6
65	жизни и	1	6
66	во всяком	3	6
67	того же	6	5
68	и я	2	5
69	с этим	3	5
70	то в	1	5
71	все эти	1	5
72	при этом	7	5
73	как и	3	5
74	в своей	5	5
75	в котором	2	5
76	так как	11	5
77	к концу	2	5
78	так и	4	5
79	с ним	5	5
80	и что	6	5
81	тот же	2	5
82	он уже	1	5
83	так что	6	5
84	в течение	3	5
85	как бы	3	5
86	в основном	1	5
87	о его	2	5
88	все это	5	5
89	в результате	2	5
90	из этого	2	5
91	то же	7	4
92	той же	1	4
93	я не	1	4
94	то это	5	4
95	и он	2	4
96	в ней	4	4
97	и на	2	4
98	что его	5	4
99	с его	3	4
100	отношение к	5	4
101	в которой	3	4
102	в целом	3	4
103	в этой	3	4
104	и если	2	4
105	на его	2	4
106	в нем	3	4
107	он не	5	4
108	его в	8	4
109	это было	1	4
110	и мы	3	4
111	несмотря на	4	4
112	мы знаем	2	4
113	в этих	1	4
114	по крайней	1	4
115	вот что	1	4
116	и о	2	4
117	здесь не	2	4
118	можно сказать	1	4
119	о том	8	4
120	конечно не	3	4
121	вовсе не	4	4
122	крайней мере	1	4
123	со стороны	11	4
124	после смерти	1	4
125	так же	4	4
126	в это	1	4
127	с этой	3	4
128	в начале	3	4
129	и наконец	1	4
130	на этот	3	4
131	по поводу	1	4
132	это время	1	4
133	отношения к	2	3
134	едва ли	7	3
135	именно к	1	3
136	во всех	2	3
137	но не	1	3
138	отличие от	2	3
139	его на	2	3
140	как в	2	3
141	что касается	2	3
142	и как	1	3
143	более или	1	3
144	так или	2	3
145	из этих	1	3
146	им в	1	3
147	таким образом	12	3
148	те же	1	3
149	должен был	4	3
150	в них	3	3
151	или менее	1	3
152	в отношении	4	3
153	в следующем	1	3
154	с точки	3	3
155	не столько	1	3
156	в отличие	1	3
157	что я	1	3
158	но он	1	3
159	том же	1	3
160	вплоть до	2	3
161	же время	5	3
162	к ней	8	3
163	в области	2	3
164	он называет	2	3
165	он и	2	3
166	и это	2	3
167	в весьма	1	3
168	никак не	1	3
169	впрочем не	1	3
170	что и	8	3
171	уже в	2	3
172	этот раз	2	3
173	здесь мы	1	3
174	само собой	4	3
175	или иначе	2	3
176	собой разумеется	2	3
177	сведения о	1	3
178	не говоря	1	3
179	конце концов	2	3
180	под влиянием	2	3
181	нет ничего	2	3
182	да и	1	3
183	по существу	2	3
184	под названием	1	3
185	и для	4	3
186	тем более	4	3
187	хотя бы	4	3
188	но вот	1	3
189	в свою	7	3
190	в таком	2	3
191	это в	2	3
192	и особенно	2	3
193	бог и	1	2
194	я и	1	2
195	в рукописи	2	2
196	всем и	1	2
197	и до	1	2
198	из его	2	2
199	приходит к	1	2
200	его не	2	2
201	г в	2	2
202	время как	2	2
203	ему в	1	2
